Item,Value
Baseline SmO2 (%),68.51574074074074
Slope1 0-60s (%/s),-0.18209968537837395
Slope1 30-150s (%/s),-0.1861696939214855
Oxy Deficit (%·s),9457.388888888887
Min SmO2 (%),12.777777777777779
Peak SmO2 (%),69.11111111111111
Magnitude (%),56.333333333333336
Slope2 0-10s (%/s),3.8923520923520925
Slope2 0-30s (%/s),1.9101592337975215
T50 (s),7.755208253860474
T95 (s),15.304166555404663
AUC 3min (%·min),0.05088734567901294
