Item,Value
Baseline SmO2 (%),57.49444444444444
Slope1 0-60s (%/s),-0.25754414487648486
Slope1 30-150s (%/s),-0.23799519144671868
Oxy Deficit (%·s),9522.77361111111
Min SmO2 (%),5.888888888888889
Peak SmO2 (%),81.77777777777777
Magnitude (%),75.88888888888889
Slope2 0-10s (%/s),4.78124098124098
Slope2 0-30s (%/s),2.6484752335624897
T50 (s),8.729166746139526
T95 (s),31.924999952316284
AUC 3min (%·min),40.52465277777779
