SensorID: 5498,
Firmware Version: 1.5.5,

mm-dd,hh:mm:ss,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
2-11,15:8:29,37,37,13.09,4,37,
2-11,15:8:30,34,34,13.07,4,37,
2-11,15:8:30,35,35,13.09,4,37,
2-11,15:8:31,37,37,13.1,4,37,
2-11,15:8:31,37,37,13.11,4,37,
2-11,15:8:32,32,32,13.06,4,37,
2-11,15:8:32,37,37,13.11,4,37,
2-11,15:8:33,36,36,13.08,4,37,
2-11,15:8:33,33,33,13.07,4,37,
2-11,15:8:34,36,36,13.11,4,37,
2-11,15:8:34,32,32,13.06,4,37,
2-11,15:8:35,35,35,13.1,4,37,
2-11,15:8:35,33,33,13.07,4,37,
2-11,15:8:36,34,34,13.08,4,37,
2-11,15:8:36,35,35,13.1,4,37,
2-11,15:8:37,30,30,13.06,4,37,
2-11,15:8:37,32,32,13.07,4,37,
2-11,15:8:38,35,35,13.09,4,37,
2-11,15:8:38,35,35,13.08,4,37,
2-11,15:8:39,32,32,13.05,4,37,
2-11,15:8:39,30,30,13.06,4,37,
2-11,15:8:40,30,30,13.05,4,37,
2-11,15:8:40,35,35,13.09,4,37,
2-11,15:8:41,31,31,13.08,4,37,
2-11,15:8:41,35,35,13.12,4,37,
2-11,15:8:42,29,29,13.06,4,37,
2-11,15:8:42,32,32,13.08,4,37,
2-11,15:8:43,34,34,13.12,4,37,
2-11,15:8:43,31,31,13.1,4,37,
2-11,15:8:44,32,32,13.08,4,37,
2-11,15:8:44,32,32,13.1,4,37,
2-11,15:8:45,29,29,13.07,4,37,
2-11,15:8:45,33,33,13.1,4,37,
2-11,15:8:46,33,33,13.11,4,37,
2-11,15:8:46,35,35,13.13,4,37,
2-11,15:8:47,33,33,13.12,4,37,
2-11,15:8:47,33,33,13.11,4,37,
2-11,15:8:48,31,31,13.09,4,37,
2-11,15:8:48,31,31,13.1,4,37,
2-11,15:8:49,32,32,13.09,4,37,
2-11,15:8:49,31,31,13.09,4,37,
2-11,15:8:50,28,28,13.07,4,37,
2-11,15:8:50,30,30,13.09,4,37,
2-11,15:8:51,32,32,13.11,4,37,
2-11,15:8:51,28,28,13.09,4,37,
2-11,15:8:52,33,33,13.13,4,37,
2-11,15:8:52,31,31,13.1,4,37,
2-11,15:8:53,27,27,13.07,4,37,
2-11,15:8:53,30,30,13.1,4,37,
2-11,15:8:54,29,29,13.09,4,37,
2-11,15:8:54,30,30,13.1,4,37,
2-11,15:8:55,32,32,13.12,4,37,
2-11,15:8:55,32,32,13.11,4,37,
2-11,15:8:56,29,29,13.1,4,37,
2-11,15:8:56,31,31,13.11,4,37,
2-11,15:8:57,30,30,13.12,4,37,
2-11,15:8:57,28,28,13.1,4,37,
2-11,15:8:58,28,28,13.09,4,37,
2-11,15:8:58,29,29,13.09,4,37,
2-11,15:8:59,28,28,13.1,4,37,
2-11,15:8:59,28,28,13.1,4,37,
2-11,15:9:0,32,32,13.14,4,37,
2-11,15:9:0,29,29,13.09,4,37,
2-11,15:9:1,27,27,13.1,4,37,
2-11,15:9:1,28,28,13.1,4,37,
2-11,15:9:2,32,32,13.15,4,37,
2-11,15:9:2,30,30,13.12,4,37,
2-11,15:9:3,31,31,13.15,4,37,
2-11,15:9:3,27,27,13.1,4,37,
2-11,15:9:4,27,27,13.1,4,37,
2-11,15:9:4,28,28,13.12,4,37,
2-11,15:9:5,28,28,13.11,4,37,
2-11,15:9:5,30,30,13.14,4,37,
2-11,15:9:6,27,27,13.1,4,37,
2-11,15:9:6,27,27,13.12,4,37,
2-11,15:9:7,30,30,13.15,4,37,
2-11,15:9:7,27,27,13.1,4,37,
2-11,15:9:8,25,25,13.09,4,37,
2-11,15:9:8,24,24,13.07,4,37,
2-11,15:9:9,27,27,13.11,4,37,
2-11,15:9:9,29,29,13.13,4,37,
2-11,15:9:10,28,28,13.12,4,37,
2-11,15:9:10,26,26,13.1,4,37,
2-11,15:9:11,26,26,13.1,4,37,
2-11,15:9:11,26,26,13.09,4,37,
2-11,15:9:12,24,24,13.08,4,37,
2-11,15:9:12,26,26,13.1,4,37,
2-11,15:9:13,29,29,13.16,4,37,
2-11,15:9:13,28,28,13.13,4,37,
2-11,15:9:14,26,26,13.12,4,37,
2-11,15:9:14,26,26,13.11,4,37,
2-11,15:9:15,26,26,13.12,4,37,
2-11,15:9:15,25,25,13.1,4,37,
2-11,15:9:16,28,28,13.14,4,37,
2-11,15:9:16,25,25,13.13,4,37,
2-11,15:9:17,27,27,13.13,4,37,
2-11,15:9:17,26,26,13.12,4,37,
2-11,15:9:18,23,23,13.09,4,37,
2-11,15:9:18,26,26,13.13,4,37,
2-11,15:9:19,25,25,13.1,4,37,
2-11,15:9:19,23,23,13.09,4,37,
2-11,15:9:20,26,26,13.12,4,37,
2-11,15:9:20,27,27,13.13,4,37,
2-11,15:9:21,23,23,13.11,4,37,
2-11,15:9:21,19,19,13.1,4,37,
2-11,15:9:22,26,26,13.14,4,37,
2-11,15:9:22,19,19,13.1,4,37,
2-11,15:9:23,26,26,13.15,4,37,
2-11,15:9:23,23,23,13.12,4,37,
2-11,15:9:24,28,28,13.17,4,37,
2-11,15:9:24,26,26,13.14,4,37,
2-11,15:9:25,24,24,13.13,4,37,
2-11,15:9:25,23,23,13.12,4,37,
2-11,15:9:26,17,17,13.09,4,37,
2-11,15:9:26,26,26,13.16,4,37,
2-11,15:9:27,24,24,13.12,4,37,
2-11,15:9:27,24,24,13.13,4,37,
2-11,15:9:28,25,25,13.15,4,37,
2-11,15:9:28,22,22,13.11,4,37,
2-11,15:9:29,21,21,13.1,4,37,
2-11,15:9:29,18,18,13.1,4,37,
2-11,15:9:30,20,20,13.1,4,37,
2-11,15:9:30,23,23,13.13,4,37,
2-11,15:9:31,25,25,13.16,4,37,
2-11,15:9:31,22,22,13.13,4,37,
2-11,15:9:32,23,23,13.13,4,37,
2-11,15:9:32,23,23,13.13,4,37,
2-11,15:9:33,20,20,13.11,4,37,
2-11,15:9:33,24,24,13.14,4,37,
2-11,15:9:34,23,23,13.13,4,37,
2-11,15:9:34,21,21,13.11,4,37,
2-11,15:9:35,23,23,13.13,4,37,
2-11,15:9:35,22,22,13.13,4,37,
2-11,15:9:36,24,24,13.16,4,37,
2-11,15:9:36,15,15,13.1,4,37,
2-11,15:9:37,19,19,13.1,4,37,
2-11,15:9:37,16,16,13.1,4,37,
2-11,15:9:38,19,19,13.11,4,37,
2-11,15:9:38,20,20,13.12,4,37,
2-11,15:9:39,20,20,13.12,4,37,
2-11,15:9:39,26,26,13.18,4,37,
2-11,15:9:40,20,20,13.12,4,37,
2-11,15:9:40,19,19,13.11,4,37,
2-11,15:9:41,22,22,13.13,4,37,
2-11,15:9:41,17,17,13.11,4,37,
2-11,15:9:42,19,19,13.1,4,37,
2-11,15:9:42,20,20,13.14,4,37,
2-11,15:9:43,23,23,13.16,4,37,
2-11,15:9:43,20,20,13.14,4,37,
2-11,15:9:44,17,17,13.1,4,37,
2-11,15:9:44,20,20,13.15,4,37,
2-11,15:9:45,20,20,13.12,4,37,
2-11,15:9:45,14,14,13.1,4,37,
2-11,15:9:46,15,15,13.1,4,37,
2-11,15:9:46,21,21,13.15,4,37,
2-11,15:9:47,20,20,13.15,4,37,
2-11,15:9:47,16,16,13.12,4,37,
2-11,15:9:48,19,19,13.11,4,37,
2-11,15:9:48,19,19,13.13,4,37,
2-11,15:9:49,17,17,13.12,4,37,
2-11,15:9:49,18,18,13.13,4,37,
2-11,15:9:50,19,19,13.15,4,37,
2-11,15:9:50,17,17,13.12,4,37,
2-11,15:9:51,16,16,13.11,4,37,
2-11,15:9:51,19,19,13.13,4,37,
2-11,15:9:52,16,16,13.1,4,37,
2-11,15:9:52,16,16,13.12,4,37,
2-11,15:9:53,19,19,13.13,4,37,
2-11,15:9:53,17,17,13.11,4,37,
2-11,15:9:54,16,16,13.11,4,37,
2-11,15:9:54,16,16,13.11,4,37,
2-11,15:9:55,16,16,13.12,4,37,
2-11,15:9:55,19,19,13.14,4,37,
2-11,15:9:56,19,19,13.15,4,37,
2-11,15:9:56,18,18,13.14,4,37,
2-11,15:9:57,16,16,13.12,4,37,
2-11,15:9:57,16,16,13.13,4,37,
2-11,15:9:58,12,12,13.11,4,37,
2-11,15:9:58,15,15,13.1,4,37,
2-11,15:9:59,16,16,13.12,4,37,
2-11,15:9:59,14,14,13.1,4,37,
2-11,15:10:0,20,20,13.17,4,37,
2-11,15:10:0,14,14,13.11,4,37,
2-11,15:10:1,15,15,13.12,4,37,
2-11,15:10:1,19,19,13.16,4,37,
2-11,15:10:2,14,14,13.1,4,37,
2-11,15:10:2,15,15,13.13,4,37,
2-11,15:10:3,19,19,13.17,4,37,
2-11,15:10:3,14,14,13.11,4,37,
2-11,15:10:4,15,15,13.14,4,37,
2-11,15:10:4,18,18,13.15,4,37,
2-11,15:10:5,13,13,13.12,4,37,
2-11,15:10:5,9,9,13.1,4,37,
2-11,15:10:6,14,14,13.14,4,37,
2-11,15:10:6,19,19,13.18,4,37,
2-11,15:10:7,18,18,13.16,4,37,
2-11,15:10:7,16,16,13.15,4,37,
2-11,15:10:8,12,12,13.11,4,37,
2-11,15:10:8,19,19,13.18,4,37,
2-11,15:10:9,11,11,13.11,4,37,
2-11,15:10:9,15,15,13.15,4,37,
2-11,15:10:10,13,13,13.13,4,37,
2-11,15:10:10,13,13,13.12,4,37,
2-11,15:10:11,17,17,13.18,4,37,
2-11,15:10:11,11,11,13.11,4,37,
2-11,15:10:12,12,12,13.12,4,37,
2-11,15:10:12,14,14,13.15,4,37,
2-11,15:10:13,13,13,13.13,4,37,
2-11,15:10:13,11,11,13.12,4,37,
2-11,15:10:14,15,15,13.15,4,37,
2-11,15:10:14,14,14,13.15,4,37,
2-11,15:10:15,16,16,13.17,4,37,
2-11,15:10:15,13,13,13.14,4,37,
2-11,15:10:16,18,18,13.18,4,37,
2-11,15:10:16,13,13,13.14,4,37,
2-11,15:10:17,10,10,13.11,4,37,
2-11,15:10:17,12,12,13.14,4,37,
2-11,15:10:18,10,10,13.12,4,37,
2-11,15:10:18,8,8,13.1,4,37,
2-11,15:10:19,11,11,13.12,4,37,
2-11,15:10:19,15,15,13.16,4,37,
2-11,15:10:20,15,15,13.17,4,37,
2-11,15:10:20,10,10,13.13,4,37,
2-11,15:10:21,14,14,13.15,4,37,
2-11,15:10:21,12,12,13.12,4,37,
2-11,15:10:22,15,15,13.17,4,37,
2-11,15:10:22,10,10,13.12,4,37,
2-11,15:10:23,10,10,13.14,4,37,
2-11,15:10:23,12,12,13.14,4,37,
2-11,15:10:24,12,12,13.14,4,37,
2-11,15:10:24,10,10,13.11,4,37,
2-11,15:10:25,11,11,13.16,4,37,
2-11,15:10:25,10,10,13.14,4,37,
2-11,15:10:26,10,10,13.13,4,37,
2-11,15:10:26,13,13,13.15,4,37,
2-11,15:10:27,15,15,13.15,4,37,
2-11,15:10:27,12,12,13.14,4,37,
2-11,15:10:28,8,8,13.11,4,37,
2-11,15:10:28,11,11,13.13,4,37,
2-11,15:10:29,14,14,13.18,4,37,
2-11,15:10:29,8,8,13.12,4,37,
2-11,15:10:30,7,7,13.1,4,37,
2-11,15:10:30,12,12,13.15,4,37,
2-11,15:10:31,6,6,13.11,4,37,
2-11,15:10:31,10,10,13.14,4,37,
2-11,15:10:32,12,12,13.15,4,37,
2-11,15:10:32,12,12,13.14,4,37,
2-11,15:10:33,10,10,13.12,4,37,
2-11,15:10:33,13,13,13.17,4,37,
2-11,15:10:34,11,11,13.15,4,37,
2-11,15:10:34,10,10,13.14,4,37,
2-11,15:10:35,14,14,13.17,4,37,
2-11,15:10:35,14,14,13.17,4,37,
2-11,15:10:36,9,9,13.12,4,37,
2-11,15:10:36,8,8,13.13,4,37,
2-11,15:10:37,9,9,13.12,4,37,
2-11,15:10:37,16,16,13.19,4,37,
2-11,15:10:38,12,12,13.14,4,37,
2-11,15:10:38,8,8,13.12,4,37,
2-11,15:10:39,9,9,13.13,4,37,
2-11,15:10:39,7,7,13.12,4,37,
2-11,15:10:40,13,13,13.17,4,37,
2-11,15:10:40,9,9,13.14,4,37,
2-11,15:10:41,8,8,13.13,4,37,
2-11,15:10:41,7,7,13.13,4,37,
2-11,15:10:42,12,12,13.17,4,37,
2-11,15:10:42,9,9,13.13,4,37,
2-11,15:10:43,11,11,13.15,4,37,
2-11,15:10:43,11,11,13.15,4,37,
2-11,15:10:44,6,6,13.11,4,37,
2-11,15:10:44,13,13,13.18,4,37,
2-11,15:10:45,14,14,13.18,4,37,
2-11,15:10:45,9,9,13.13,4,37,
2-11,15:10:46,12,12,13.16,4,37,
2-11,15:10:46,12,12,13.18,4,37,
2-11,15:10:47,10,10,13.14,4,37,
2-11,15:10:47,14,14,13.2,4,37,
2-11,15:10:48,9,9,13.14,4,37,
2-11,15:10:48,5,5,13.11,4,37,
2-11,15:10:49,6,6,13.12,4,37,
2-11,15:10:49,7,7,13.11,4,37,
2-11,15:10:50,15,15,13.19,4,37,
2-11,15:10:50,6,6,13.13,4,37,
2-11,15:10:51,6,6,13.11,4,37,
2-11,15:10:51,13,13,13.18,4,37,
2-11,15:10:52,5,5,13.11,4,37,
2-11,15:10:52,11,11,13.16,4,37,
2-11,15:10:53,8,8,13.15,4,37,
2-11,15:10:53,10,10,13.17,4,37,
2-11,15:10:54,13,13,13.18,4,37,
2-11,15:10:54,9,9,13.15,4,37,
2-11,15:10:55,10,10,13.15,4,37,
2-11,15:10:55,7,7,13.12,4,37,
2-11,15:10:56,8,8,13.13,4,37,
2-11,15:10:56,12,12,13.18,4,37,
2-11,15:10:57,10,10,13.15,4,37,
2-11,15:10:57,9,9,13.14,4,37,
2-11,15:10:58,7,7,13.13,4,37,
2-11,15:10:58,9,9,13.15,4,37,
2-11,15:10:59,7,7,13.13,4,37,
2-11,15:10:59,7,7,13.13,4,37,
2-11,15:11:0,11,11,13.15,4,37,
2-11,15:11:0,10,10,13.16,4,37,
2-11,15:11:1,12,12,13.18,4,37,
2-11,15:11:1,9,9,13.15,4,37,
2-11,15:11:2,8,8,13.14,4,37,
2-11,15:11:2,7,7,13.15,4,37,
2-11,15:11:3,11,11,13.17,4,37,
2-11,15:11:3,9,9,13.16,4,37,
2-11,15:11:4,14,14,13.2,4,37,
2-11,15:11:4,6,6,13.13,4,37,
2-11,15:11:5,9,9,13.14,4,37,
2-11,15:11:5,8,8,13.15,4,37,
2-11,15:11:6,8,8,13.14,4,37,
2-11,15:11:6,8,8,13.15,4,37,
2-11,15:11:7,5,5,13.11,4,37,
2-11,15:11:7,12,12,13.18,4,37,
2-11,15:11:8,10,10,13.16,4,37,
2-11,15:11:8,8,8,13.15,4,37,
2-11,15:11:9,14,14,13.2,4,37,
2-11,15:11:9,13,13,13.19,4,37,
2-11,15:11:10,9,9,13.16,4,37,
2-11,15:11:10,7,7,13.14,4,37,
2-11,15:11:11,10,10,13.19,4,37,
2-11,15:11:11,7,7,13.15,4,37,
2-11,15:11:12,9,9,13.17,4,37,
2-11,15:11:12,13,13,13.21,4,37,
2-11,15:11:13,5,5,13.13,4,37,
2-11,15:11:13,8,8,13.15,4,37,
2-11,15:11:14,1,1,13.1,4,37,
2-11,15:11:14,8,8,13.16,4,37,
2-11,15:11:15,14,14,13.21,4,37,
2-11,15:11:15,6,6,13.14,4,37,
2-11,15:11:16,12,12,13.19,4,37,
2-11,15:11:16,8,8,13.16,4,37,
2-11,15:11:17,8,8,13.17,4,37,
2-11,15:11:17,12,12,13.21,4,37,
2-11,15:11:18,14,14,13.21,4,37,
2-11,15:11:18,9,9,13.17,4,37,
2-11,15:11:19,8,8,13.16,4,37,
2-11,15:11:19,5,5,13.13,4,37,
2-11,15:11:20,10,10,13.18,4,37,
2-11,15:11:20,8,8,13.15,4,37,
2-11,15:11:21,10,10,13.18,4,37,
2-11,15:11:21,7,7,13.15,4,37,
2-11,15:11:22,7,7,13.15,4,37,
2-11,15:11:22,13,13,13.21,4,37,
2-11,15:11:23,13,13,13.2,4,37,
2-11,15:11:23,8,8,13.17,4,37,
2-11,15:11:24,7,7,13.16,4,37,
2-11,15:11:24,7,7,13.16,4,37,
2-11,15:11:25,8,8,13.18,4,37,
2-11,15:11:25,7,7,13.15,4,37,
2-11,15:11:26,7,7,13.15,4,37,
2-11,15:11:26,7,7,13.15,4,37,
2-11,15:11:27,6,6,13.14,4,37,
2-11,15:11:27,9,9,13.17,4,37,
2-11,15:11:28,4,4,13.12,4,37,
2-11,15:11:28,7,7,13.15,4,37,
2-11,15:11:29,7,7,13.15,4,37,
2-11,15:11:29,7,7,13.15,4,37,
2-11,15:11:30,8,8,13.18,4,37,
2-11,15:11:30,5,5,13.14,4,37,
2-11,15:11:31,8,8,13.17,4,37,
2-11,15:11:31,8,8,13.17,4,37,
2-11,15:11:32,10,10,13.18,4,37,
2-11,15:11:32,8,8,13.16,4,37,
2-11,15:11:33,7,7,13.15,4,37,
2-11,15:11:33,10,10,13.19,4,37,
2-11,15:11:34,5,5,13.14,4,37,
2-11,15:11:34,6,6,13.15,4,37,
2-11,15:11:35,12,12,13.21,4,37,
2-11,15:11:35,8,8,13.16,4,37,
2-11,15:11:36,6,6,13.14,4,37,
2-11,15:11:36,8,8,13.17,4,37,
2-11,15:11:37,10,10,13.19,4,37,
2-11,15:11:37,6,6,13.15,4,37,
2-11,15:11:38,7,7,13.15,4,37,
2-11,15:11:38,8,8,13.17,4,37,
2-11,15:11:39,9,9,13.17,4,37,
2-11,15:11:39,6,6,13.15,4,37,
2-11,15:11:40,9,9,13.18,4,37,
2-11,15:11:40,9,9,13.2,4,37,
2-11,15:11:41,8,8,13.16,4,37,
2-11,15:11:41,8,8,13.17,4,37,
2-11,15:11:42,6,6,13.15,4,37,
2-11,15:11:42,10,10,13.19,4,37,
2-11,15:11:43,10,10,13.19,4,37,
2-11,15:11:43,3,3,13.12,4,37,
2-11,15:11:44,7,7,13.16,4,37,
2-11,15:11:44,9,9,13.18,4,37,
2-11,15:11:45,8,8,13.18,4,37,
2-11,15:11:45,9,9,13.19,4,37,
2-11,15:11:46,11,11,13.2,4,37,
2-11,15:11:46,6,6,13.15,4,37,
2-11,15:11:47,6,6,13.16,4,37,
2-11,15:11:47,6,6,13.16,4,37,
2-11,15:11:48,3,3,13.12,4,37,
2-11,15:11:48,9,9,13.18,4,37,
2-11,15:11:49,5,5,13.16,4,37,
2-11,15:11:49,5,5,13.13,4,37,
2-11,15:11:50,5,5,13.15,4,37,
2-11,15:11:50,8,8,13.16,4,37,
2-11,15:11:51,9,9,13.2,4,37,
2-11,15:11:51,8,8,13.18,4,37,
2-11,15:11:52,7,7,13.15,4,37,
2-11,15:11:52,5,5,13.15,4,37,
2-11,15:11:53,12,12,13.22,4,37,
2-11,15:11:53,5,5,13.14,4,37,
2-11,15:11:54,10,10,13.2,4,37,
2-11,15:11:54,6,6,13.16,4,37,
2-11,15:11:55,2,2,13.11,4,37,
2-11,15:11:55,7,7,13.18,4,37,
2-11,15:11:56,8,8,13.18,4,37,
2-11,15:11:56,9,9,13.19,4,37,
2-11,15:11:57,9,9,13.19,4,37,
2-11,15:11:57,5,5,13.14,4,37,
2-11,15:11:58,8,8,13.18,4,37,
2-11,15:11:58,6,6,13.16,4,37,
2-11,15:11:59,4,4,13.15,4,37,
2-11,15:11:59,8,8,13.19,4,37,
2-11,15:12:0,8,8,13.19,4,37,
2-11,15:12:0,8,8,13.19,4,37,
2-11,15:12:1,7,7,13.17,4,37,
2-11,15:12:1,8,8,13.19,4,37,
2-11,15:12:2,11,11,13.21,4,37,
2-11,15:12:2,10,10,13.2,4,37,
2-11,15:12:3,7,7,13.17,4,37,
2-11,15:12:3,7,7,13.17,4,37,
2-11,15:12:4,4,4,13.14,4,37,
2-11,15:12:4,10,10,13.17,4,37,
2-11,15:12:5,14,14,13.16,4,37,
2-11,15:12:5,18,18,13.16,4,37,
2-11,15:12:6,23,23,13.17,4,37,
2-11,15:12:6,27,27,13.16,4,37,
2-11,15:12:7,31,31,13.17,4,37,
2-11,15:12:7,35,35,13.17,4,37,
2-11,15:12:8,40,40,13.2,4,37,
2-11,15:12:8,44,44,13.21,4,37,
2-11,15:12:9,49,49,13.24,4,37,
2-11,15:12:9,49,49,13.18,4,37,
2-11,15:12:10,51,51,13.2,4,37,
2-11,15:12:10,56,56,13.22,4,37,
2-11,15:12:11,57,57,13.21,4,37,
2-11,15:12:11,59,59,13.21,4,37,
2-11,15:12:12,59,59,13.14,4,37,
2-11,15:12:12,62,62,13.19,4,37,
2-11,15:12:13,64,64,13.18,4,37,
2-11,15:12:13,66,66,13.2,4,37,
2-11,15:12:14,67,67,13.19,4,37,
2-11,15:12:14,68,68,13.18,4,37,
2-11,15:12:15,69,69,13.21,4,37,
2-11,15:12:15,68,68,13.17,4,37,
2-11,15:12:16,70,70,13.17,4,37,
2-11,15:12:16,70,70,13.17,4,37,
2-11,15:12:17,71,71,13.16,4,37,
2-11,15:12:17,72,72,13.18,4,37,
2-11,15:12:18,73,73,13.21,4,37,
2-11,15:12:18,73,73,13.2,4,37,
2-11,15:12:19,73,73,13.17,4,37,
2-11,15:12:19,74,74,13.22,4,37,
2-11,15:12:20,74,74,13.21,4,37,
2-11,15:12:20,73,73,13.15,4,37,
2-11,15:12:21,74,74,13.19,4,37,
2-11,15:12:21,74,74,13.16,4,37,
2-11,15:12:22,74,74,13.22,4,37,
2-11,15:12:22,74,74,13.21,4,37,
2-11,15:12:23,74,74,13.2,4,37,
2-11,15:12:23,75,75,13.2,4,37,
2-11,15:12:24,75,75,13.17,4,37,
2-11,15:12:24,76,76,13.25,4,37,
2-11,15:12:25,76,76,13.21,4,37,
2-11,15:12:25,76,76,13.2,4,37,
2-11,15:12:26,77,77,13.15,4,37,
2-11,15:12:26,77,77,13.22,4,37,
2-11,15:12:27,77,77,13.2,4,37,
2-11,15:12:27,77,77,13.18,4,37,
2-11,15:12:28,78,78,13.22,4,37,
2-11,15:12:28,77,77,13.15,4,37,
2-11,15:12:29,77,77,13.17,4,37,
2-11,15:12:29,78,78,13.22,4,37,
2-11,15:12:30,77,77,13.17,4,37,
2-11,15:12:30,78,78,13.19,4,37,
2-11,15:12:31,78,78,13.16,4,37,
2-11,15:12:31,78,78,13.18,4,37,
2-11,15:12:32,78,78,13.14,4,37,
2-11,15:12:32,78,78,13.18,4,37,
2-11,15:12:33,78,78,13.19,4,37,
2-11,15:12:33,78,78,13.19,4,37,
2-11,15:12:34,79,79,13.18,4,37,
2-11,15:12:34,78,78,13.2,4,37,
2-11,15:12:35,79,79,13.22,4,37,
2-11,15:12:35,79,79,13.21,4,37,
2-11,15:12:36,79,79,13.15,4,37,
2-11,15:12:36,79,79,13.18,4,37,
2-11,15:12:37,79,79,13.21,4,37,
2-11,15:12:37,79,79,13.19,4,37,
2-11,15:12:38,79,79,13.21,4,37,
2-11,15:12:38,79,79,13.17,4,37,
2-11,15:12:39,79,79,13.17,4,37,
2-11,15:12:39,79,79,13.21,4,37,
2-11,15:12:40,79,79,13.22,4,37,
2-11,15:12:40,79,79,13.21,4,37,
2-11,15:12:41,79,79,13.19,4,37,
2-11,15:12:41,80,80,13.22,4,37,
2-11,15:12:42,79,79,13.19,4,37,
2-11,15:12:42,80,80,13.21,4,37,
2-11,15:12:43,79,79,13.21,4,37,
2-11,15:12:43,80,80,13.22,4,37,
2-11,15:12:44,80,80,13.2,4,37,
2-11,15:12:44,80,80,13.21,4,37,
2-11,15:12:45,80,80,13.23,4,37,
2-11,15:12:45,81,81,13.22,4,37,
2-11,15:12:46,80,80,13.19,4,37,
2-11,15:12:46,80,80,13.18,4,37,
2-11,15:12:47,81,81,13.21,4,37,
2-11,15:12:47,81,81,13.19,4,37,
2-11,15:12:48,81,81,13.19,4,37,
2-11,15:12:48,81,81,13.24,4,37,
2-11,15:12:49,81,81,13.22,4,37,
2-11,15:12:49,81,81,13.22,4,37,
2-11,15:12:50,81,81,13.2,4,37,
2-11,15:12:50,81,81,13.19,4,37,
2-11,15:12:51,81,81,13.19,4,37,
2-11,15:12:51,81,81,13.23,4,37,
2-11,15:12:52,81,81,13.2,4,37,
2-11,15:12:52,82,82,13.22,4,37,
2-11,15:12:53,82,82,13.23,4,37,
2-11,15:12:53,81,81,13.2,4,37,
2-11,15:12:54,82,82,13.24,4,37,
2-11,15:12:54,82,82,13.21,4,37,
2-11,15:12:55,82,82,13.23,4,37,
2-11,15:12:55,81,81,13.19,4,37,
2-11,15:12:56,81,81,13.23,4,37,
2-11,15:12:56,81,81,13.22,4,37,
2-11,15:12:57,81,81,13.21,4,37,
2-11,15:12:57,82,82,13.2,4,37,
2-11,15:12:58,82,82,13.25,4,37,
2-11,15:12:58,82,82,13.22,4,37,
2-11,15:12:59,82,82,13.23,4,37,
2-11,15:12:59,82,82,13.22,4,37,
2-11,15:13:0,82,82,13.25,4,37,
2-11,15:13:0,81,81,13.18,4,37,
2-11,15:13:1,82,82,13.17,4,37,
2-11,15:13:1,81,81,13.19,4,37,
2-11,15:13:2,81,81,13.19,4,37,
2-11,15:13:2,82,82,13.19,4,37,
2-11,15:13:3,81,81,13.18,4,37,
2-11,15:13:3,81,81,13.22,4,37,
2-11,15:13:4,81,81,13.18,4,37,
2-11,15:13:4,81,81,13.2,4,37,
2-11,15:13:5,81,81,13.19,4,37,
2-11,15:13:5,81,81,13.2,4,37,
2-11,15:13:6,81,81,13.2,4,37,
2-11,15:13:6,82,82,13.2,4,37,
2-11,15:13:7,81,81,13.23,4,37,
2-11,15:13:7,81,81,13.18,4,37,
2-11,15:13:8,81,81,13.19,4,37,
2-11,15:13:8,81,81,13.19,4,37,
2-11,15:13:9,81,81,13.18,4,37,
2-11,15:13:9,81,81,13.2,4,37,
2-11,15:13:10,81,81,13.23,4,37,
2-11,15:13:10,81,81,13.2,4,37,
2-11,15:13:11,81,81,13.18,4,37,
2-11,15:13:11,81,81,13.18,4,37,
2-11,15:13:12,80,80,13.18,4,37,
2-11,15:13:12,81,81,13.17,4,37,
2-11,15:13:13,80,80,13.18,4,37,
2-11,15:13:13,80,80,13.21,4,37,
2-11,15:13:14,80,80,13.2,4,37,
2-11,15:13:14,80,80,13.21,4,37,
2-11,15:13:15,80,80,13.21,4,37,
2-11,15:13:15,80,80,13.2,4,37,
2-11,15:13:16,80,80,13.16,4,37,
2-11,15:13:16,80,80,13.2,4,37,
2-11,15:13:17,80,80,13.17,4,37,
2-11,15:13:17,80,80,13.18,4,37,
2-11,15:13:18,80,80,13.15,4,37,
2-11,15:13:18,80,80,13.12,4,37,
2-11,15:13:19,79,79,13.18,4,37,
2-11,15:13:19,80,80,13.19,4,37,
2-11,15:13:20,80,80,13.16,4,37,
2-11,15:13:20,80,80,13.16,4,37,
2-11,15:13:21,79,79,13.14,4,37,
2-11,15:13:21,79,79,13.15,4,37,
2-11,15:13:22,79,79,13.18,4,37,
2-11,15:13:22,79,79,13.13,4,37,
2-11,15:13:23,79,79,13.15,4,37,
2-11,15:13:23,79,79,13.17,4,37,
2-11,15:13:24,79,79,13.15,4,37,
2-11,15:13:24,79,79,13.18,4,37,
2-11,15:13:25,78,78,13.16,4,37,
2-11,15:13:25,78,78,13.14,4,37,
2-11,15:13:26,79,79,13.14,4,37,
2-11,15:13:26,79,79,13.17,4,37,
2-11,15:13:27,78,78,13.15,4,37,
2-11,15:13:27,78,78,13.11,4,37,
2-11,15:13:28,78,78,13.15,4,37,
2-11,15:13:28,78,78,13.18,4,37,
2-11,15:13:29,78,78,13.14,4,37,
2-11,15:13:29,78,78,13.13,4,37,
2-11,15:13:30,78,78,13.16,4,37,
2-11,15:13:30,78,78,13.11,4,37,
2-11,15:13:31,78,78,13.14,4,37,
2-11,15:13:31,78,78,13.16,4,37,
