Item,Value
Baseline SmO2 (%),70.13888888888889
Slope1 0-60s (%/s),-0.12959249725270586
Slope1 30-150s (%/s),-0.17334072524566632
Oxy Deficit (%·s),6011.881944444443
Min SmO2 (%),24.333333333333332
Peak SmO2 (%),79.88888888888889
Magnitude (%),55.55555555555556
Slope2 0-10s (%/s),-0.33304473304473325
Slope2 0-30s (%/s),1.7206886421058822
T50 (s),21.920000076293945
T95 (s),33.25
AUC 3min (%·min),13.169560185185192
