Item,Value
Baseline SmO2 (%),66.86666666666667
Slope1 0-60s (%/s),-0.25756070390943764
Slope1 30-150s (%/s),-0.23199078678143156
Oxy Deficit (%·s),9750.600000000002
Min SmO2 (%),6.777777777777778
Peak SmO2 (%),79.44444444444444
Magnitude (%),72.66666666666667
Slope2 0-10s (%/s),4.354978354978355
Slope2 0-30s (%/s),2.615124272871497
T50 (s),8.689655065536499
T95 (s),18.706249952316284
AUC 3min (%·min),20.703148148148134
