SensorID: 5498,
Firmware Version: 1.5.5,

Date,Time,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
4-18,10:58:43,29,29,12.32,0,212,
4-18,10:58:43,28,28,12.29,0,212,
4-18,10:58:44,27,27,12.31,0,212,
4-18,10:58:44,28,28,12.3,0,212,
4-18,10:58:45,30,30,12.26,0,212,
4-18,10:58:45,35,35,12.18,0,212,
4-18,10:58:46,39,39,12.13,0,212,
4-18,10:58:46,42,42,12.06,0,212,
4-18,10:58:47,45,45,12.05,0,212,
4-18,10:58:47,48,48,12.07,0,212,
4-18,10:58:48,52,52,12.01,0,212,
4-18,10:58:48,55,55,12,0,212,
4-18,10:58:49,58,58,11.97,0,212,
4-18,10:58:49,60,60,11.98,0,212,
4-18,10:58:50,62,62,11.97,0,212,
4-18,10:58:50,64,64,11.99,0,212,
4-18,10:58:51,66,66,12,0,212,
4-18,10:58:51,67,67,11.99,0,212,
4-18,10:58:52,69,69,12.02,0,212,
4-18,10:58:52,70,70,12.01,0,212,
4-18,10:58:53,71,71,12.01,0,212,
4-18,10:58:53,71,71,12.05,0,212,
4-18,10:58:54,72,72,12.04,0,212,
4-18,10:58:54,73,73,12.06,0,212,
4-18,10:58:55,73,73,12.05,0,212,
4-18,10:58:55,74,74,12.06,0,212,
4-18,10:58:56,74,74,12.04,0,212,
4-18,10:58:56,75,75,12.03,0,212,
4-18,10:58:57,76,76,12.03,0,212,
4-18,10:58:57,77,77,12.02,0,212,
4-18,10:58:58,76,76,12.04,0,212,
4-18,10:58:58,77,77,12.05,0,212,
4-18,10:58:59,77,77,12.04,0,212,
4-18,10:58:59,77,77,12.03,0,212,
4-18,10:59:0,78,78,12.01,0,212,
4-18,10:59:0,77,77,12.02,0,212,
4-18,10:59:1,78,78,12.06,0,212,
4-18,10:59:1,78,78,12.03,0,212,
4-18,10:59:2,78,78,12.02,0,212,
4-18,10:59:2,78,78,12.02,0,212,
4-18,10:59:3,78,78,12.02,0,212,
4-18,10:59:3,78,78,12.02,0,212,
4-18,10:59:4,78,78,12.04,0,212,
4-18,10:59:4,79,79,12.04,0,212,
4-18,10:59:5,78,78,12.03,0,212,
4-18,10:59:5,79,79,12.04,0,212,
4-18,10:59:6,79,79,12.03,0,212,
4-18,10:59:6,79,79,12.02,0,212,
4-18,10:59:7,79,79,12.03,0,212,
4-18,10:59:7,80,80,12.04,0,212,
4-18,10:59:8,80,80,12.05,0,212,
4-18,10:59:8,81,81,12.04,0,212,
4-18,10:59:9,80,80,12.05,0,212,
4-18,10:59:9,81,81,12.04,0,212,
4-18,10:59:10,81,81,12.05,0,212,
4-18,10:59:10,81,81,12.06,0,212,
4-18,10:59:11,81,81,12.05,0,212,
4-18,10:59:11,81,81,12.04,0,212,
4-18,10:59:12,82,82,12.04,0,212,
4-18,10:59:12,82,82,12.02,0,212,
4-18,10:59:13,82,82,12.04,0,212,
4-18,10:59:13,82,82,12.07,0,212,
4-18,10:59:14,83,83,12.06,0,212,
4-18,10:59:14,83,83,12.06,0,212,
4-18,10:59:15,82,82,12.03,0,212,
4-18,10:59:15,83,83,12.06,0,212,
4-18,10:59:16,83,83,12.05,0,212,
4-18,10:59:16,83,83,12.08,0,212,
4-18,10:59:17,83,83,12.07,0,212,
4-18,10:59:17,83,83,12.06,0,212,
4-18,10:59:18,83,83,12.09,0,212,
4-18,10:59:18,83,83,12.08,0,212,
4-18,10:59:19,83,83,12.07,0,212,
4-18,10:59:19,84,84,12.07,0,212,
4-18,10:59:20,84,84,12.07,0,212,
4-18,10:59:20,84,84,12.08,0,212,
4-18,10:59:21,84,84,12.07,0,212,
4-18,10:59:21,84,84,12.09,0,212,
4-18,10:59:22,84,84,12.09,0,212,
4-18,10:59:22,84,84,12.07,0,212,
4-18,10:59:23,84,84,12.06,0,212,
4-18,10:59:23,84,84,12.06,0,212,
4-18,10:59:24,84,84,12.09,0,212,
4-18,10:59:24,84,84,12.08,0,212,
4-18,10:59:25,84,84,12.07,0,212,
4-18,10:59:25,85,85,12.08,0,212,
4-18,10:59:26,85,85,12.06,0,212,
4-18,10:59:26,85,85,12.08,0,212,
4-18,10:59:27,85,85,12.08,0,212,
4-18,10:59:27,85,85,12.08,0,212,
4-18,10:59:28,86,86,12.05,0,212,
4-18,10:59:28,85,85,12.07,0,212,
4-18,10:59:29,85,85,12.08,0,212,
4-18,10:59:29,85,85,12.07,0,212,
4-18,10:59:30,85,85,12.05,0,212,
4-18,10:59:30,85,85,12.07,0,212,
4-18,10:59:31,85,85,12.07,0,212,
4-18,10:59:31,86,86,12.07,0,212,
4-18,10:59:32,86,86,12.06,0,212,
4-18,10:59:32,86,86,12.09,0,212,
4-18,10:59:33,86,86,12.09,0,212,
4-18,10:59:33,86,86,12.09,0,212,
4-18,10:59:34,86,86,12.08,0,212,
4-18,10:59:34,86,86,12.08,0,212,
4-18,10:59:35,86,86,12.09,0,212,
4-18,10:59:35,86,86,12.11,0,212,
4-18,10:59:36,86,86,12.1,0,212,
4-18,10:59:36,86,86,12.09,0,212,
4-18,10:59:37,86,86,12.08,0,212,
4-18,10:59:37,86,86,12.06,0,212,
4-18,10:59:38,86,86,12.09,0,212,
4-18,10:59:38,86,86,12.09,0,212,
4-18,10:59:39,86,86,12.09,0,212,
4-18,10:59:39,86,86,12.11,0,212,
4-18,10:59:40,86,86,12.11,0,212,
4-18,10:59:40,86,86,12.09,0,212,
4-18,10:59:41,86,86,12.08,0,212,
4-18,10:59:41,86,86,12.08,0,212,
4-18,10:59:42,86,86,12.06,0,212,
4-18,10:59:42,86,86,12.1,0,212,
4-18,10:59:43,86,86,12.05,0,212,
4-18,10:59:43,86,86,12.1,0,212,
4-18,10:59:44,86,86,12.08,0,212,
4-18,10:59:44,86,86,12.07,0,212,
4-18,10:59:45,86,86,12.07,0,212,
4-18,10:59:45,86,86,12.06,0,212,
4-18,10:59:46,86,86,12.07,0,212,
4-18,10:59:46,86,86,12.06,0,212,
4-18,10:59:47,86,86,12.07,0,212,
4-18,10:59:47,86,86,12.08,0,212,
4-18,10:59:48,86,86,12.05,0,212,
4-18,10:59:48,86,86,12.08,0,212,
4-18,10:59:49,86,86,12.08,0,212,
4-18,10:59:49,86,86,12.07,0,212,
4-18,10:59:50,86,86,12.06,0,212,
4-18,10:59:50,86,86,12.06,0,212,
4-18,10:59:51,86,86,12.07,0,212,
4-18,10:59:51,86,86,12.08,0,212,
4-18,10:59:52,87,87,12.06,0,212,
4-18,10:59:52,86,86,12.05,0,212,
4-18,10:59:53,86,86,12.06,0,212,
4-18,10:59:53,87,87,12.05,0,212,
4-18,10:59:54,87,87,12.03,0,212,
4-18,10:59:54,86,86,12.06,0,212,
4-18,10:59:55,86,86,12.06,0,212,
4-18,10:59:55,87,87,12.04,0,212,
4-18,10:59:56,86,86,12.05,0,212,
4-18,10:59:56,87,87,12.04,0,212,
4-18,10:59:57,87,87,12.06,0,212,
4-18,10:59:57,87,87,12.04,0,212,
4-18,10:59:58,87,87,12.04,0,212,
4-18,10:59:58,86,86,12.03,0,212,
4-18,10:59:59,87,87,12.05,0,212,
4-18,10:59:59,87,87,12.05,0,212,
4-18,11:0:0,87,87,12.05,0,212,
4-18,11:0:0,87,87,12.04,0,212,
4-18,11:0:1,87,87,12.07,0,212,
4-18,11:0:1,87,87,12.06,0,212,
4-18,11:0:2,87,87,12.07,0,212,
4-18,11:0:2,87,87,12.05,0,212,
4-18,11:0:3,87,87,12.05,0,212,
4-18,11:0:3,87,87,12.06,0,212,
4-18,11:0:4,87,87,12.06,0,212,
4-18,11:0:4,87,87,12.04,0,212,
4-18,11:0:5,87,87,12.06,0,212,
4-18,11:0:5,87,87,12.05,0,212,
4-18,11:0:6,87,87,12.05,0,212,
4-18,11:0:6,87,87,12.04,0,212,
4-18,11:0:7,87,87,12.05,0,212,
4-18,11:0:7,87,87,12.06,0,212,
4-18,11:0:8,86,86,12.05,0,212,
4-18,11:0:8,87,87,12.05,0,212,
4-18,11:0:9,87,87,12.02,0,212,
4-18,11:0:9,87,87,12.04,0,212,
4-18,11:0:10,87,87,12.04,0,212,
4-18,11:0:10,87,87,12.04,0,212,
4-18,11:0:11,87,87,12.04,0,212,
4-18,11:0:11,87,87,12.05,0,212,
4-18,11:0:12,87,87,12.04,0,212,
4-18,11:0:12,87,87,12.04,0,212,
4-18,11:0:13,87,87,12.02,0,212,
4-18,11:0:13,87,87,12.05,0,212,
4-18,11:0:14,87,87,12.04,0,212,
4-18,11:0:14,87,87,12.03,0,212,
4-18,11:0:15,87,87,12.01,0,212,
4-18,11:0:15,87,87,12.03,0,212,
4-18,11:0:16,87,87,12.05,0,212,
4-18,11:0:16,86,86,12.03,0,212,
4-18,11:0:17,86,86,12.03,0,212,
4-18,11:0:17,86,86,12.03,0,212,
4-18,11:0:18,87,87,12.04,0,212,
4-18,11:0:18,87,87,12.03,0,212,
4-18,11:0:19,86,86,12.01,0,212,
4-18,11:0:19,86,86,12.04,0,212,
4-18,11:0:20,87,87,12.03,0,212,
4-18,11:0:20,86,86,12,0,212,
4-18,11:0:21,86,86,12.02,0,212,
4-18,11:0:21,87,87,12.01,0,212,
4-18,11:0:22,86,86,12.04,0,212,
4-18,11:0:22,86,86,12.03,0,212,
4-18,11:0:23,86,86,12.03,0,212,
4-18,11:0:23,86,86,12.02,0,212,
4-18,11:0:24,86,86,12.04,0,212,
4-18,11:0:24,86,86,12.01,0,212,
4-18,11:0:25,86,86,12.01,0,212,
4-18,11:0:25,86,86,12.02,0,212,
4-18,11:0:26,86,86,12.01,0,212,
4-18,11:0:26,86,86,12.01,0,212,
4-18,11:0:27,86,86,12.03,0,212,
4-18,11:0:27,86,86,12.02,0,212,
4-18,11:0:28,86,86,12.01,0,212,
4-18,11:0:28,86,86,12.04,0,212,
4-18,11:0:29,86,86,11.99,0,212,
4-18,11:0:29,86,86,12.02,0,212,
4-18,11:0:30,86,86,12.01,0,212,
4-18,11:0:30,86,86,12.01,0,212,
4-18,11:0:31,86,86,11.99,0,212,
4-18,11:0:31,85,85,12,0,212,
4-18,11:0:32,86,86,11.99,0,212,
4-18,11:0:32,85,85,11.99,0,212,
4-18,11:0:33,85,85,12,0,212,
4-18,11:0:33,86,86,11.98,0,212,
4-18,11:0:34,86,86,11.99,0,212,
4-18,11:0:34,85,85,12,0,212,
4-18,11:0:35,85,85,11.97,0,212,
4-18,11:0:35,85,85,11.96,0,212,
4-18,11:0:36,85,85,11.95,0,212,
4-18,11:0:36,85,85,11.96,0,212,
4-18,11:0:37,85,85,11.97,0,212,
4-18,11:0:37,85,85,11.96,0,212,
4-18,11:0:38,85,85,11.97,0,212,
4-18,11:0:38,85,85,11.97,0,212,
4-18,11:0:39,85,85,11.94,0,212,
4-18,11:0:39,85,85,11.97,0,212,
4-18,11:0:40,85,85,11.95,0,212,
4-18,11:0:40,85,85,11.96,0,212,
4-18,11:0:41,85,85,11.96,0,212,
4-18,11:0:41,84,84,11.93,0,212,
4-18,11:0:42,84,84,11.97,0,212,
4-18,11:0:42,85,85,11.96,0,212,
4-18,11:0:43,85,85,11.94,0,212,
4-18,11:0:43,84,84,11.95,0,212,
4-18,11:0:44,85,85,11.92,0,212,
4-18,11:0:44,85,85,11.95,0,212,
4-18,11:0:45,85,85,11.93,0,212,
4-18,11:0:45,84,84,11.95,0,212,
4-18,11:0:46,84,84,11.95,0,212,
4-18,11:0:46,85,85,11.94,0,212,
4-18,11:0:47,84,84,11.95,0,212,
4-18,11:0:47,84,84,11.94,0,212,
4-18,11:0:48,84,84,11.95,0,212,
4-18,11:0:48,84,84,11.94,0,212,
4-18,11:0:49,84,84,11.92,0,212,
4-18,11:0:49,84,84,11.92,0,212,
4-18,11:0:50,84,84,11.95,0,212,
4-18,11:0:50,84,84,11.95,0,212,
4-18,11:0:51,84,84,11.93,0,212,
4-18,11:0:51,84,84,11.93,0,212,
4-18,11:0:52,84,84,11.93,0,212,
4-18,11:0:52,84,84,11.93,0,212,
4-18,11:0:53,84,84,11.93,0,212,
4-18,11:0:53,84,84,11.95,0,212,
4-18,11:0:54,84,84,11.95,0,212,
4-18,11:0:54,84,84,11.94,0,212,
4-18,11:0:55,84,84,11.94,0,212,
4-18,11:0:55,84,84,11.94,0,212,
4-18,11:0:56,84,84,11.92,0,212,
4-18,11:0:56,84,84,11.92,0,212,
4-18,11:0:57,84,84,11.92,0,212,
4-18,11:0:57,84,84,11.91,0,212,
4-18,11:0:58,84,84,11.93,0,212,
4-18,11:0:58,84,84,11.94,0,212,
4-18,11:0:59,84,84,11.93,0,212,
4-18,11:0:59,84,84,11.92,0,212,
4-18,11:1:0,84,84,11.9,0,212,
4-18,11:1:0,84,84,11.93,0,212,
4-18,11:1:1,84,84,11.93,0,212,
4-18,11:1:1,84,84,11.93,0,212,
4-18,11:1:2,83,83,11.89,0,212,
4-18,11:1:2,84,84,11.92,0,212,
4-18,11:1:3,84,84,11.91,0,212,
4-18,11:1:3,83,83,11.9,0,212,
4-18,11:1:4,83,83,11.91,0,212,
4-18,11:1:4,83,83,11.89,0,212,
4-18,11:1:5,83,83,11.89,0,212,
4-18,11:1:5,83,83,11.9,0,212,
4-18,11:1:6,84,84,11.91,0,212,
4-18,11:1:6,83,83,11.91,0,212,
4-18,11:1:7,83,83,11.87,0,212,
4-18,11:1:7,83,83,11.9,0,212,
4-18,11:1:8,83,83,11.9,0,212,
4-18,11:1:8,83,83,11.89,0,212,
4-18,11:1:9,83,83,11.89,0,212,
4-18,11:1:9,83,83,11.87,0,212,
4-18,11:1:10,83,83,11.87,0,212,
4-18,11:1:10,83,83,11.88,0,212,
4-18,11:1:11,83,83,11.87,0,212,
4-18,11:1:11,83,83,11.88,0,212,
4-18,11:1:12,83,83,11.9,0,212,
4-18,11:1:12,83,83,11.88,0,212,
4-18,11:1:13,83,83,11.88,0,212,
4-18,11:1:13,83,83,11.89,0,212,
4-18,11:1:14,83,83,11.87,0,212,
4-18,11:1:14,83,83,11.86,0,212,
4-18,11:1:15,83,83,11.88,0,212,
4-18,11:1:15,83,83,11.88,0,212,
4-18,11:1:16,83,83,11.88,0,212,
4-18,11:1:16,83,83,11.87,0,212,
4-18,11:1:17,83,83,11.89,0,212,
4-18,11:1:17,83,83,11.9,0,212,
4-18,11:1:18,83,83,11.86,0,212,
4-18,11:1:18,83,83,11.85,0,212,
4-18,11:1:19,83,83,11.87,0,212,
4-18,11:1:19,83,83,11.88,0,212,
4-18,11:1:20,82,82,11.87,0,212,
4-18,11:1:20,83,83,11.87,0,212,
4-18,11:1:21,83,83,11.85,0,212,
4-18,11:1:21,83,83,11.87,0,212,
4-18,11:1:22,83,83,11.89,0,212,
4-18,11:1:22,83,83,11.87,0,212,
4-18,11:1:23,83,83,11.87,0,212,
4-18,11:1:23,82,82,11.85,0,212,
4-18,11:1:24,83,83,11.87,0,212,
4-18,11:1:24,83,83,11.86,0,212,
4-18,11:1:25,83,83,11.86,0,212,
4-18,11:1:25,83,83,11.84,0,212,
4-18,11:1:26,83,83,11.85,0,212,
4-18,11:1:26,83,83,11.87,0,212,
4-18,11:1:27,83,83,11.85,0,212,
4-18,11:1:27,83,83,11.87,0,212,
4-18,11:1:28,83,83,11.85,0,212,
4-18,11:1:28,82,82,11.85,0,212,
4-18,11:1:29,83,83,11.85,0,212,
4-18,11:1:29,82,82,11.85,0,212,
4-18,11:1:30,83,83,11.85,0,212,
4-18,11:1:30,82,82,11.85,0,212,
4-18,11:1:31,83,83,11.83,0,212,
4-18,11:1:31,83,83,11.84,0,212,
4-18,11:1:32,82,82,11.84,0,212,
4-18,11:1:32,83,83,11.85,0,212,
4-18,11:1:33,82,82,11.84,0,212,
4-18,11:1:33,83,83,11.84,0,212,
4-18,11:1:34,82,82,11.84,0,212,
4-18,11:1:34,82,82,11.86,0,212,
4-18,11:1:35,82,82,11.84,0,212,
4-18,11:1:35,83,83,11.82,0,212,
4-18,11:1:36,83,83,11.83,0,212,
4-18,11:1:36,83,83,11.83,0,212,
4-18,11:1:37,83,83,11.86,0,212,
4-18,11:1:37,82,82,11.85,0,212,
4-18,11:1:38,83,83,11.86,0,212,
4-18,11:1:38,82,82,11.84,0,212,
4-18,11:1:39,82,82,11.86,0,212,
4-18,11:1:39,83,83,11.85,0,212,
4-18,11:1:40,82,82,11.87,0,212,
4-18,11:1:40,83,83,11.84,0,212,
4-18,11:1:41,83,83,11.85,0,212,
4-18,11:1:41,83,83,11.84,0,212,
4-18,11:1:42,82,82,11.83,0,212,
4-18,11:1:42,82,82,11.84,0,212,
4-18,11:1:43,83,83,11.85,0,212,
4-18,11:1:43,83,83,11.85,0,212,
4-18,11:1:44,83,83,11.83,0,212,
4-18,11:1:44,83,83,11.84,0,212,
4-18,11:1:45,83,83,11.83,0,212,
4-18,11:1:45,83,83,11.84,0,212,
4-18,11:1:46,83,83,11.82,0,212,
4-18,11:1:46,83,83,11.85,0,212,
4-18,11:1:47,83,83,11.84,0,212,
4-18,11:1:47,83,83,11.86,0,212,
4-18,11:1:48,83,83,11.85,0,212,
4-18,11:1:48,83,83,11.87,0,212,
4-18,11:1:49,83,83,11.86,0,212,
4-18,11:1:49,83,83,11.89,0,212,
4-18,11:1:50,83,83,11.87,0,212,
4-18,11:1:50,83,83,11.86,0,212,
4-18,11:1:51,83,83,11.88,0,212,
4-18,11:1:51,83,83,11.87,0,212,
4-18,11:1:52,84,84,11.88,0,212,
4-18,11:1:52,83,83,11.86,0,212,
4-18,11:1:53,83,83,11.87,0,212,
4-18,11:1:53,84,84,11.86,0,212,
4-18,11:1:54,83,83,11.86,0,212,
4-18,11:1:54,83,83,11.86,0,212,
4-18,11:1:55,83,83,11.87,0,212,
4-18,11:1:55,83,83,11.87,0,212,
4-18,11:1:56,83,83,11.85,0,212,
4-18,11:1:56,83,83,11.85,0,212,
4-18,11:1:57,83,83,11.84,0,212,
4-18,11:1:57,83,83,11.86,0,212,
4-18,11:1:58,83,83,11.84,0,212,
4-18,11:1:58,83,83,11.84,0,212,
4-18,11:1:59,83,83,11.86,0,212,
4-18,11:1:59,83,83,11.85,0,212,
4-18,11:2:0,83,83,11.85,0,212,
4-18,11:2:0,83,83,11.85,0,212,
4-18,11:2:1,83,83,11.86,0,212,
4-18,11:2:1,83,83,11.85,0,212,
4-18,11:2:2,83,83,11.86,0,212,
4-18,11:2:2,83,83,11.86,0,212,
4-18,11:2:3,83,83,11.84,0,212,
4-18,11:2:3,83,83,11.85,0,212,
4-18,11:2:4,83,83,11.86,0,212,
4-18,11:2:4,83,83,11.84,0,212,
4-18,11:2:5,83,83,11.86,0,212,
4-18,11:2:5,83,83,11.85,0,212,
4-18,11:2:6,83,83,11.83,0,212,
4-18,11:2:6,83,83,11.84,0,212,
4-18,11:2:7,83,83,11.84,0,212,
4-18,11:2:7,83,83,11.86,0,212,
4-18,11:2:8,83,83,11.86,0,212,
4-18,11:2:8,83,83,11.86,0,212,
4-18,11:2:9,83,83,11.86,0,212,
4-18,11:2:9,84,84,11.84,0,212,
4-18,11:2:10,83,83,11.85,0,212,
4-18,11:2:10,83,83,11.84,0,212,
4-18,11:2:11,83,83,11.82,0,212,
4-18,11:2:11,83,83,11.85,0,212,
4-18,11:2:12,83,83,11.84,0,212,
4-18,11:2:12,83,83,11.82,0,212,
4-18,11:2:13,83,83,11.83,0,212,
4-18,11:2:13,83,83,11.85,0,212,
4-18,11:2:14,83,83,11.85,0,212,
4-18,11:2:14,83,83,11.84,0,212,
4-18,11:2:15,83,83,11.82,0,212,
4-18,11:2:15,83,83,11.84,0,212,
4-18,11:2:16,83,83,11.85,0,212,
4-18,11:2:16,83,83,11.84,0,212,
4-18,11:2:17,83,83,11.84,0,212,
4-18,11:2:17,83,83,11.84,0,212,
4-18,11:2:18,83,83,11.84,0,212,
4-18,11:2:18,83,83,11.86,0,212,
4-18,11:2:19,83,83,11.84,0,212,
4-18,11:2:19,83,83,11.83,0,212,
4-18,11:2:20,83,83,11.84,0,212,
4-18,11:2:20,83,83,11.84,0,212,
4-18,11:2:21,84,84,11.82,0,212,
4-18,11:2:21,84,84,11.85,0,212,
4-18,11:2:22,83,83,11.86,0,212,
4-18,11:2:22,83,83,11.84,0,212,
4-18,11:2:23,83,83,11.82,0,212,
4-18,11:2:23,83,83,11.84,0,212,
4-18,11:2:24,84,84,11.81,0,212,
4-18,11:2:24,84,84,11.81,0,212,
4-18,11:2:25,83,83,11.83,0,212,
4-18,11:2:25,83,83,11.84,0,212,
4-18,11:2:26,83,83,11.84,0,212,
4-18,11:2:26,83,83,11.83,0,212,
4-18,11:2:27,83,83,11.83,0,212,
4-18,11:2:27,83,83,11.81,0,212,
4-18,11:2:28,84,84,11.83,0,212,
4-18,11:2:28,83,83,11.83,0,212,
4-18,11:2:29,83,83,11.83,0,212,
4-18,11:2:29,83,83,11.84,0,212,
4-18,11:2:30,83,83,11.84,0,212,
4-18,11:2:30,83,83,11.85,0,212,
4-18,11:2:31,83,83,11.82,0,212,
4-18,11:2:31,84,84,11.83,0,212,
4-18,11:2:32,83,83,11.83,0,212,
4-18,11:2:32,83,83,11.82,0,212,
4-18,11:2:33,83,83,11.83,0,212,
4-18,11:2:33,83,83,11.85,0,212,
4-18,11:2:34,83,83,11.83,0,212,
4-18,11:2:34,83,83,11.83,0,212,
4-18,11:2:35,83,83,11.83,0,212,
4-18,11:2:35,83,83,11.83,0,212,
4-18,11:2:36,83,83,11.82,0,212,
4-18,11:2:36,83,83,11.83,0,212,
4-18,11:2:37,83,83,11.83,0,212,
4-18,11:2:37,83,83,11.83,0,212,
4-18,11:2:38,83,83,11.84,0,212,
4-18,11:2:38,84,84,11.83,0,212,
4-18,11:2:39,84,84,11.83,0,212,
4-18,11:2:39,85,85,11.8,0,212,
4-18,11:2:40,83,83,11.84,0,212,
4-18,11:2:40,84,84,11.82,0,212,
4-18,11:2:41,83,83,11.83,0,212,
4-18,11:2:41,83,83,11.83,0,212,
4-18,11:2:42,83,83,11.83,0,212,
4-18,11:2:42,83,83,11.81,0,212,
4-18,11:2:43,83,83,11.81,0,212,
4-18,11:2:43,84,84,11.79,0,212,
4-18,11:2:44,83,83,11.82,0,212,
4-18,11:2:44,83,83,11.82,0,212,
4-18,11:2:45,83,83,11.81,0,212,
4-18,11:2:45,83,83,11.82,0,212,
4-18,11:2:46,84,84,11.8,0,212,
4-18,11:2:46,83,83,11.82,0,212,
4-18,11:2:47,83,83,11.82,0,212,
4-18,11:2:47,83,83,11.83,0,212,
4-18,11:2:48,84,84,11.83,0,212,
4-18,11:2:48,83,83,11.82,0,212,
4-18,11:2:49,84,84,11.82,0,212,
4-18,11:2:49,84,84,11.84,0,212,
4-18,11:2:50,83,83,11.82,0,212,
4-18,11:2:50,84,84,11.83,0,212,
4-18,11:2:51,83,83,11.83,0,212,
4-18,11:2:51,84,84,11.84,0,212,
4-18,11:2:52,84,84,11.86,0,212,
4-18,11:2:52,84,84,11.83,0,212,
4-18,11:2:53,84,84,11.82,0,212,
4-18,11:2:53,83,83,11.83,0,212,
4-18,11:2:54,84,84,11.82,0,212,
4-18,11:2:54,84,84,11.84,0,212,
4-18,11:2:55,84,84,11.84,0,212,
4-18,11:2:55,84,84,11.83,0,212,
4-18,11:2:56,84,84,11.83,0,212,
4-18,11:2:56,84,84,11.82,0,212,
4-18,11:2:57,84,84,11.82,0,212,
4-18,11:2:57,84,84,11.86,0,212,
4-18,11:2:58,84,84,11.84,0,212,
4-18,11:2:58,84,84,11.84,0,212,
4-18,11:2:59,84,84,11.84,0,212,
4-18,11:2:59,84,84,11.84,0,212,
4-18,11:3:0,84,84,11.85,0,212,
4-18,11:3:0,84,84,11.84,0,212,
4-18,11:3:1,84,84,11.85,0,212,
4-18,11:3:1,84,84,11.85,0,212,
4-18,11:3:2,84,84,11.84,0,212,
4-18,11:3:2,84,84,11.84,0,212,
4-18,11:3:3,84,84,11.84,0,212,
4-18,11:3:3,84,84,11.84,0,212,
4-18,11:3:4,84,84,11.84,0,212,
4-18,11:3:4,84,84,11.84,0,212,
4-18,11:3:5,84,84,11.84,0,212,
4-18,11:3:5,84,84,11.83,0,212,
4-18,11:3:6,84,84,11.85,0,212,
4-18,11:3:6,84,84,11.86,0,212,
4-18,11:3:7,84,84,11.85,0,212,
4-18,11:3:7,84,84,11.86,0,212,
4-18,11:3:8,84,84,11.87,0,212,
4-18,11:3:8,84,84,11.85,0,212,
4-18,11:3:9,84,84,11.85,0,212,
4-18,11:3:9,84,84,11.86,0,212,
4-18,11:3:10,84,84,11.84,0,212,
4-18,11:3:10,85,85,11.84,0,212,
4-18,11:3:11,84,84,11.85,0,212,
4-18,11:3:11,84,84,11.84,0,212,
4-18,11:3:12,84,84,11.85,0,212,
4-18,11:3:12,84,84,11.83,0,212,
4-18,11:3:13,84,84,11.84,0,212,
4-18,11:3:13,84,84,11.84,0,212,
4-18,11:3:14,84,84,11.85,0,212,
4-18,11:3:14,84,84,11.83,0,212,
4-18,11:3:15,84,84,11.85,0,212,
4-18,11:3:15,84,84,11.84,0,212,
4-18,11:3:16,84,84,11.84,0,212,
4-18,11:3:16,84,84,11.85,0,212,
4-18,11:3:17,84,84,11.85,0,212,
4-18,11:3:17,85,85,11.84,0,212,
4-18,11:3:18,84,84,11.85,0,212,
4-18,11:3:18,84,84,11.86,0,212,
4-18,11:3:19,84,84,11.85,0,212,
4-18,11:3:19,84,84,11.84,0,212,
4-18,11:3:20,84,84,11.83,0,212,
4-18,11:3:20,84,84,11.85,0,212,
4-18,11:3:21,84,84,11.83,0,212,
4-18,11:3:21,84,84,11.83,0,212,
4-18,11:3:22,84,84,11.85,0,212,
4-18,11:3:22,84,84,11.85,0,212,
4-18,11:3:23,84,84,11.83,0,212,
4-18,11:3:23,84,84,11.85,0,212,
4-18,11:3:24,84,84,11.85,0,212,
4-18,11:3:24,84,84,11.86,0,212,
4-18,11:3:25,84,84,11.83,0,212,
4-18,11:3:25,84,84,11.84,0,212,
4-18,11:3:26,84,84,11.83,0,212,
4-18,11:3:26,84,84,11.83,0,212,
4-18,11:3:27,84,84,11.84,0,212,
4-18,11:3:27,84,84,11.85,0,212,
4-18,11:3:28,84,84,11.84,0,212,
4-18,11:3:28,84,84,11.85,0,212,
4-18,11:3:29,84,84,11.84,0,212,
4-18,11:3:29,84,84,11.84,0,212,
4-18,11:3:30,84,84,11.84,0,212,
4-18,11:3:30,84,84,11.84,0,212,
4-18,11:3:31,84,84,11.84,0,212,
4-18,11:3:31,84,84,11.84,0,212,
4-18,11:3:32,84,84,11.84,0,212,
4-18,11:3:32,84,84,11.85,0,212,
4-18,11:3:33,84,84,11.83,0,212,
4-18,11:3:33,84,84,11.83,0,212,
4-18,11:3:34,84,84,11.85,0,212,
4-18,11:3:34,84,84,11.84,0,212,
4-18,11:3:35,85,85,11.86,0,212,
4-18,11:3:35,84,84,11.87,0,212,
4-18,11:3:36,84,84,11.83,0,212,
4-18,11:3:36,84,84,11.86,0,212,
4-18,11:3:37,84,84,11.85,0,212,
4-18,11:3:37,84,84,11.87,0,212,
4-18,11:3:38,84,84,11.83,0,212,
4-18,11:3:38,84,84,11.85,0,212,
4-18,11:3:39,84,84,11.86,0,212,
4-18,11:3:39,84,84,11.86,0,212,
4-18,11:3:40,84,84,11.84,0,212,
4-18,11:3:40,84,84,11.84,0,212,
4-18,11:3:41,84,84,11.84,0,212,
4-18,11:3:41,84,84,11.83,0,212,
4-18,11:3:42,84,84,11.85,0,212,
4-18,11:3:42,84,84,11.83,0,212,
4-18,11:3:43,84,84,11.83,0,212,
4-18,11:3:43,84,84,11.87,0,212,
4-18,11:3:44,84,84,11.85,0,212,
4-18,11:3:44,84,84,11.85,0,212,
4-18,11:3:45,84,84,11.84,0,212,
4-18,11:3:45,84,84,11.84,0,212,
