SensorID: 5498,
Firmware Version: 1.5.5,

Date,Time,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
4-14,10:36:39,72,72,12.31,10,202,
4-14,10:36:40,71,71,12.37,10,202,
4-14,10:36:40,71,71,12.36,10,202,
4-14,10:36:41,72,72,12.45,10,202,
4-14,10:36:41,71,71,12.43,10,202,
4-14,10:36:42,72,72,12.45,10,202,
4-14,10:36:42,70,70,12.39,10,202,
4-14,10:36:43,71,71,12.5,10,202,
4-14,10:36:43,71,71,12.36,10,202,
4-14,10:36:44,71,71,12.36,10,202,
4-14,10:36:44,71,71,12.46,10,202,
4-14,10:36:45,72,72,12.43,10,202,
4-14,10:36:45,70,70,12.41,10,202,
4-14,10:36:46,70,70,12.38,10,202,
4-14,10:36:46,72,72,12.46,10,202,
4-14,10:36:47,70,70,12.4,10,202,
4-14,10:36:47,72,72,12.34,10,202,
4-14,10:36:48,71,71,12.39,10,202,
4-14,10:36:48,71,71,12.38,10,202,
4-14,10:36:49,71,71,12.33,10,202,
4-14,10:36:49,70,70,12.39,10,202,
4-14,10:36:50,72,72,12.48,10,202,
4-14,10:36:50,72,72,12.38,10,202,
4-14,10:36:51,71,71,12.47,10,202,
4-14,10:36:51,72,72,12.38,10,202,
4-14,10:36:52,72,72,12.43,10,202,
4-14,10:36:52,70,70,12.41,10,202,
4-14,10:36:53,71,71,12.5,10,202,
4-14,10:36:53,70,70,12.21,10,202,
4-14,10:36:54,68,68,12.29,10,202,
4-14,10:36:54,71,71,12.48,10,202,
4-14,10:36:55,71,71,12.37,10,202,
4-14,10:36:55,71,71,12.43,10,202,
4-14,10:36:56,73,73,12.46,10,202,
4-14,10:36:56,70,70,12.3,10,202,
4-14,10:36:57,71,71,12.43,10,202,
4-14,10:36:57,71,71,12.39,10,202,
4-14,10:36:58,72,72,12.43,10,202,
4-14,10:36:58,71,71,12.43,10,202,
4-14,10:36:59,71,71,12.46,10,202,
4-14,10:36:59,72,72,12.4,10,202,
4-14,10:37:0,70,70,12.39,10,202,
4-14,10:37:0,72,72,12.3,10,202,
4-14,10:37:1,72,72,12.37,10,202,
4-14,10:37:1,70,70,12.38,10,202,
4-14,10:37:2,74,74,12.47,10,202,
4-14,10:37:2,71,71,12.4,10,202,
4-14,10:37:3,68,68,12.35,10,202,
4-14,10:37:3,69,69,12.4,10,202,
4-14,10:37:4,70,70,12.39,10,202,
4-14,10:37:4,71,71,12.42,10,202,
4-14,10:37:5,70,70,12.33,10,202,
4-14,10:37:5,71,71,12.41,10,202,
4-14,10:37:6,71,71,12.33,10,202,
4-14,10:37:6,71,71,12.41,10,202,
4-14,10:37:7,70,70,12.37,10,202,
4-14,10:37:7,69,69,12.4,10,202,
4-14,10:37:8,72,72,12.38,10,202,
4-14,10:37:8,69,69,12.32,10,202,
4-14,10:37:9,70,70,12.44,10,202,
4-14,10:37:9,67,67,12.35,10,202,
4-14,10:37:10,69,69,12.45,10,202,
4-14,10:37:10,71,71,12.47,10,202,
4-14,10:37:11,72,72,12.49,10,202,
4-14,10:37:11,71,71,12.54,10,202,
4-14,10:37:12,72,72,12.42,10,202,
4-14,10:37:12,70,70,12.36,10,202,
4-14,10:37:13,68,68,12.32,10,202,
4-14,10:37:13,70,70,12.42,10,202,
4-14,10:37:14,69,69,12.31,10,202,
4-14,10:37:14,69,69,12.4,10,202,
4-14,10:37:15,69,69,12.36,10,202,
4-14,10:37:15,69,69,12.25,10,202,
4-14,10:37:16,69,69,12.36,10,202,
4-14,10:37:16,68,68,12.36,10,202,
4-14,10:37:17,70,70,12.44,10,202,
4-14,10:37:17,69,69,12.46,10,202,
4-14,10:37:18,71,71,12.44,10,202,
4-14,10:37:18,70,70,12.39,10,202,
4-14,10:37:19,71,71,12.4,10,202,
4-14,10:37:19,70,70,12.34,10,202,
4-14,10:37:20,68,68,12.38,10,202,
4-14,10:37:20,71,71,12.33,10,202,
4-14,10:37:21,68,68,12.28,10,202,
4-14,10:37:21,72,72,12.37,10,202,
4-14,10:37:22,68,68,12.28,10,202,
4-14,10:37:22,69,69,12.35,10,202,
4-14,10:37:23,70,70,12.36,10,202,
4-14,10:37:23,70,70,12.37,10,202,
4-14,10:37:24,69,69,12.37,10,202,
4-14,10:37:24,69,69,12.31,10,202,
4-14,10:37:25,68,68,12.38,10,202,
4-14,10:37:25,70,70,12.41,10,202,
4-14,10:37:26,68,68,12.43,10,202,
4-14,10:37:26,67,67,12.26,10,202,
4-14,10:37:27,70,70,12.36,10,202,
4-14,10:37:27,70,70,12.39,10,202,
4-14,10:37:28,68,68,12.36,10,202,
4-14,10:37:28,69,69,12.44,10,202,
4-14,10:37:29,68,68,12.36,10,202,
4-14,10:37:29,69,69,12.37,10,202,
4-14,10:37:30,68,68,12.38,10,202,
4-14,10:37:30,69,69,12.39,10,202,
4-14,10:37:31,70,70,12.42,10,202,
4-14,10:37:31,69,69,12.34,10,202,
4-14,10:37:32,69,69,12.34,10,202,
4-14,10:37:32,71,71,12.37,10,202,
4-14,10:37:33,70,70,12.35,10,202,
4-14,10:37:33,69,69,12.38,10,202,
4-14,10:37:34,70,70,12.36,10,202,
4-14,10:37:34,67,67,12.39,10,202,
4-14,10:37:35,69,69,12.38,10,202,
4-14,10:37:35,68,68,12.29,10,202,
4-14,10:37:36,67,67,12.31,10,202,
4-14,10:37:36,65,65,12.23,10,202,
4-14,10:37:37,69,69,12.32,10,202,
4-14,10:37:37,70,70,12.35,10,202,
4-14,10:37:38,68,68,12.26,10,202,
4-14,10:37:38,68,68,12.42,10,202,
4-14,10:37:39,69,69,12.4,10,202,
4-14,10:37:39,72,72,12.18,10,202,
4-14,10:37:40,77,77,12.35,10,202,
4-14,10:37:40,78,78,12.46,10,202,
4-14,10:37:41,75,75,12.22,10,202,
4-14,10:37:41,68,68,12.31,10,202,
4-14,10:37:42,68,68,12.31,10,202,
4-14,10:37:42,67,67,12.31,10,202,
4-14,10:37:43,68,68,12.33,10,202,
4-14,10:37:43,68,68,12.31,10,202,
4-14,10:37:44,68,68,12.35,10,202,
4-14,10:37:44,68,68,12.31,10,202,
4-14,10:37:45,69,69,12.32,10,202,
4-14,10:37:45,70,70,12.23,10,202,
4-14,10:37:46,69,69,12.27,10,202,
4-14,10:37:46,71,71,12.29,10,202,
4-14,10:37:47,72,72,12.36,10,202,
4-14,10:37:47,71,71,12.27,10,202,
4-14,10:37:48,72,72,12.31,10,202,
4-14,10:37:48,72,72,12.31,10,202,
4-14,10:37:49,73,73,12.34,10,202,
4-14,10:37:49,74,74,12.29,10,202,
4-14,10:37:50,74,74,12.26,10,202,
4-14,10:37:50,76,76,12.39,10,202,
4-14,10:37:51,75,75,12.38,10,202,
4-14,10:37:51,77,77,12.35,10,202,
4-14,10:37:52,77,77,12.3,10,202,
4-14,10:37:52,75,75,12.36,10,202,
4-14,10:37:53,76,76,12.36,10,202,
4-14,10:37:53,77,77,12.38,10,202,
4-14,10:37:54,76,76,12.38,10,202,
4-14,10:37:54,77,77,12.43,10,202,
4-14,10:37:55,78,78,12.42,10,202,
4-14,10:37:55,77,77,12.39,10,202,
4-14,10:37:56,76,76,12.43,10,202,
4-14,10:37:56,78,78,12.37,10,202,
4-14,10:37:57,78,78,12.4,10,202,
4-14,10:37:57,78,78,12.45,10,202,
4-14,10:37:58,77,77,12.38,10,202,
4-14,10:37:58,77,77,12.39,10,202,
4-14,10:37:59,77,77,12.4,10,202,
4-14,10:37:59,78,78,12.34,10,202,
4-14,10:38:0,76,76,12.39,10,202,
4-14,10:38:0,78,78,12.45,10,202,
4-14,10:38:1,78,78,12.36,10,202,
4-14,10:38:1,78,78,12.41,10,202,
4-14,10:38:2,78,78,12.47,10,202,
4-14,10:38:2,78,78,12.46,10,202,
4-14,10:38:3,78,78,12.44,10,202,
4-14,10:38:3,77,77,12.41,10,202,
4-14,10:38:4,78,78,12.42,10,202,
4-14,10:38:4,77,77,12.46,10,202,
4-14,10:38:5,77,77,12.45,10,202,
4-14,10:38:5,77,77,12.34,10,202,
4-14,10:38:6,78,78,12.49,10,202,
4-14,10:38:6,77,77,12.41,10,202,
4-14,10:38:7,77,77,12.39,10,202,
4-14,10:38:7,76,76,12.45,10,202,
4-14,10:38:8,77,77,12.5,10,202,
4-14,10:38:8,78,78,12.4,10,202,
4-14,10:38:9,77,77,12.4,10,202,
4-14,10:38:9,78,78,12.38,10,202,
4-14,10:38:10,77,77,12.41,10,202,
4-14,10:38:10,76,76,12.36,10,202,
4-14,10:38:11,77,77,12.42,10,202,
4-14,10:38:11,77,77,12.31,10,202,
4-14,10:38:12,77,77,12.4,10,202,
4-14,10:38:12,77,77,12.41,10,202,
4-14,10:38:13,76,76,12.42,10,202,
4-14,10:38:13,77,77,12.41,10,202,
4-14,10:38:14,77,77,12.4,10,202,
4-14,10:38:14,76,76,12.43,10,202,
4-14,10:38:15,77,77,12.39,10,202,
4-14,10:38:15,76,76,12.36,10,202,
4-14,10:38:16,76,76,12.41,10,202,
4-14,10:38:16,77,77,12.33,10,202,
4-14,10:38:17,76,76,12.39,10,202,
4-14,10:38:17,75,75,12.43,10,202,
4-14,10:38:18,76,76,12.38,10,202,
4-14,10:38:18,77,77,12.44,10,202,
4-14,10:38:19,76,76,12.4,10,202,
4-14,10:38:19,76,76,12.34,10,202,
4-14,10:38:20,77,77,12.43,10,202,
4-14,10:38:20,77,77,12.46,10,202,
4-14,10:38:21,75,75,12.4,10,202,
4-14,10:38:21,74,74,12.25,10,202,
4-14,10:38:22,76,76,12.13,10,202,
4-14,10:38:22,80,80,12.56,10,202,
4-14,10:38:23,78,78,12.67,10,202,
4-14,10:38:23,74,74,12.98,10,202,
4-14,10:38:24,70,70,13.07,10,202,
4-14,10:38:24,68,68,12.57,10,202,
4-14,10:38:25,65,65,11.97,10,202,
4-14,10:38:25,98,98,11.2,10,202,
4-14,10:38:26,97,97,11.25,10,202,
4-14,10:38:26,98,98,11.34,10,202,
4-14,10:38:27,98,98,11.32,10,202,
4-14,10:38:27,96,96,11.32,10,202,
4-14,10:38:28,96,96,11.26,10,202,
4-14,10:38:28,99,99,11.34,10,202,
4-14,10:38:29,99,99,11.38,10,202,
4-14,10:38:33,99,99,12.17,10,202,
4-14,10:38:39,97,97,11.13,10,202,
4-14,10:38:40,74,74,12.33,10,202,
4-14,10:38:40,68,68,12.59,10,202,
4-14,10:38:41,71,71,12.46,10,202,
4-14,10:38:41,70,70,12.49,10,202,
4-14,10:38:42,76,76,12.16,10,202,
4-14,10:38:42,75,75,12.17,10,202,
4-14,10:38:43,73,73,12.14,10,202,
4-14,10:38:43,70,70,12.09,10,202,
4-14,10:38:44,67,67,12.15,10,202,
4-14,10:38:44,66,66,12.01,10,202,
4-14,10:38:45,68,68,12.16,10,202,
4-14,10:38:45,67,67,12.09,10,202,
4-14,10:38:46,69,69,11.98,10,202,
4-14,10:38:46,67,67,12.08,10,202,
4-14,10:38:47,69,69,12.07,10,202,
4-14,10:38:47,69,69,12.08,10,202,
4-14,10:38:48,69,69,12.06,10,202,
4-14,10:38:48,68,68,12.04,10,202,
4-14,10:38:49,68,68,12,10,202,
4-14,10:38:49,68,68,11.98,10,202,
4-14,10:38:50,68,68,11.98,10,202,
4-14,10:38:50,68,68,12.02,10,202,
4-14,10:38:51,68,68,12.06,10,202,
4-14,10:38:51,67,67,12.06,10,202,
4-14,10:38:52,66,66,11.99,10,202,
4-14,10:38:52,66,66,12.06,10,202,
4-14,10:38:53,65,65,11.99,10,202,
4-14,10:38:53,66,66,11.98,10,202,
4-14,10:38:54,66,66,11.99,10,202,
4-14,10:38:54,66,66,11.98,10,202,
4-14,10:38:55,67,67,11.99,10,202,
4-14,10:38:55,67,67,12,10,202,
4-14,10:38:56,65,65,12.03,10,202,
4-14,10:38:56,67,67,12.03,10,202,
4-14,10:38:57,67,67,12.01,10,202,
4-14,10:38:57,67,67,12.04,10,202,
4-14,10:38:58,68,68,12.07,10,202,
4-14,10:38:58,67,67,12,10,202,
4-14,10:38:59,70,70,12.11,10,202,
4-14,10:38:59,66,66,12,10,202,
4-14,10:39:0,68,68,12.1,10,202,
4-14,10:39:0,68,68,12.08,10,202,
4-14,10:39:1,69,69,12.07,10,202,
4-14,10:39:1,69,69,12.08,10,202,
4-14,10:39:2,66,66,12.02,10,202,
4-14,10:39:2,68,68,12.05,10,202,
4-14,10:39:3,70,70,12.1,10,202,
4-14,10:39:3,69,69,12.12,10,202,
4-14,10:39:4,70,70,12.12,10,202,
4-14,10:39:4,70,70,12.09,10,202,
4-14,10:39:5,69,69,12.05,10,202,
4-14,10:39:5,70,70,12.1,10,202,
4-14,10:39:6,70,70,12.11,10,202,
4-14,10:39:6,70,70,12.08,10,202,
4-14,10:39:7,68,68,12.04,10,202,
4-14,10:39:7,69,69,12.15,10,202,
4-14,10:39:8,69,69,12.06,10,202,
4-14,10:39:8,70,70,12.11,10,202,
4-14,10:39:9,70,70,12.13,10,202,
4-14,10:39:9,70,70,12.1,10,202,
4-14,10:39:10,69,69,12.08,10,202,
4-14,10:39:10,69,69,12.07,10,202,
4-14,10:39:11,70,70,12.05,10,202,
4-14,10:39:11,69,69,12.07,10,202,
4-14,10:39:12,71,71,12.13,10,202,
4-14,10:39:12,72,72,12.12,10,202,
4-14,10:39:13,71,71,12.18,10,202,
4-14,10:39:13,70,70,12.05,10,202,
4-14,10:39:14,73,73,12.23,10,202,
4-14,10:39:14,71,71,12.07,10,202,
4-14,10:39:15,71,71,12.13,10,202,
4-14,10:39:15,71,71,12.14,10,202,
4-14,10:39:16,71,71,12.21,10,202,
4-14,10:39:16,69,69,12.06,10,202,
4-14,10:39:17,70,70,12.05,10,202,
4-14,10:39:17,71,71,12.06,10,202,
4-14,10:39:18,71,71,12.15,10,202,
4-14,10:39:18,71,71,12.13,10,202,
4-14,10:39:19,72,72,12.07,10,202,
4-14,10:39:19,71,71,12.12,10,202,
4-14,10:39:20,70,70,12.1,10,202,
4-14,10:39:20,72,72,12.12,10,202,
4-14,10:39:21,72,72,12.1,10,202,
4-14,10:39:21,70,70,12.04,10,202,
4-14,10:39:22,69,69,12.05,10,202,
4-14,10:39:22,70,70,12.06,10,202,
4-14,10:39:23,70,70,12.12,10,202,
4-14,10:39:23,70,70,12.1,10,202,
4-14,10:39:24,69,69,12.05,10,202,
4-14,10:39:24,70,70,12.05,10,202,
4-14,10:39:25,69,69,12.03,10,202,
4-14,10:39:25,69,69,12.08,10,202,
4-14,10:39:26,69,69,12.07,10,202,
4-14,10:39:26,69,69,12.08,10,202,
4-14,10:39:27,70,70,12.12,10,202,
4-14,10:39:27,70,70,12.02,10,202,
4-14,10:39:28,69,69,12.09,10,202,
4-14,10:39:28,68,68,12.02,10,202,
4-14,10:39:29,69,69,12.03,10,202,
4-14,10:39:29,68,68,12.04,10,202,
4-14,10:39:30,67,67,11.99,10,202,
4-14,10:39:30,68,68,12.07,10,202,
4-14,10:39:31,70,70,12.11,10,202,
4-14,10:39:31,70,70,12.13,10,202,
4-14,10:39:32,67,67,12.02,10,202,
4-14,10:39:32,70,70,12.05,10,202,
4-14,10:39:33,69,69,12.08,10,202,
4-14,10:39:33,70,70,12.15,10,202,
4-14,10:39:34,67,67,12.05,10,202,
4-14,10:39:34,67,67,12.11,10,202,
4-14,10:39:35,67,67,12.1,10,202,
4-14,10:39:35,70,70,11.99,10,202,
4-14,10:39:36,65,65,11.97,10,202,
4-14,10:39:36,69,69,12.15,10,202,
4-14,10:39:37,68,68,12.09,10,202,
4-14,10:39:37,68,68,12.13,10,202,
4-14,10:39:38,68,68,12.01,10,202,
4-14,10:39:38,68,68,12.06,10,202,
4-14,10:39:39,67,67,12.03,10,202,
4-14,10:39:39,68,68,12.12,10,202,
4-14,10:39:40,67,67,12.1,10,202,
4-14,10:39:40,69,69,12.05,10,202,
4-14,10:39:41,69,69,12.06,10,202,
4-14,10:39:41,71,71,12.14,10,202,
4-14,10:39:42,68,68,12.05,10,202,
4-14,10:39:42,71,71,12.12,10,202,
4-14,10:39:43,69,69,12.08,10,202,
4-14,10:39:43,69,69,12.08,10,202,
4-14,10:39:44,69,69,12.11,10,202,
4-14,10:39:44,68,68,12.09,10,202,
4-14,10:39:45,68,68,12.13,10,202,
4-14,10:39:45,68,68,12.03,10,202,
4-14,10:39:46,69,69,12.05,10,202,
4-14,10:39:46,68,68,12.09,10,202,
4-14,10:39:47,68,68,12.06,10,202,
4-14,10:39:47,67,67,12.04,10,202,
4-14,10:39:48,68,68,12.1,10,202,
4-14,10:39:48,68,68,12.1,10,202,
4-14,10:39:49,68,68,12.08,10,202,
4-14,10:39:49,68,68,12.09,10,202,
4-14,10:39:50,69,69,12.04,10,202,
4-14,10:39:50,69,69,12.11,10,202,
4-14,10:39:51,68,68,12.13,10,202,
4-14,10:39:51,69,69,12.06,10,202,
4-14,10:39:52,69,69,12.1,10,202,
4-14,10:39:52,69,69,12.08,10,202,
4-14,10:39:53,67,67,12.11,10,202,
4-14,10:39:53,68,68,12.02,10,202,
4-14,10:39:54,71,71,12.11,10,202,
4-14,10:39:54,68,68,12.03,10,202,
4-14,10:39:55,68,68,12.04,10,202,
4-14,10:39:55,68,68,12.07,10,202,
4-14,10:39:56,68,68,12.02,10,202,
4-14,10:39:56,69,69,12.07,10,202,
4-14,10:39:57,68,68,11.98,10,202,
4-14,10:39:57,69,69,12.1,10,202,
4-14,10:39:58,68,68,12.03,10,202,
4-14,10:39:58,67,67,12.04,10,202,
4-14,10:39:59,67,67,12.02,10,202,
4-14,10:39:59,68,68,12.05,10,202,
4-14,10:40:0,67,67,12.06,10,202,
4-14,10:40:0,68,68,12.06,10,202,
4-14,10:40:1,69,69,12.08,10,202,
4-14,10:40:1,70,70,12.12,10,202,
4-14,10:40:2,66,66,12.04,10,202,
4-14,10:40:2,66,66,11.99,10,202,
4-14,10:40:3,69,69,12.11,10,202,
4-14,10:40:3,69,69,12.11,10,202,
4-14,10:40:4,67,67,12,10,202,
4-14,10:40:4,69,69,12.09,10,202,
4-14,10:40:5,67,67,12.04,10,202,
4-14,10:40:5,69,69,11.99,10,202,
4-14,10:40:6,68,68,12,10,202,
4-14,10:40:6,69,69,12.04,10,202,
4-14,10:40:7,70,70,12.02,10,202,
4-14,10:40:7,68,68,12.02,10,202,
4-14,10:40:8,67,67,11.94,10,202,
4-14,10:40:8,68,68,11.98,10,202,
4-14,10:40:9,68,68,12.14,10,202,
4-14,10:40:9,66,66,12.09,10,202,
4-14,10:40:10,69,69,12.03,10,202,
4-14,10:40:10,68,68,12.03,10,202,
4-14,10:40:11,68,68,11.97,10,202,
4-14,10:40:11,68,68,12,10,202,
4-14,10:40:12,68,68,12.04,10,202,
4-14,10:40:12,69,69,11.94,10,202,
4-14,10:40:13,69,69,12.12,10,202,
4-14,10:40:13,70,70,11.98,10,202,
4-14,10:40:14,68,68,12.05,10,202,
4-14,10:40:14,68,68,12.05,10,202,
4-14,10:40:15,68,68,12,10,202,
4-14,10:40:15,69,69,12,10,202,
4-14,10:40:16,69,69,12.04,10,202,
4-14,10:40:16,69,69,12.06,10,202,
4-14,10:40:17,69,69,11.97,10,202,
4-14,10:40:17,68,68,12.05,10,202,
4-14,10:40:18,67,67,12.03,10,202,
4-14,10:40:18,72,72,12.18,10,202,
4-14,10:40:19,71,71,12.13,10,202,
4-14,10:40:19,70,70,12.12,10,202,
4-14,10:40:20,68,68,12.05,10,202,
4-14,10:40:20,69,69,12.05,10,202,
4-14,10:40:21,70,70,12.02,10,202,
4-14,10:40:21,66,66,11.99,10,202,
4-14,10:40:22,69,69,12.03,10,202,
4-14,10:40:22,69,69,12.06,10,202,
4-14,10:40:23,70,70,12.03,10,202,
4-14,10:40:23,69,69,12.08,10,202,
4-14,10:40:24,69,69,12.05,10,202,
4-14,10:40:24,69,69,12.07,10,202,
4-14,10:40:25,68,68,12.02,10,202,
4-14,10:40:25,68,68,12.07,10,202,
4-14,10:40:26,70,70,12.07,10,202,
4-14,10:40:26,69,69,12.02,10,202,
4-14,10:40:27,67,67,11.96,10,202,
4-14,10:40:27,68,68,12.06,10,202,
4-14,10:40:28,68,68,12.01,10,202,
4-14,10:40:28,69,69,12.09,10,202,
4-14,10:40:29,70,70,12.12,10,202,
4-14,10:40:29,70,70,12.11,10,202,
4-14,10:40:30,68,68,12.02,10,202,
4-14,10:40:30,70,70,12.07,10,202,
4-14,10:40:31,68,68,12.03,10,202,
4-14,10:40:31,71,71,12.05,10,202,
4-14,10:40:32,68,68,12.06,10,202,
4-14,10:40:32,70,70,12.12,10,202,
4-14,10:40:33,69,69,12.04,10,202,
4-14,10:40:33,70,70,12.08,10,202,
4-14,10:40:34,70,70,12.09,10,202,
4-14,10:40:34,70,70,12.08,10,202,
4-14,10:40:35,70,70,12.04,10,202,
4-14,10:40:35,72,72,12.03,10,202,
4-14,10:40:36,71,71,12.11,10,202,
4-14,10:40:36,71,71,12.04,10,202,
4-14,10:40:37,72,72,11.98,10,202,
4-14,10:40:37,71,71,12.01,10,202,
4-14,10:40:38,73,73,12.05,10,202,
4-14,10:40:38,72,72,12.09,10,202,
4-14,10:40:39,72,72,12.11,10,202,
4-14,10:40:39,71,71,12.02,10,202,
4-14,10:40:40,71,71,12.03,10,202,
4-14,10:40:40,73,73,12.11,10,202,
4-14,10:40:41,72,72,12.1,10,202,
4-14,10:40:41,69,69,12.01,10,202,
4-14,10:40:42,70,70,12.05,10,202,
4-14,10:40:42,71,71,12.12,10,202,
4-14,10:40:43,71,71,12.12,10,202,
4-14,10:40:43,72,72,12.14,10,202,
4-14,10:40:44,71,71,12.09,10,202,
4-14,10:40:44,73,73,12.11,10,202,
4-14,10:40:45,72,72,12.09,10,202,
4-14,10:40:45,71,71,12.08,10,202,
4-14,10:40:46,70,70,12.1,10,202,
4-14,10:40:46,72,72,12.18,10,202,
4-14,10:40:47,71,71,12.11,10,202,
4-14,10:40:47,71,71,12.13,10,202,
4-14,10:40:48,72,72,12.16,10,202,
4-14,10:40:48,72,72,12.17,10,202,
4-14,10:40:49,70,70,11.99,10,202,
4-14,10:40:49,72,72,12.08,10,202,
4-14,10:40:50,75,75,12.17,10,202,
4-14,10:40:50,74,74,12.09,10,202,
4-14,10:40:51,72,72,12.07,10,202,
4-14,10:40:51,73,73,12.06,10,202,
4-14,10:40:52,73,73,12.03,10,202,
4-14,10:40:52,74,74,12.05,10,202,
4-14,10:40:53,73,73,12.06,10,202,
4-14,10:40:53,73,73,12.12,10,202,
4-14,10:40:54,72,72,12.07,10,202,
4-14,10:40:54,74,74,12.09,10,202,
4-14,10:40:55,73,73,12.06,10,202,
4-14,10:40:55,73,73,12.06,10,202,
4-14,10:40:56,73,73,12.07,10,202,
4-14,10:40:56,74,74,12.09,10,202,
4-14,10:40:57,73,73,12.06,10,202,
4-14,10:40:57,75,75,12.13,10,202,
4-14,10:40:58,72,72,12.02,10,202,
4-14,10:40:58,73,73,12.18,10,202,
4-14,10:40:59,72,72,12.1,10,202,
4-14,10:40:59,74,74,12.07,10,202,
4-14,10:41:0,73,73,12.02,10,202,
4-14,10:41:0,73,73,12.06,10,202,
4-14,10:41:1,73,73,12.03,10,202,
4-14,10:41:1,74,74,12.09,10,202,
4-14,10:41:2,72,72,12.03,10,202,
4-14,10:41:2,74,74,12.1,10,202,
4-14,10:41:3,70,70,12.02,10,202,
4-14,10:41:3,75,75,12.15,10,202,
4-14,10:41:4,73,73,12.06,10,202,
4-14,10:41:4,71,71,11.98,10,202,
4-14,10:41:5,71,71,12.05,10,202,
4-14,10:41:5,69,69,11.95,10,202,
4-14,10:41:6,71,71,12.09,10,202,
4-14,10:41:6,73,73,12.1,10,202,
4-14,10:41:7,73,73,12.1,10,202,
4-14,10:41:7,72,72,12.07,10,202,
4-14,10:41:8,70,70,11.97,10,202,
4-14,10:41:8,71,71,12.06,10,202,
4-14,10:41:9,72,72,12.04,10,202,
4-14,10:41:9,71,71,12,10,202,
4-14,10:41:10,72,72,12.03,10,202,
4-14,10:41:10,70,70,12.03,10,202,
4-14,10:41:11,73,73,12.1,10,202,
4-14,10:41:11,73,73,12.02,10,202,
4-14,10:41:12,73,73,12.04,10,202,
4-14,10:41:12,73,73,12.09,10,202,
4-14,10:41:13,71,71,12.13,10,202,
4-14,10:41:13,71,71,12.03,10,202,
4-14,10:41:14,72,72,12.03,10,202,
4-14,10:41:14,72,72,12.03,10,202,
4-14,10:41:15,72,72,12,10,202,
4-14,10:41:15,73,73,12.09,10,202,
4-14,10:41:16,73,73,12.06,10,202,
4-14,10:41:16,71,71,12.02,10,202,
4-14,10:41:17,73,73,12.08,10,202,
4-14,10:41:17,71,71,12,10,202,
4-14,10:41:18,73,73,12.03,10,202,
4-14,10:41:18,73,73,12.02,10,202,
4-14,10:41:19,73,73,12.09,10,202,
4-14,10:41:19,70,70,11.97,10,202,
4-14,10:41:20,71,71,11.98,10,202,
4-14,10:41:20,72,72,12.05,10,202,
4-14,10:41:21,72,72,11.97,10,202,
4-14,10:41:21,70,70,11.97,10,202,
4-14,10:41:22,73,73,12.03,10,202,
4-14,10:41:22,74,74,11.9,10,202,
4-14,10:41:23,71,71,12.01,10,202,
4-14,10:41:23,73,73,12.11,10,202,
4-14,10:41:24,73,73,12.09,10,202,
4-14,10:41:24,74,74,12.07,10,202,
4-14,10:41:25,74,74,12.08,10,202,
4-14,10:41:25,72,72,12,10,202,
4-14,10:41:26,71,71,12.03,10,202,
4-14,10:41:26,72,72,12.05,10,202,
4-14,10:41:27,72,72,12.04,10,202,
4-14,10:41:27,73,73,12.03,10,202,
4-14,10:41:28,71,71,11.9,10,202,
4-14,10:41:28,73,73,12.06,10,202,
4-14,10:41:29,71,71,12.04,10,202,
4-14,10:41:29,72,72,12.14,10,202,
4-14,10:41:30,71,71,12.03,10,202,
4-14,10:41:30,71,71,12.02,10,202,
4-14,10:41:31,72,72,12.04,10,202,
4-14,10:41:31,73,73,12,10,202,
4-14,10:41:32,72,72,12.11,10,202,
4-14,10:41:32,72,72,12.01,10,202,
4-14,10:41:33,75,75,12.12,10,202,
4-14,10:41:33,72,72,12.09,10,202,
4-14,10:41:34,73,73,12.04,10,202,
4-14,10:41:34,74,74,12.07,10,202,
4-14,10:41:35,72,72,12.14,10,202,
4-14,10:41:35,72,72,12.11,10,202,
4-14,10:41:36,71,71,11.98,10,202,
4-14,10:41:36,73,73,12.05,10,202,
4-14,10:41:37,72,72,12.06,10,202,
4-14,10:41:37,73,73,12.07,10,202,
4-14,10:41:38,72,72,12.12,10,202,
4-14,10:41:38,72,72,12.02,10,202,
4-14,10:41:39,71,71,11.98,10,202,
4-14,10:41:39,72,72,12.03,10,202,
4-14,10:41:40,73,73,12.08,10,202,
4-14,10:41:40,72,72,12.11,10,202,
4-14,10:41:41,70,70,11.97,10,202,
4-14,10:41:41,74,74,12.09,10,202,
4-14,10:41:42,72,72,12.07,10,202,
4-14,10:41:42,72,72,12.03,10,202,
4-14,10:41:43,73,73,12,10,202,
4-14,10:41:43,73,73,12.05,10,202,
4-14,10:41:44,74,74,12.04,10,202,
4-14,10:41:44,73,73,12.13,10,202,
4-14,10:41:45,72,72,12.03,10,202,
4-14,10:41:45,73,73,12.11,10,202,
4-14,10:41:46,74,74,12.09,10,202,
4-14,10:41:46,73,73,12.05,10,202,
4-14,10:41:47,72,72,12.04,10,202,
4-14,10:41:47,74,74,12.1,10,202,
4-14,10:41:48,70,70,11.99,10,202,
4-14,10:41:48,72,72,11.99,10,202,
4-14,10:41:49,73,73,12.06,10,202,
4-14,10:41:49,72,72,12.03,10,202,
4-14,10:41:50,72,72,12.06,10,202,
4-14,10:41:50,73,73,12.11,10,202,
4-14,10:41:51,73,73,12.07,10,202,
4-14,10:41:51,73,73,12.05,10,202,
4-14,10:41:52,73,73,12.1,10,202,
