SensorID: 5498,
Firmware Version: 1.5.5,

Date,Time,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
4-14,11:2:35,49,49,12.32,11,202,
4-14,11:2:35,52,52,12.6,11,202,
4-14,11:2:36,52,52,12.36,11,202,
4-14,11:2:36,53,53,12.36,11,202,
4-14,11:2:37,55,55,12.35,11,202,
4-14,11:2:37,54,54,12.36,11,202,
4-14,11:2:38,54,54,12.31,11,202,
4-14,11:2:38,54,54,12.33,11,202,
4-14,11:2:39,55,55,12.4,11,202,
4-14,11:2:39,55,55,12.38,11,202,
4-14,11:2:40,57,57,12.43,11,202,
4-14,11:2:40,57,57,12.4,11,202,
4-14,11:2:41,53,53,12.35,11,202,
4-14,11:2:41,55,55,12.4,11,202,
4-14,11:2:42,56,56,12.49,11,202,
4-14,11:2:42,50,50,12.38,11,202,
4-14,11:2:43,51,51,12.61,11,202,
4-14,11:2:43,53,53,12.52,11,202,
4-14,11:2:44,50,50,12.34,11,202,
4-14,11:2:44,53,53,12.54,11,202,
4-14,11:2:45,52,52,12.45,11,202,
4-14,11:2:45,49,49,12.34,11,202,
4-14,11:2:46,52,52,12.55,11,202,
4-14,11:2:46,52,52,12.53,11,202,
4-14,11:2:47,47,47,12.33,11,202,
4-14,11:2:47,48,48,12.5,11,202,
4-14,11:2:48,46,46,12.44,11,202,
4-14,11:2:48,47,47,12.36,11,202,
4-14,11:2:49,48,48,12.53,11,202,
4-14,11:2:49,48,48,12.48,11,202,
4-14,11:2:50,46,46,12.38,11,202,
4-14,11:2:50,48,48,12.38,11,202,
4-14,11:2:51,48,48,12.31,11,202,
4-14,11:2:51,47,47,12.31,11,202,
4-14,11:2:52,46,46,12.3,11,202,
4-14,11:2:52,48,48,12.35,11,202,
4-14,11:2:53,50,50,12.45,11,202,
4-14,11:2:53,45,45,12.28,11,202,
4-14,11:2:54,47,47,12.49,11,202,
4-14,11:2:54,48,48,12.46,11,202,
4-14,11:2:55,46,46,12.33,11,202,
4-14,11:2:55,45,45,12.36,11,202,
4-14,11:2:56,46,46,12.29,11,202,
4-14,11:2:56,46,46,12.33,11,202,
4-14,11:2:57,46,46,12.32,11,202,
4-14,11:2:57,48,48,12.3,11,202,
4-14,11:2:58,49,49,12.34,11,202,
4-14,11:2:58,46,46,12.33,11,202,
4-14,11:2:59,47,47,12.52,11,202,
4-14,11:2:59,47,47,12.52,11,202,
4-14,11:3:0,46,46,12.32,11,202,
4-14,11:3:0,45,45,12.47,11,202,
4-14,11:3:1,44,44,12.36,11,202,
4-14,11:3:1,50,50,11.9,11,202,
4-14,11:3:2,45,45,12.33,11,202,
4-14,11:3:2,45,45,12.29,11,202,
4-14,11:3:3,46,46,12.3,11,202,
4-14,11:3:3,46,46,12.32,11,202,
4-14,11:3:4,49,49,12.29,11,202,
4-14,11:3:4,47,47,12.35,11,202,
4-14,11:3:5,46,46,12.27,11,202,
4-14,11:3:5,49,49,12.45,11,202,
4-14,11:3:6,46,46,12.48,11,202,
4-14,11:3:6,45,45,12.29,11,202,
4-14,11:3:7,47,47,12.49,11,202,
4-14,11:3:7,46,46,12.43,11,202,
4-14,11:3:8,44,44,12.29,11,202,
4-14,11:3:8,44,44,12.44,11,202,
4-14,11:3:9,46,46,12.34,11,202,
4-14,11:3:9,45,45,12.46,11,202,
4-14,11:3:10,44,44,12.44,11,202,
4-14,11:3:10,45,45,12.29,11,202,
4-14,11:3:11,45,45,12.3,11,202,
4-14,11:3:11,45,45,12.29,11,202,
4-14,11:3:12,49,49,12.38,11,202,
4-14,11:3:12,49,49,12.32,11,202,
4-14,11:3:13,47,47,12.24,11,202,
4-14,11:3:13,46,46,12.42,11,202,
4-14,11:3:14,46,46,12.36,11,202,
4-14,11:3:14,49,49,12.18,11,202,
4-14,11:3:15,45,45,12.29,11,202,
4-14,11:3:15,46,46,12.28,11,202,
4-14,11:3:16,44,44,12.28,11,202,
4-14,11:3:16,44,44,12.3,11,202,
4-14,11:3:17,48,48,12.43,11,202,
4-14,11:3:17,47,47,12.49,11,202,
4-14,11:3:18,46,46,12.25,11,202,
4-14,11:3:18,45,45,12.45,11,202,
4-14,11:3:19,46,46,12.28,11,202,
4-14,11:3:19,46,46,12.28,11,202,
4-14,11:3:20,45,45,12.27,11,202,
4-14,11:3:20,48,48,12.48,11,202,
4-14,11:3:21,46,46,12.36,11,202,
4-14,11:3:21,43,43,12.25,11,202,
4-14,11:3:22,44,44,12.29,11,202,
4-14,11:3:22,44,44,12.22,11,202,
4-14,11:3:23,43,43,12.33,11,202,
4-14,11:3:23,43,43,12.28,11,202,
4-14,11:3:24,46,46,12.38,11,202,
4-14,11:3:24,46,46,12.36,11,202,
4-14,11:3:25,43,43,12.24,11,202,
4-14,11:3:25,46,46,12.49,11,202,
4-14,11:3:26,46,46,12.45,11,202,
4-14,11:3:26,50,50,12.09,11,202,
4-14,11:3:27,45,45,12.3,11,202,
4-14,11:3:27,46,46,12.25,11,202,
4-14,11:3:28,48,48,12.25,11,202,
4-14,11:3:28,46,46,12.25,11,202,
4-14,11:3:29,49,49,12.41,11,202,
4-14,11:3:29,48,48,12.34,11,202,
4-14,11:3:30,44,44,12.24,11,202,
4-14,11:3:30,45,45,12.35,11,202,
4-14,11:3:31,47,47,12.21,11,202,
4-14,11:3:31,45,45,12.24,11,202,
4-14,11:3:32,47,47,12.22,11,202,
4-14,11:3:32,47,47,12.28,11,202,
4-14,11:3:33,48,48,12.19,11,202,
4-14,11:3:33,50,50,12.22,11,202,
4-14,11:3:34,58,58,11.78,11,202,
4-14,11:3:34,51,51,12.2,11,202,
4-14,11:3:35,51,51,12.23,11,202,
4-14,11:3:35,50,50,12.25,11,202,
4-14,11:3:36,46,46,11.89,11,202,
4-14,11:3:36,55,55,12.22,11,202,
4-14,11:3:37,49,49,12.31,11,202,
4-14,11:3:37,49,49,12.37,11,202,
4-14,11:3:38,48,48,12.31,11,202,
4-14,11:3:38,48,48,12.25,11,202,
4-14,11:3:39,48,48,12.21,11,202,
4-14,11:3:39,46,46,12.32,11,202,
4-14,11:3:40,48,48,12.39,11,202,
4-14,11:3:40,45,45,12.2,11,202,
4-14,11:3:41,47,47,12.42,11,202,
4-14,11:3:41,50,50,12.23,11,202,
4-14,11:3:42,49,49,12.21,11,202,
4-14,11:3:42,48,48,12.44,11,202,
4-14,11:3:43,44,44,12.35,11,202,
4-14,11:3:43,47,47,12.44,11,202,
4-14,11:3:44,47,47,12.29,11,202,
4-14,11:3:44,44,44,12.49,11,202,
4-14,11:3:45,46,46,12.3,11,202,
4-14,11:3:45,41,41,12.26,11,202,
4-14,11:3:46,42,42,12.28,11,202,
4-14,11:3:46,46,46,12.25,11,202,
4-14,11:3:47,41,41,12.2,11,202,
4-14,11:3:47,45,45,12.29,11,202,
4-14,11:3:48,47,47,12.19,11,202,
4-14,11:3:48,45,45,12.3,11,202,
4-14,11:3:49,44,44,12.24,11,202,
4-14,11:3:49,45,45,12.25,11,202,
4-14,11:3:50,42,42,12.24,11,202,
4-14,11:3:50,40,40,12.26,11,202,
4-14,11:3:51,42,42,12.36,11,202,
4-14,11:3:51,42,42,12.37,11,202,
4-14,11:3:52,38,38,12.24,11,202,
4-14,11:3:52,40,40,12.46,11,202,
4-14,11:3:53,41,41,12.28,11,202,
4-14,11:3:53,41,41,12.31,11,202,
4-14,11:3:54,37,37,12.32,11,202,
4-14,11:3:54,43,43,12.36,11,202,
4-14,11:3:55,40,40,12.41,11,202,
4-14,11:3:55,39,39,12.3,11,202,
4-14,11:3:56,41,41,12.37,11,202,
4-14,11:3:56,41,41,12.38,11,202,
4-14,11:3:57,38,38,12.24,11,202,
4-14,11:3:57,38,38,12.23,11,202,
4-14,11:3:58,39,39,12.34,11,202,
4-14,11:3:58,38,38,12.37,11,202,
4-14,11:3:59,33,33,12.23,11,202,
4-14,11:3:59,34,34,12.38,11,202,
4-14,11:4:0,34,34,12.22,11,202,
4-14,11:4:0,35,35,12.22,11,202,
4-14,11:4:1,35,35,12.34,11,202,
4-14,11:4:1,37,37,12.42,11,202,
4-14,11:4:2,33,33,12.33,11,202,
4-14,11:4:2,32,32,12.35,11,202,
4-14,11:4:3,34,34,12.23,11,202,
4-14,11:4:3,37,37,12.33,11,202,
4-14,11:4:4,37,37,12.37,11,202,
4-14,11:4:4,35,35,12.28,11,202,
4-14,11:4:5,35,35,11.98,11,202,
4-14,11:4:5,33,33,12.34,11,202,
4-14,11:4:6,30,30,12.3,11,202,
4-14,11:4:6,28,28,12.25,11,202,
4-14,11:4:7,33,33,12.39,11,202,
4-14,11:4:7,32,32,12.36,11,202,
4-14,11:4:8,31,31,12.21,11,202,
4-14,11:4:8,32,32,12.3,11,202,
4-14,11:4:9,34,34,12.24,11,202,
4-14,11:4:9,31,31,12.31,11,202,
4-14,11:4:10,29,29,12.24,11,202,
4-14,11:4:10,34,34,12.39,11,202,
4-14,11:4:11,33,33,12.37,11,202,
4-14,11:4:11,36,36,12.06,11,202,
4-14,11:4:12,30,30,12.36,11,202,
4-14,11:4:12,35,35,12.21,11,202,
4-14,11:4:13,33,33,12.32,11,202,
4-14,11:4:13,31,31,12.23,11,202,
4-14,11:4:14,33,33,12.39,11,202,
4-14,11:4:14,29,29,12.28,11,202,
4-14,11:4:15,30,30,12.23,11,202,
4-14,11:4:15,29,29,12.23,11,202,
4-14,11:4:16,32,32,12.36,11,202,
4-14,11:4:16,30,30,12.3,11,202,
4-14,11:4:17,28,28,12.25,11,202,
4-14,11:4:17,31,31,12.17,11,202,
4-14,11:4:18,30,30,12.14,11,202,
4-14,11:4:18,32,32,12.33,11,202,
4-14,11:4:19,31,31,12.22,11,202,
4-14,11:4:19,32,32,12.25,11,202,
4-14,11:4:20,27,27,12.17,11,202,
4-14,11:4:20,30,30,12.29,11,202,
4-14,11:4:21,24,24,12.21,11,202,
4-14,11:4:21,30,30,12.4,11,202,
4-14,11:4:22,28,28,12.28,11,202,
4-14,11:4:22,27,27,12.28,11,202,
4-14,11:4:23,28,28,12.28,11,202,
4-14,11:4:23,31,31,12.33,11,202,
4-14,11:4:24,29,29,12.34,11,202,
4-14,11:4:24,21,21,12.2,11,202,
4-14,11:4:25,31,31,12.36,11,202,
4-14,11:4:25,31,31,12.38,11,202,
4-14,11:4:26,25,25,12.31,11,202,
4-14,11:4:26,33,33,11.92,11,202,
4-14,11:4:27,30,30,12.22,11,202,
4-14,11:4:27,27,27,12.21,11,202,
4-14,11:4:28,24,24,12.28,11,202,
4-14,11:4:28,30,30,12.36,11,202,
4-14,11:4:29,28,28,12.36,11,202,
4-14,11:4:29,25,25,12.24,11,202,
4-14,11:4:30,33,33,12.06,11,202,
4-14,11:4:30,30,30,12.22,11,202,
4-14,11:4:31,30,30,12.32,11,202,
4-14,11:4:31,28,28,12.33,11,202,
4-14,11:4:32,30,30,12.34,11,202,
4-14,11:4:32,30,30,12.17,11,202,
4-14,11:4:33,26,26,12.11,11,202,
4-14,11:4:33,26,26,12.32,11,202,
4-14,11:4:34,24,24,12.21,11,202,
4-14,11:4:34,28,28,12.23,11,202,
4-14,11:4:35,29,29,12.29,11,202,
4-14,11:4:35,29,29,12.23,11,202,
4-14,11:4:36,29,29,12.26,11,202,
4-14,11:4:36,29,29,12.18,11,202,
4-14,11:4:37,30,30,12.19,11,202,
4-14,11:4:37,27,27,12.1,11,202,
4-14,11:4:38,32,32,12.23,11,202,
4-14,11:4:38,25,25,12.1,11,202,
4-14,11:4:39,26,26,12.36,11,202,
4-14,11:4:39,27,27,12.18,11,202,
4-14,11:4:40,25,25,12.01,11,202,
4-14,11:4:40,29,29,12.28,11,202,
4-14,11:4:41,28,28,12.23,11,202,
4-14,11:4:41,27,27,12.08,11,202,
4-14,11:4:42,28,28,12.27,11,202,
4-14,11:4:42,28,28,12.32,11,202,
4-14,11:4:43,21,21,12.32,11,202,
4-14,11:4:43,25,25,12.06,11,202,
4-14,11:4:44,22,22,11.95,11,202,
4-14,11:4:44,28,28,12.16,11,202,
4-14,11:4:45,28,28,12.28,11,202,
4-14,11:4:45,17,17,11.68,11,202,
4-14,11:4:46,22,22,12.07,11,202,
4-14,11:4:46,24,24,12.26,11,202,
4-14,11:4:47,23,23,12.15,11,202,
4-14,11:4:47,21,21,12.17,11,202,
4-14,11:4:48,24,24,12.18,11,202,
4-14,11:4:48,24,24,12.26,11,202,
4-14,11:4:49,27,27,12.27,11,202,
4-14,11:4:49,26,26,12.05,11,202,
4-14,11:4:50,25,25,12.29,11,202,
4-14,11:4:50,24,24,12.15,11,202,
4-14,11:4:51,22,22,12.19,11,202,
4-14,11:4:51,24,24,12.25,11,202,
4-14,11:4:52,21,21,12.05,11,202,
4-14,11:4:52,22,22,12.17,11,202,
4-14,11:4:53,19,19,12.14,11,202,
4-14,11:4:53,22,22,12.17,11,202,
4-14,11:4:54,21,21,12.23,11,202,
4-14,11:4:54,19,19,11.92,11,202,
4-14,11:4:55,18,18,11.82,11,202,
4-14,11:4:55,28,28,12.17,11,202,
4-14,11:4:56,21,21,12.11,11,202,
4-14,11:4:56,20,20,12.21,11,202,
4-14,11:4:57,17,17,11.86,11,202,
4-14,11:4:57,18,18,11.91,11,202,
4-14,11:4:58,22,22,12.36,11,202,
4-14,11:4:58,16,16,12.12,11,202,
4-14,11:4:59,16,16,12.12,11,202,
4-14,11:4:59,20,20,12.15,11,202,
4-14,11:5:0,23,23,12.16,11,202,
4-14,11:5:0,25,25,12.23,11,202,
4-14,11:5:1,20,20,12.13,11,202,
4-14,11:5:1,19,19,11.95,11,202,
4-14,11:5:2,19,19,12.19,11,202,
4-14,11:5:2,22,22,12.28,11,202,
4-14,11:5:3,21,21,12.22,11,202,
4-14,11:5:3,24,24,12.31,11,202,
4-14,11:5:4,16,16,12.1,11,202,
4-14,11:5:4,18,18,12.16,11,202,
4-14,11:5:5,26,26,12.24,11,202,
4-14,11:5:5,21,21,12.3,11,202,
4-14,11:5:6,19,19,12.29,11,202,
4-14,11:5:6,23,23,12.3,11,202,
4-14,11:5:7,18,18,12.18,11,202,
4-14,11:5:7,20,20,12.23,11,202,
4-14,11:5:8,21,21,12.23,11,202,
4-14,11:5:8,26,26,12.25,11,202,
4-14,11:5:9,25,25,12.23,11,202,
4-14,11:5:9,19,19,12.2,11,202,
4-14,11:5:10,25,25,12.28,11,202,
4-14,11:5:10,18,18,12.18,11,202,
4-14,11:5:11,17,17,12.1,11,202,
4-14,11:5:11,25,25,12.01,11,202,
4-14,11:5:12,16,16,12.08,11,202,
4-14,11:5:12,18,18,12.1,11,202,
4-14,11:5:13,21,21,12.11,11,202,
4-14,11:5:13,18,18,12.13,11,202,
4-14,11:5:14,16,16,12.16,11,202,
4-14,11:5:14,13,13,12.33,11,202,
4-14,11:5:15,13,13,12.24,11,202,
4-14,11:5:15,6,6,12.24,11,202,
4-14,11:5:16,1,1,12.15,11,202,
4-14,11:5:16,13,13,12.17,11,202,
4-14,11:5:17,16,16,12.14,11,202,
4-14,11:5:17,14,14,12.12,11,202,
4-14,11:5:18,16,16,12.16,11,202,
4-14,11:5:18,18,18,12.2,11,202,
4-14,11:5:19,17,17,12.16,11,202,
4-14,11:5:19,19,19,12.15,11,202,
4-14,11:5:20,17,17,12.09,11,202,
4-14,11:5:20,21,21,12.1,11,202,
4-14,11:5:21,22,22,12.12,11,202,
4-14,11:5:21,24,24,12.15,11,202,
4-14,11:5:22,24,24,12.15,11,202,
4-14,11:5:22,22,22,12.18,11,202,
4-14,11:5:23,21,21,12.18,11,202,
4-14,11:5:23,22,22,12.2,11,202,
4-14,11:5:24,19,19,12.18,11,202,
4-14,11:5:24,19,19,12.17,11,202,
4-14,11:5:25,19,19,12.17,11,202,
4-14,11:5:25,22,22,12.2,11,202,
4-14,11:5:26,23,23,12.2,11,202,
4-14,11:5:26,22,22,12.19,11,202,
4-14,11:5:27,23,23,12.2,11,202,
4-14,11:5:27,22,22,12.19,11,202,
4-14,11:5:28,24,24,12.21,11,202,
4-14,11:5:28,23,23,12.2,11,202,
4-14,11:5:29,27,27,12.22,11,202,
4-14,11:5:29,27,27,12.24,11,202,
4-14,11:5:30,28,28,12.24,11,202,
4-14,11:5:30,28,28,12.23,11,202,
4-14,11:5:31,26,26,12.23,11,202,
4-14,11:5:31,28,28,12.24,11,202,
4-14,11:5:32,30,30,12.26,11,202,
4-14,11:5:32,29,29,12.25,11,202,
4-14,11:5:33,30,30,12.27,11,202,
4-14,11:5:33,28,28,12.24,11,202,
4-14,11:5:34,30,30,12.26,11,202,
4-14,11:5:34,29,29,12.26,11,202,
4-14,11:5:35,30,30,12.26,11,202,
4-14,11:5:35,31,31,12.29,11,202,
4-14,11:5:36,30,30,12.28,11,202,
4-14,11:5:36,29,29,12.25,11,202,
4-14,11:5:37,31,31,12.29,11,202,
4-14,11:5:37,31,31,12.28,11,202,
4-14,11:5:38,29,29,12.26,11,202,
4-14,11:5:38,31,31,12.28,11,202,
4-14,11:5:39,30,30,12.26,11,202,
4-14,11:5:39,32,32,12.3,11,202,
4-14,11:5:40,32,32,12.27,11,202,
4-14,11:5:40,33,33,12.26,11,202,
4-14,11:5:41,32,32,12.31,11,202,
4-14,11:5:41,35,35,12.31,11,202,
4-14,11:5:42,34,34,12.31,11,202,
4-14,11:5:42,32,32,12.29,11,202,
4-14,11:5:43,34,34,12.32,11,202,
4-14,11:5:43,35,35,12.32,11,202,
4-14,11:5:44,32,32,12.32,11,202,
4-14,11:5:44,31,31,12.29,11,202,
4-14,11:5:45,32,32,12.3,11,202,
4-14,11:5:45,33,33,12.32,11,202,
4-14,11:5:46,33,33,12.34,11,202,
4-14,11:5:46,31,31,12.31,11,202,
4-14,11:5:47,33,33,12.29,11,202,
4-14,11:5:47,32,32,12.29,11,202,
4-14,11:5:48,33,33,12.3,11,202,
4-14,11:5:48,35,35,12.32,11,202,
4-14,11:5:49,34,34,12.31,11,202,
4-14,11:5:49,35,35,12.32,11,202,
4-14,11:5:50,34,34,12.3,11,202,
4-14,11:5:50,33,33,12.3,11,202,
4-14,11:5:51,35,35,12.31,11,202,
4-14,11:5:51,34,34,12.3,11,202,
4-14,11:5:52,36,36,12.29,11,202,
4-14,11:5:52,37,37,12.35,11,202,
4-14,11:5:53,34,34,12.27,11,202,
4-14,11:5:53,35,35,12.28,11,202,
4-14,11:5:54,39,39,12.35,11,202,
4-14,11:5:54,37,37,12.31,11,202,
4-14,11:5:55,37,37,12.32,11,202,
4-14,11:5:55,40,40,12.32,11,202,
4-14,11:5:56,38,38,12.29,11,202,
4-14,11:5:56,37,37,12.32,11,202,
4-14,11:5:57,38,38,12.31,11,202,
4-14,11:5:57,40,40,12.29,11,202,
4-14,11:5:58,41,41,12.31,11,202,
4-14,11:5:58,38,38,12.28,11,202,
4-14,11:5:59,41,41,12.3,11,202,
4-14,11:5:59,43,43,12.33,11,202,
4-14,11:6:0,41,41,12.31,11,202,
4-14,11:6:0,40,40,12.32,11,202,
4-14,11:6:1,39,39,12.3,11,202,
4-14,11:6:1,40,40,12.33,11,202,
4-14,11:6:2,36,36,12.29,11,202,
4-14,11:6:2,38,38,12.32,11,202,
4-14,11:6:3,37,37,12.31,11,202,
4-14,11:6:3,38,38,12.36,11,202,
4-14,11:6:4,38,38,12.32,11,202,
4-14,11:6:4,39,39,12.33,11,202,
4-14,11:6:5,38,38,12.32,11,202,
4-14,11:6:5,36,36,12.31,11,202,
4-14,11:6:6,37,37,12.31,11,202,
4-14,11:6:6,38,38,12.36,11,202,
4-14,11:6:7,39,39,12.35,11,202,
4-14,11:6:7,35,35,12.31,11,202,
4-14,11:6:8,37,37,12.33,11,202,
4-14,11:6:8,39,39,12.36,11,202,
4-14,11:6:9,39,39,12.37,11,202,
4-14,11:6:9,38,38,12.36,11,202,
4-14,11:6:10,39,39,12.34,11,202,
4-14,11:6:10,38,38,12.32,11,202,
4-14,11:6:11,37,37,12.37,11,202,
4-14,11:6:11,37,37,12.3,11,202,
4-14,11:6:12,40,40,12.33,11,202,
4-14,11:6:12,37,37,12.33,11,202,
4-14,11:6:13,38,38,12.35,11,202,
4-14,11:6:13,39,39,12.37,11,202,
4-14,11:6:14,39,39,12.4,11,202,
4-14,11:6:14,37,37,12.32,11,202,
4-14,11:6:15,36,36,12.31,11,202,
4-14,11:6:15,39,39,12.37,11,202,
4-14,11:6:16,36,36,12.31,11,202,
4-14,11:6:16,37,37,12.33,11,202,
4-14,11:6:17,38,38,12.34,11,202,
4-14,11:6:17,37,37,12.32,11,202,
4-14,11:6:18,37,37,12.32,11,202,
4-14,11:6:18,38,38,12.34,11,202,
4-14,11:6:19,36,36,12.31,11,202,
4-14,11:6:19,37,37,12.34,11,202,
4-14,11:6:20,38,38,12.34,11,202,
4-14,11:6:20,40,40,12.4,11,202,
4-14,11:6:21,39,39,12.35,11,202,
4-14,11:6:21,36,36,12.34,11,202,
4-14,11:6:22,35,35,12.35,11,202,
4-14,11:6:22,39,39,12.39,11,202,
4-14,11:6:23,36,36,12.35,11,202,
4-14,11:6:23,35,35,12.35,11,202,
4-14,11:6:24,35,35,12.32,11,202,
4-14,11:6:24,35,35,12.33,11,202,
4-14,11:6:25,35,35,12.37,11,202,
4-14,11:6:25,33,33,12.34,11,202,
4-14,11:6:26,33,33,12.32,11,202,
4-14,11:6:26,33,33,12.32,11,202,
4-14,11:6:27,33,33,12.34,11,202,
4-14,11:6:27,34,34,12.37,11,202,
4-14,11:6:28,33,33,12.35,11,202,
4-14,11:6:28,35,35,12.38,11,202,
4-14,11:6:29,32,32,12.35,11,202,
4-14,11:6:29,33,33,12.35,11,202,
4-14,11:6:30,34,34,12.39,11,202,
4-14,11:6:30,31,31,12.32,11,202,
4-14,11:6:31,34,34,12.38,11,202,
4-14,11:6:31,36,36,12.4,11,202,
4-14,11:6:32,32,32,12.34,11,202,
4-14,11:6:32,33,33,12.37,11,202,
4-14,11:6:33,33,33,12.34,11,202,
4-14,11:6:33,35,35,12.36,11,202,
4-14,11:6:34,34,34,12.36,11,202,
4-14,11:6:34,34,34,12.36,11,202,
4-14,11:6:35,32,32,12.34,11,202,
4-14,11:6:35,36,36,12.39,11,202,
4-14,11:6:36,35,35,12.35,11,202,
4-14,11:6:36,38,38,12.41,11,202,
4-14,11:6:37,38,38,12.39,11,202,
4-14,11:6:37,39,39,12.41,11,202,
4-14,11:6:38,36,36,12.36,11,202,
4-14,11:6:38,38,38,12.38,11,202,
4-14,11:6:39,39,39,12.41,11,202,
4-14,11:6:39,40,40,12.4,11,202,
4-14,11:6:40,40,40,12.37,11,202,
4-14,11:6:40,38,38,12.33,11,202,
4-14,11:6:41,39,39,12.34,11,202,
4-14,11:6:41,38,38,12.35,11,202,
4-14,11:6:42,40,40,12.37,11,202,
4-14,11:6:42,41,41,12.35,11,202,
4-14,11:6:43,40,40,12.34,11,202,
4-14,11:6:43,42,42,12.35,11,202,
4-14,11:6:44,40,40,12.32,11,202,
4-14,11:6:44,42,42,12.34,11,202,
4-14,11:6:45,43,43,12.38,11,202,
4-14,11:6:45,42,42,12.33,11,202,
4-14,11:6:46,43,43,12.35,11,202,
4-14,11:6:46,43,43,12.35,11,202,
4-14,11:6:47,43,43,12.34,11,202,
4-14,11:6:47,42,42,12.29,11,202,
4-14,11:6:48,44,44,12.28,11,202,
4-14,11:6:48,43,43,12.31,11,202,
4-14,11:6:49,43,43,12.34,11,202,
4-14,11:6:49,45,45,12.31,11,202,
4-14,11:6:50,45,45,12.35,11,202,
4-14,11:6:50,43,43,12.31,11,202,
4-14,11:6:51,43,43,12.32,11,202,
4-14,11:6:51,46,46,12.34,11,202,
4-14,11:6:52,45,45,12.31,11,202,
4-14,11:6:52,48,48,12.39,11,202,
4-14,11:6:53,47,47,12.36,11,202,
4-14,11:6:53,45,45,12.28,11,202,
4-14,11:6:54,47,47,12.35,11,202,
4-14,11:6:54,44,44,12.29,11,202,
4-14,11:6:55,46,46,12.35,11,202,
4-14,11:6:55,48,48,12.35,11,202,
4-14,11:6:56,48,48,12.3,11,202,
4-14,11:6:56,48,48,12.34,11,202,
4-14,11:6:57,48,48,12.34,11,202,
4-14,11:6:57,46,46,12.29,11,202,
4-14,11:6:58,48,48,12.33,11,202,
4-14,11:6:58,48,48,12.31,11,202,
4-14,11:6:59,47,47,12.28,11,202,
4-14,11:6:59,49,49,12.31,11,202,
4-14,11:7:0,48,48,12.3,11,202,
4-14,11:7:0,48,48,12.31,11,202,
4-14,11:7:1,50,50,12.37,11,202,
4-14,11:7:1,49,49,12.34,11,202,
4-14,11:7:2,49,49,12.28,11,202,
4-14,11:7:2,49,49,12.34,11,202,
4-14,11:7:3,47,47,12.33,11,202,
4-14,11:7:3,47,47,12.33,11,202,
4-14,11:7:4,47,47,12.3,11,202,
4-14,11:7:4,47,47,12.28,11,202,
4-14,11:7:5,48,48,12.32,11,202,
4-14,11:7:5,49,49,12.34,11,202,
4-14,11:7:6,48,48,12.32,11,202,
4-14,11:7:6,47,47,12.3,11,202,
4-14,11:7:7,47,47,12.31,11,202,
4-14,11:7:7,47,47,12.3,11,202,
4-14,11:7:8,46,46,12.27,11,202,
4-14,11:7:8,49,49,12.35,11,202,
4-14,11:7:9,50,50,12.4,11,202,
4-14,11:7:9,48,48,12.31,11,202,
4-14,11:7:10,46,46,12.3,11,202,
4-14,11:7:10,47,47,12.31,11,202,
4-14,11:7:11,47,47,12.31,11,202,
4-14,11:7:11,47,47,12.31,11,202,
4-14,11:7:12,47,47,12.27,11,202,
4-14,11:7:12,50,50,12.32,11,202,
4-14,11:7:13,47,47,12.33,11,202,
4-14,11:7:13,48,48,12.31,11,202,
4-14,11:7:14,48,48,12.3,11,202,
4-14,11:7:14,47,47,12.3,11,202,
4-14,11:7:15,47,47,12.29,11,202,
4-14,11:7:15,46,46,12.28,11,202,
4-14,11:7:16,47,47,12.3,11,202,
4-14,11:7:16,48,48,12.31,11,202,
4-14,11:7:17,47,47,12.28,11,202,
4-14,11:7:17,48,48,12.27,11,202,
4-14,11:7:18,47,47,12.3,11,202,
4-14,11:7:18,47,47,12.28,11,202,
4-14,11:7:19,46,46,12.22,11,202,
4-14,11:7:19,48,48,12.32,11,202,
4-14,11:7:20,49,49,12.36,11,202,
4-14,11:7:20,48,48,12.31,11,202,
4-14,11:7:21,47,47,12.27,11,202,
4-14,11:7:21,50,50,12.29,11,202,
4-14,11:7:22,47,47,12.3,11,202,
4-14,11:7:22,49,49,12.28,11,202,
4-14,11:7:23,50,50,12.29,11,202,
4-14,11:7:23,47,47,12.24,11,202,
4-14,11:7:24,45,45,12.25,11,202,
4-14,11:7:24,47,47,12.25,11,202,
4-14,11:7:25,49,49,12.27,11,202,
4-14,11:7:25,50,50,12.28,11,202,
4-14,11:7:26,49,49,12.27,11,202,
4-14,11:7:26,49,49,12.28,11,202,
4-14,11:7:27,48,48,12.25,11,202,
4-14,11:7:27,51,51,12.29,11,202,
4-14,11:7:28,51,51,12.31,11,202,
4-14,11:7:28,50,50,12.28,11,202,
4-14,11:7:29,49,49,12.26,11,202,
4-14,11:7:29,49,49,12.29,11,202,
4-14,11:7:30,50,50,12.26,11,202,
4-14,11:7:30,50,50,12.26,11,202,
4-14,11:7:31,50,50,12.29,11,202,
4-14,11:7:31,51,51,12.3,11,202,
4-14,11:7:32,52,52,12.34,11,202,
4-14,11:7:32,52,52,12.32,11,202,
4-14,11:7:33,51,51,12.26,11,202,
4-14,11:7:33,49,49,12.28,11,202,
4-14,11:7:34,51,51,12.28,11,202,
4-14,11:7:34,50,50,12.28,11,202,
4-14,11:7:35,51,51,12.29,11,202,
4-14,11:7:35,52,52,12.32,11,202,
4-14,11:7:36,51,51,12.27,11,202,
4-14,11:7:36,50,50,12.26,11,202,
4-14,11:7:37,51,51,12.32,11,202,
