SensorID: 5498						
Firmware Version: 1.5.5						
						
Date	Time	SmO2 Live	SmO2 Averaged	THb	Lap	Session Ct
04岿 07老	10:06:05	56	56	12.55	12	171
04岿 07老	10:06:05	56	56	12.55	12	171
04岿 07老	10:06:06	56	56	12.56	12	171
04岿 07老	10:06:06	55	55	12.52	12	171
04岿 07老	10:06:07	55	55	12.57	12	171
04岿 07老	10:06:07	56	56	12.58	12	171
04岿 07老	10:06:08	56	56	12.56	12	171
04岿 07老	10:06:08	55	55	12.54	12	171
04岿 07老	10:06:09	55	55	12.56	12	171
04岿 07老	10:06:09	56	56	12.55	12	171
04岿 07老	10:06:10	55	55	12.55	12	171
04岿 07老	10:06:10	55	55	12.56	12	171
04岿 07老	10:06:11	55	55	12.56	12	171
04岿 07老	10:06:11	55	55	12.55	12	171
04岿 07老	10:06:12	56	56	12.57	12	171
04岿 07老	10:06:12	56	56	12.57	12	171
04岿 07老	10:06:13	54	54	12.54	12	171
04岿 07老	10:06:13	55	55	12.55	12	171
04岿 07老	10:06:14	55	55	12.55	12	171
04岿 07老	10:06:14	54	54	12.54	12	171
04岿 07老	10:06:15	54	54	12.54	12	171
04岿 07老	10:06:15	55	55	12.56	12	171
04岿 07老	10:06:16	54	54	12.56	12	171
04岿 07老	10:06:16	55	55	12.56	12	171
04岿 07老	10:06:17	53	53	12.53	12	171
04岿 07老	10:06:17	54	54	12.57	12	171
04岿 07老	10:06:18	54	54	12.55	12	171
04岿 07老	10:06:18	53	53	12.55	12	171
04岿 07老	10:06:19	54	54	12.57	12	171
04岿 07老	10:06:19	54	54	12.56	12	171
04岿 07老	10:06:20	55	55	12.56	12	171
04岿 07老	10:06:20	53	53	12.55	12	171
04岿 07老	10:06:21	54	54	12.56	12	171
04岿 07老	10:06:21	54	54	12.56	12	171
04岿 07老	10:06:22	54	54	12.57	12	171
04岿 07老	10:06:22	53	53	12.55	12	171
04岿 07老	10:06:23	54	54	12.56	12	171
04岿 07老	10:06:23	54	54	12.55	12	171
04岿 07老	10:06:24	53	53	12.56	12	171
04岿 07老	10:06:24	53	53	12.55	12	171
04岿 07老	10:06:25	54	54	12.57	12	171
04岿 07老	10:06:25	54	54	12.57	12	171
04岿 07老	10:06:26	53	53	12.56	12	171
04岿 07老	10:06:26	53	53	12.56	12	171
04岿 07老	10:06:27	53	53	12.55	12	171
04岿 07老	10:06:27	53	53	12.56	12	171
04岿 07老	10:06:28	53	53	12.56	12	171
04岿 07老	10:06:28	53	53	12.57	12	171
04岿 07老	10:06:29	54	54	12.57	12	171
04岿 07老	10:06:29	52	52	12.54	12	171
04岿 07老	10:06:30	53	53	12.54	12	171
04岿 07老	10:06:30	53	53	12.55	12	171
04岿 07老	10:06:31	53	53	12.55	12	171
04岿 07老	10:06:31	53	53	12.56	12	171
04岿 07老	10:06:32	53	53	12.55	12	171
04岿 07老	10:06:32	53	53	12.55	12	171
04岿 07老	10:06:33	53	53	12.56	12	171
04岿 07老	10:06:33	53	53	12.55	12	171
04岿 07老	10:06:34	52	52	12.56	12	171
04岿 07老	10:06:34	53	53	12.57	12	171
04岿 07老	10:06:35	53	53	12.56	12	171
04岿 07老	10:06:35	52	52	12.55	12	171
04岿 07老	10:06:36	52	52	12.55	12	171
04岿 07老	10:06:36	52	52	12.56	12	171
04岿 07老	10:06:37	52	52	12.56	12	171
04岿 07老	10:06:37	52	52	12.56	12	171
04岿 07老	10:06:38	51	51	12.58	12	171
04岿 07老	10:06:38	51	51	12.54	12	171
04岿 07老	10:06:39	51	51	12.58	12	171
04岿 07老	10:06:39	51	51	12.55	12	171
04岿 07老	10:06:40	52	52	12.55	12	171
04岿 07老	10:06:40	51	51	12.56	12	171
04岿 07老	10:06:41	51	51	12.56	12	171
04岿 07老	10:06:41	51	51	12.57	12	171
04岿 07老	10:06:42	51	51	12.58	12	171
04岿 07老	10:06:42	51	51	12.58	12	171
04岿 07老	10:06:43	51	51	12.57	12	171
04岿 07老	10:06:43	51	51	12.57	12	171
04岿 07老	10:06:44	50	50	12.55	12	171
04岿 07老	10:06:44	51	51	12.58	12	171
04岿 07老	10:06:45	51	51	12.59	12	171
04岿 07老	10:06:45	51	51	12.58	12	171
04岿 07老	10:06:46	50	50	12.57	12	171
04岿 07老	10:06:46	51	51	12.57	12	171
04岿 07老	10:06:47	50	50	12.57	12	171
04岿 07老	10:06:47	50	50	12.57	12	171
04岿 07老	10:06:48	50	50	12.56	12	171
04岿 07老	10:06:48	51	51	12.56	12	171
04岿 07老	10:06:49	50	50	12.57	12	171
04岿 07老	10:06:49	50	50	12.57	12	171
04岿 07老	10:06:50	50	50	12.58	12	171
04岿 07老	10:06:50	50	50	12.57	12	171
04岿 07老	10:06:51	51	51	12.59	12	171
04岿 07老	10:06:51	49	49	12.55	12	171
04岿 07老	10:06:52	50	50	12.58	12	171
04岿 07老	10:06:52	50	50	12.58	12	171
04岿 07老	10:06:53	49	49	12.56	12	171
04岿 07老	10:06:53	50	50	12.58	12	171
04岿 07老	10:06:54	50	50	12.57	12	171
04岿 07老	10:06:54	50	50	12.57	12	171
04岿 07老	10:06:55	49	49	12.58	12	171
04岿 07老	10:06:55	49	49	12.56	12	171
04岿 07老	10:06:56	50	50	12.57	12	171
04岿 07老	10:06:56	49	49	12.57	12	171
04岿 07老	10:06:57	50	50	12.57	12	171
04岿 07老	10:06:57	50	50	12.58	12	171
04岿 07老	10:06:58	49	49	12.55	12	171
04岿 07老	10:06:58	49	49	12.57	12	171
04岿 07老	10:06:59	49	49	12.57	12	171
04岿 07老	10:06:59	48	48	12.56	12	171
04岿 07老	10:07:00	49	49	12.56	12	171
04岿 07老	10:07:00	49	49	12.56	12	171
04岿 07老	10:07:01	49	49	12.56	12	171
04岿 07老	10:07:01	49	49	12.57	12	171
04岿 07老	10:07:02	49	49	12.57	12	171
04岿 07老	10:07:02	49	49	12.56	12	171
04岿 07老	10:07:03	49	49	12.56	12	171
04岿 07老	10:07:03	49	49	12.55	12	171
04岿 07老	10:07:04	49	49	12.57	12	171
04岿 07老	10:07:04	48	48	12.54	12	171
04岿 07老	10:07:05	48	48	12.54	12	171
04岿 07老	10:07:05	48	48	12.56	12	171
04岿 07老	10:07:06	49	49	12.56	12	171
04岿 07老	10:07:06	49	49	12.56	12	171
04岿 07老	10:07:07	48	48	12.56	12	171
04岿 07老	10:07:07	49	49	12.55	12	171
04岿 07老	10:07:08	48	48	12.54	12	171
04岿 07老	10:07:08	49	49	12.56	12	171
04岿 07老	10:07:09	48	48	12.56	12	171
04岿 07老	10:07:09	48	48	12.56	12	171
04岿 07老	10:07:10	49	49	12.55	12	171
04岿 07老	10:07:10	48	48	12.55	12	171
04岿 07老	10:07:11	48	48	12.56	12	171
04岿 07老	10:07:11	48	48	12.55	12	171
04岿 07老	10:07:12	49	49	12.57	12	171
04岿 07老	10:07:12	48	48	12.57	12	171
04岿 07老	10:07:13	49	49	12.55	12	171
04岿 07老	10:07:13	48	48	12.56	12	171
04岿 07老	10:07:14	48	48	12.55	12	171
04岿 07老	10:07:14	48	48	12.55	12	171
04岿 07老	10:07:15	48	48	12.56	12	171
04岿 07老	10:07:15	48	48	12.56	12	171
04岿 07老	10:07:16	48	48	12.56	12	171
04岿 07老	10:07:16	47	47	12.56	12	171
04岿 07老	10:07:17	48	48	12.55	12	171
04岿 07老	10:07:17	47	47	12.56	12	171
04岿 07老	10:07:18	48	48	12.57	12	171
04岿 07老	10:07:18	47	47	12.54	12	171
04岿 07老	10:07:19	47	47	12.56	12	171
04岿 07老	10:07:19	47	47	12.57	12	171
04岿 07老	10:07:20	47	47	12.56	12	171
04岿 07老	10:07:20	47	47	12.55	12	171
04岿 07老	10:07:21	47	47	12.57	12	171
04岿 07老	10:07:21	47	47	12.56	12	171
04岿 07老	10:07:22	46	46	12.55	12	171
04岿 07老	10:07:22	46	46	12.58	12	171
04岿 07老	10:07:23	47	47	12.57	12	171
04岿 07老	10:07:23	46	46	12.58	12	171
04岿 07老	10:07:24	45	45	12.57	12	171
04岿 07老	10:07:24	46	46	12.58	12	171
04岿 07老	10:07:25	46	46	12.59	12	171
04岿 07老	10:07:25	46	46	12.58	12	171
04岿 07老	10:07:26	45	45	12.58	12	171
04岿 07老	10:07:26	46	46	12.58	12	171
04岿 07老	10:07:27	45	45	12.58	12	171
04岿 07老	10:07:27	46	46	12.58	12	171
04岿 07老	10:07:28	45	45	12.58	12	171
04岿 07老	10:07:28	46	46	12.59	12	171
04岿 07老	10:07:29	45	45	12.58	12	171
04岿 07老	10:07:29	44	44	12.56	12	171
04岿 07老	10:07:30	45	45	12.57	12	171
04岿 07老	10:07:30	45	45	12.57	12	171
04岿 07老	10:07:31	46	46	12.6	12	171
04岿 07老	10:07:31	44	44	12.54	12	171
04岿 07老	10:07:32	45	45	12.58	12	171
04岿 07老	10:07:32	45	45	12.57	12	171
04岿 07老	10:07:33	44	44	12.55	12	171
04岿 07老	10:07:33	45	45	12.57	12	171
04岿 07老	10:07:34	44	44	12.56	12	171
04岿 07老	10:07:34	44	44	12.57	12	171
04岿 07老	10:07:35	44	44	12.57	12	171
04岿 07老	10:07:35	44	44	12.55	12	171
04岿 07老	10:07:36	45	45	12.58	12	171
04岿 07老	10:07:36	45	45	12.55	12	171
04岿 07老	10:07:37	44	44	12.54	12	171
04岿 07老	10:07:37	44	44	12.57	12	171
04岿 07老	10:07:38	45	45	12.55	12	171
04岿 07老	10:07:38	45	45	12.55	12	171
04岿 07老	10:07:39	44	44	12.55	12	171
04岿 07老	10:07:39	44	44	12.57	12	171
04岿 07老	10:07:40	44	44	12.57	12	171
04岿 07老	10:07:40	44	44	12.54	12	171
04岿 07老	10:07:41	44	44	12.55	12	171
04岿 07老	10:07:41	44	44	12.54	12	171
04岿 07老	10:07:42	44	44	12.55	12	171
04岿 07老	10:07:42	44	44	12.57	12	171
04岿 07老	10:07:43	43	43	12.54	12	171
04岿 07老	10:07:43	44	44	12.55	12	171
04岿 07老	10:07:44	44	44	12.55	12	171
04岿 07老	10:07:44	45	45	12.56	12	171
04岿 07老	10:07:45	44	44	12.56	12	171
04岿 07老	10:07:45	44	44	12.57	12	171
04岿 07老	10:07:46	44	44	12.57	12	171
04岿 07老	10:07:46	43	43	12.56	12	171
04岿 07老	10:07:47	44	44	12.57	12	171
04岿 07老	10:07:47	44	44	12.57	12	171
04岿 07老	10:07:48	44	44	12.57	12	171
04岿 07老	10:07:48	43	43	12.55	12	171
04岿 07老	10:07:49	43	43	12.57	12	171
04岿 07老	10:07:49	44	44	12.56	12	171
04岿 07老	10:07:50	44	44	12.56	12	171
04岿 07老	10:07:50	44	44	12.56	12	171
04岿 07老	10:07:51	44	44	12.57	12	171
04岿 07老	10:07:51	44	44	12.55	12	171
04岿 07老	10:07:52	43	43	12.56	12	171
04岿 07老	10:07:52	44	44	12.55	12	171
04岿 07老	10:07:53	44	44	12.56	12	171
04岿 07老	10:07:53	44	44	12.55	12	171
04岿 07老	10:07:54	44	44	12.56	12	171
04岿 07老	10:07:54	44	44	12.57	12	171
04岿 07老	10:07:55	44	44	12.57	12	171
04岿 07老	10:07:55	44	44	12.58	12	171
04岿 07老	10:07:56	44	44	12.56	12	171
04岿 07老	10:07:56	44	44	12.57	12	171
04岿 07老	10:07:57	44	44	12.57	12	171
04岿 07老	10:07:57	44	44	12.58	12	171
04岿 07老	10:07:58	45	45	12.55	12	171
04岿 07老	10:07:58	44	44	12.57	12	171
04岿 07老	10:07:59	45	45	12.58	12	171
04岿 07老	10:07:59	44	44	12.57	12	171
04岿 07老	10:08:00	44	44	12.56	12	171
04岿 07老	10:08:00	44	44	12.55	12	171
04岿 07老	10:08:01	44	44	12.56	12	171
04岿 07老	10:08:01	44	44	12.57	12	171
04岿 07老	10:08:02	44	44	12.58	12	171
04岿 07老	10:08:02	45	45	12.55	12	171
04岿 07老	10:08:03	45	45	12.56	12	171
04岿 07老	10:08:03	44	44	12.57	12	171
04岿 07老	10:08:04	44	44	12.57	12	171
04岿 07老	10:08:04	44	44	12.57	12	171
04岿 07老	10:08:05	44	44	12.57	12	171
04岿 07老	10:08:05	45	45	12.57	12	171
04岿 07老	10:08:06	45	45	12.58	12	171
04岿 07老	10:08:06	44	44	12.56	12	171
04岿 07老	10:08:07	44	44	12.57	12	171
04岿 07老	10:08:07	44	44	12.57	12	171
04岿 07老	10:08:08	44	44	12.58	12	171
04岿 07老	10:08:08	44	44	12.57	12	171
04岿 07老	10:08:09	44	44	12.56	12	171
04岿 07老	10:08:09	44	44	12.57	12	171
04岿 07老	10:08:10	44	44	12.57	12	171
04岿 07老	10:08:10	44	44	12.58	12	171
04岿 07老	10:08:11	44	44	12.57	12	171
04岿 07老	10:08:11	44	44	12.58	12	171
04岿 07老	10:08:12	44	44	12.56	12	171
04岿 07老	10:08:12	44	44	12.57	12	171
04岿 07老	10:08:13	45	45	12.58	12	171
04岿 07老	10:08:13	44	44	12.57	12	171
04岿 07老	10:08:14	45	45	12.59	12	171
04岿 07老	10:08:14	44	44	12.57	12	171
04岿 07老	10:08:15	44	44	12.56	12	171
04岿 07老	10:08:15	44	44	12.57	12	171
04岿 07老	10:08:16	44	44	12.56	12	171
04岿 07老	10:08:16	44	44	12.57	12	171
04岿 07老	10:08:17	44	44	12.57	12	171
04岿 07老	10:08:17	45	45	12.56	12	171
04岿 07老	10:08:18	44	44	12.56	12	171
04岿 07老	10:08:18	45	45	12.59	12	171
04岿 07老	10:08:19	45	45	12.58	12	171
04岿 07老	10:08:19	45	45	12.59	12	171
04岿 07老	10:08:20	44	44	12.55	12	171
04岿 07老	10:08:20	44	44	12.55	12	171
04岿 07老	10:08:21	44	44	12.54	12	171
04岿 07老	10:08:21	44	44	12.55	12	171
04岿 07老	10:08:22	45	45	12.57	12	171
04岿 07老	10:08:22	45	45	12.58	12	171
04岿 07老	10:08:23	45	45	12.59	12	171
04岿 07老	10:08:23	44	44	12.56	12	171
04岿 07老	10:08:24	44	44	12.54	12	171
04岿 07老	10:08:24	44	44	12.57	12	171
04岿 07老	10:08:25	45	45	12.56	12	171
04岿 07老	10:08:25	45	45	12.57	12	171
04岿 07老	10:08:26	45	45	12.56	12	171
04岿 07老	10:08:26	45	45	12.57	12	171
04岿 07老	10:08:27	45	45	12.57	12	171
04岿 07老	10:08:27	45	45	12.57	12	171
04岿 07老	10:08:28	45	45	12.57	12	171
04岿 07老	10:08:28	45	45	12.56	12	171
04岿 07老	10:08:29	45	45	12.58	12	171
04岿 07老	10:08:29	43	43	12.53	12	171
04岿 07老	10:08:30	45	45	12.57	12	171
04岿 07老	10:08:30	45	45	12.59	12	171
04岿 07老	10:08:31	44	44	12.56	12	171
04岿 07老	10:08:31	45	45	12.57	12	171
04岿 07老	10:08:32	45	45	12.57	12	171
04岿 07老	10:08:32	44	44	12.54	12	171
04岿 07老	10:08:33	45	45	12.57	12	171
04岿 07老	10:08:33	44	44	12.56	12	171
04岿 07老	10:08:34	45	45	12.57	12	171
04岿 07老	10:08:34	44	44	12.57	12	171
04岿 07老	10:08:35	44	44	12.55	12	171
04岿 07老	10:08:35	44	44	12.57	12	171
04岿 07老	10:08:36	44	44	12.56	12	171
04岿 07老	10:08:36	44	44	12.57	12	171
04岿 07老	10:08:37	44	44	12.57	12	171
04岿 07老	10:08:37	44	44	12.56	12	171
04岿 07老	10:08:38	44	44	12.55	12	171
04岿 07老	10:08:38	44	44	12.56	12	171
04岿 07老	10:08:39	44	44	12.56	12	171
04岿 07老	10:08:39	44	44	12.56	12	171
04岿 07老	10:08:40	45	45	12.58	12	171
04岿 07老	10:08:40	44	44	12.56	12	171
04岿 07老	10:08:41	44	44	12.57	12	171
04岿 07老	10:08:41	44	44	12.57	12	171
04岿 07老	10:08:42	44	44	12.57	12	171
04岿 07老	10:08:42	44	44	12.57	12	171
04岿 07老	10:08:43	45	45	12.56	12	171
04岿 07老	10:08:43	45	45	12.56	12	171
04岿 07老	10:08:44	44	44	12.57	12	171
04岿 07老	10:08:44	44	44	12.56	12	171
04岿 07老	10:08:45	44	44	12.57	12	171
04岿 07老	10:08:45	44	44	12.57	12	171
04岿 07老	10:08:46	43	43	12.55	12	171
04岿 07老	10:08:46	44	44	12.57	12	171
04岿 07老	10:08:47	44	44	12.57	12	171
04岿 07老	10:08:47	43	43	12.55	12	171
04岿 07老	10:08:48	44	44	12.57	12	171
04岿 07老	10:08:48	43	43	12.56	12	171
04岿 07老	10:08:49	44	44	12.58	12	171
04岿 07老	10:08:49	43	43	12.57	12	171
04岿 07老	10:08:50	43	43	12.57	12	171
04岿 07老	10:08:50	44	44	12.58	12	171
04岿 07老	10:08:51	43	43	12.57	12	171
04岿 07老	10:08:51	43	43	12.56	12	171
04岿 07老	10:08:52	43	43	12.56	12	171
04岿 07老	10:08:52	43	43	12.58	12	171
04岿 07老	10:08:53	44	44	12.59	12	171
04岿 07老	10:08:53	43	43	12.57	12	171
04岿 07老	10:08:54	43	43	12.57	12	171
04岿 07老	10:08:54	43	43	12.56	12	171
04岿 07老	10:08:55	43	43	12.58	12	171
04岿 07老	10:08:55	43	43	12.56	12	171
04岿 07老	10:08:56	43	43	12.57	12	171
04岿 07老	10:08:56	43	43	12.57	12	171
04岿 07老	10:08:57	43	43	12.57	12	171
04岿 07老	10:08:57	43	43	12.57	12	171
04岿 07老	10:08:58	43	43	12.57	12	171
04岿 07老	10:08:58	43	43	12.56	12	171
04岿 07老	10:08:59	43	43	12.56	12	171
04岿 07老	10:08:59	44	44	12.58	12	171
04岿 07老	10:09:00	43	43	12.58	12	171
04岿 07老	10:09:00	42	42	12.56	12	171
04岿 07老	10:09:01	42	42	12.56	12	171
04岿 07老	10:09:01	43	43	12.57	12	171
04岿 07老	10:09:02	43	43	12.56	12	171
04岿 07老	10:09:02	43	43	12.58	12	171
04岿 07老	10:09:03	42	42	12.57	12	171
04岿 07老	10:09:03	43	43	12.58	12	171
04岿 07老	10:09:04	42	42	12.56	12	171
04岿 07老	10:09:04	42	42	12.57	12	171
04岿 07老	10:09:05	42	42	12.58	12	171
04岿 07老	10:09:05	42	42	12.58	12	171
04岿 07老	10:09:06	42	42	12.57	12	171
04岿 07老	10:09:06	42	42	12.57	12	171
04岿 07老	10:09:07	42	42	12.56	12	171
04岿 07老	10:09:07	42	42	12.56	12	171
04岿 07老	10:09:08	42	42	12.56	12	171
04岿 07老	10:09:08	42	42	12.56	12	171
04岿 07老	10:09:09	43	43	12.57	12	171
04岿 07老	10:09:09	42	42	12.58	12	171
04岿 07老	10:09:10	42	42	12.56	12	171
04岿 07老	10:09:10	43	43	12.57	12	171
04岿 07老	10:09:11	42	42	12.56	12	171
04岿 07老	10:09:11	42	42	12.52	12	171
04岿 07老	10:09:12	43	43	12.52	12	171
04岿 07老	10:09:12	42	42	12.51	12	171
04岿 07老	10:09:13	43	43	12.53	12	171
04岿 07老	10:09:13	43	43	12.52	12	171
04岿 07老	10:09:14	43	43	12.53	12	171
04岿 07老	10:09:14	42	42	12.51	12	171
04岿 07老	10:09:15	43	43	12.54	12	171
04岿 07老	10:09:15	42	42	12.51	12	171
04岿 07老	10:09:16	42	42	12.51	12	171
04岿 07老	10:09:16	43	43	12.51	12	171
04岿 07老	10:09:17	42	42	12.51	12	171
04岿 07老	10:09:17	43	43	12.52	12	171
04岿 07老	10:09:18	43	43	12.53	12	171
04岿 07老	10:09:18	42	42	12.52	12	171
04岿 07老	10:09:19	41	41	12.51	12	171
04岿 07老	10:09:19	42	42	12.53	12	171
04岿 07老	10:09:20	42	42	12.53	12	171
04岿 07老	10:09:20	42	42	12.53	12	171
04岿 07老	10:09:21	43	43	12.53	12	171
04岿 07老	10:09:21	43	43	12.54	12	171
04岿 07老	10:09:22	44	44	12.56	12	171
04岿 07老	10:09:22	42	42	12.54	12	171
04岿 07老	10:09:23	43	43	12.56	12	171
04岿 07老	10:09:23	42	42	12.54	12	171
04岿 07老	10:09:24	42	42	12.54	12	171
04岿 07老	10:09:24	43	43	12.56	12	171
04岿 07老	10:09:25	43	43	12.55	12	171
04岿 07老	10:09:25	42	42	12.53	12	171
04岿 07老	10:09:26	43	43	12.56	12	171
04岿 07老	10:09:26	41	41	12.53	12	171
04岿 07老	10:09:27	42	42	12.54	12	171
04岿 07老	10:09:27	43	43	12.56	12	171
04岿 07老	10:09:28	42	42	12.54	12	171
04岿 07老	10:09:28	43	43	12.54	12	171
04岿 07老	10:09:29	42	42	12.54	12	171
04岿 07老	10:09:29	42	42	12.53	12	171
04岿 07老	10:09:30	42	42	12.54	12	171
04岿 07老	10:09:30	42	42	12.54	12	171
04岿 07老	10:09:31	41	41	12.53	12	171
04岿 07老	10:09:31	42	42	12.54	12	171
04岿 07老	10:09:32	43	43	12.54	12	171
04岿 07老	10:09:32	41	41	12.52	12	171
04岿 07老	10:09:33	41	41	12.51	12	171
04岿 07老	10:09:33	42	42	12.53	12	171
04岿 07老	10:09:34	42	42	12.55	12	171
04岿 07老	10:09:34	42	42	12.54	12	171
04岿 07老	10:09:35	43	43	12.55	12	171
04岿 07老	10:09:35	42	42	12.53	12	171
04岿 07老	10:09:36	42	42	12.52	12	171
04岿 07老	10:09:36	42	42	12.52	12	171
04岿 07老	10:09:37	42	42	12.51	12	171
04岿 07老	10:09:37	41	41	12.5	12	171
04岿 07老	10:09:38	41	41	12.51	12	171
04岿 07老	10:09:38	42	42	12.5	12	171
04岿 07老	10:09:39	42	42	12.51	12	171
04岿 07老	10:09:39	41	41	12.51	12	171
04岿 07老	10:09:40	42	42	12.52	12	171
04岿 07老	10:09:40	40	40	12.49	12	171
04岿 07老	10:09:41	41	41	12.51	12	171
04岿 07老	10:09:41	42	42	12.53	12	171
04岿 07老	10:09:42	41	41	12.51	12	171
04岿 07老	10:09:42	42	42	12.52	12	171
04岿 07老	10:09:43	42	42	12.52	12	171
04岿 07老	10:09:43	40	40	12.51	12	171
04岿 07老	10:09:44	40	40	12.5	12	171
04岿 07老	10:09:44	41	41	12.51	12	171
04岿 07老	10:09:45	42	42	12.54	12	171
04岿 07老	10:09:45	41	41	12.52	12	171
04岿 07老	10:09:46	42	42	12.53	12	171
04岿 07老	10:09:46	40	40	12.51	12	171
04岿 07老	10:09:47	41	41	12.52	12	171
04岿 07老	10:09:47	41	41	12.53	12	171
04岿 07老	10:09:48	41	41	12.52	12	171
04岿 07老	10:09:48	41	41	12.52	12	171
04岿 07老	10:09:49	41	41	12.52	12	171
04岿 07老	10:09:49	40	40	12.51	12	171
04岿 07老	10:09:50	41	41	12.53	12	171
04岿 07老	10:09:50	41	41	12.51	12	171
04岿 07老	10:09:51	41	41	12.53	12	171
04岿 07老	10:09:51	41	41	12.53	12	171
04岿 07老	10:09:52	42	42	12.54	12	171
04岿 07老	10:09:52	40	40	12.52	12	171
04岿 07老	10:09:53	42	42	12.53	12	171
04岿 07老	10:09:53	41	41	12.53	12	171
04岿 07老	10:09:54	42	42	12.53	12	171
04岿 07老	10:09:54	41	41	12.51	12	171
04岿 07老	10:09:55	40	40	12.52	12	171
04岿 07老	10:09:55	41	41	12.54	12	171
04岿 07老	10:09:56	41	41	12.53	12	171
04岿 07老	10:09:56	40	40	12.52	12	171
04岿 07老	10:09:57	42	42	12.54	12	171
04岿 07老	10:09:57	42	42	12.54	12	171
04岿 07老	10:09:58	42	42	12.55	12	171
04岿 07老	10:09:58	41	41	12.53	12	171
04岿 07老	10:09:59	41	41	12.54	12	171
04岿 07老	10:09:59	41	41	12.54	12	171
04岿 07老	10:10:00	41	41	12.53	12	171
04岿 07老	10:10:00	40	40	12.52	12	171
04岿 07老	10:10:01	41	41	12.54	12	171
04岿 07老	10:10:01	40	40	12.52	12	171
04岿 07老	10:10:02	40	40	12.53	12	171
04岿 07老	10:10:02	41	41	12.54	12	171
04岿 07老	10:10:03	42	42	12.54	12	171
04岿 07老	10:10:03	40	40	12.52	12	171
04岿 07老	10:10:04	41	41	12.54	12	171
04岿 07老	10:10:04	41	41	12.54	12	171
04岿 07老	10:10:05	40	40	12.53	12	171
04岿 07老	10:10:05	40	40	12.53	12	171
04岿 07老	10:10:06	42	42	12.56	12	171
04岿 07老	10:10:06	42	42	12.54	12	171
04岿 07老	10:10:07	41	41	12.54	12	171
04岿 07老	10:10:07	41	41	12.54	12	171
04岿 07老	10:10:08	41	41	12.53	12	171
04岿 07老	10:10:08	41	41	12.55	12	171
04岿 07老	10:10:09	41	41	12.54	12	171
04岿 07老	10:10:09	41	41	12.53	12	171
04岿 07老	10:10:10	42	42	12.55	12	171
04岿 07老	10:10:10	41	41	12.53	12	171
04岿 07老	10:10:11	42	42	12.53	12	171
04岿 07老	10:10:11	42	42	12.54	12	171
04岿 07老	10:10:12	41	41	12.52	12	171
04岿 07老	10:10:12	42	42	12.55	12	171
04岿 07老	10:10:13	42	42	12.54	12	171
04岿 07老	10:10:13	42	42	12.55	12	171
04岿 07老	10:10:14	42	42	12.55	12	171
04岿 07老	10:10:14	41	41	12.54	12	171
04岿 07老	10:10:15	41	41	12.54	12	171
04岿 07老	10:10:15	41	41	12.53	12	171
04岿 07老	10:10:16	42	42	12.54	12	171
04岿 07老	10:10:16	42	42	12.54	12	171
04岿 07老	10:10:17	42	42	12.53	12	171
04岿 07老	10:10:17	43	43	12.55	12	171
04岿 07老	10:10:18	40	40	12.51	12	171
04岿 07老	10:10:18	42	42	12.53	12	171
04岿 07老	10:10:19	42	42	12.54	12	171
04岿 07老	10:10:19	42	42	12.53	12	171
04岿 07老	10:10:20	42	42	12.54	12	171
04岿 07老	10:10:20	42	42	12.54	12	171
04岿 07老	10:10:21	43	43	12.54	12	171
04岿 07老	10:10:21	42	42	12.53	12	171
04岿 07老	10:10:22	42	42	12.54	12	171
04岿 07老	10:10:22	42	42	12.54	12	171
04岿 07老	10:10:23	42	42	12.54	12	171
04岿 07老	10:10:23	42	42	12.52	12	171
04岿 07老	10:10:24	43	43	12.54	12	171
04岿 07老	10:10:24	41	41	12.52	12	171
04岿 07老	10:10:25	43	43	12.54	12	171
04岿 07老	10:10:25	43	43	12.53	12	171
04岿 07老	10:10:26	42	42	12.52	12	171
04岿 07老	10:10:26	43	43	12.54	12	171
04岿 07老	10:10:27	42	42	12.53	12	171
04岿 07老	10:10:27	42	42	12.52	12	171
04岿 07老	10:10:28	42	42	12.52	12	171
04岿 07老	10:10:28	42	42	12.52	12	171
04岿 07老	10:10:29	42	42	12.54	12	171
04岿 07老	10:10:29	43	43	12.54	12	171
04岿 07老	10:10:30	42	42	12.53	12	171
04岿 07老	10:10:30	41	41	12.54	12	171
04岿 07老	10:10:31	42	42	12.54	12	171
04岿 07老	10:10:31	41	41	12.53	12	171
04岿 07老	10:10:32	40	40	12.54	12	171
04岿 07老	10:10:32	41	41	12.56	12	171
04岿 07老	10:10:33	41	41	12.54	12	171
04岿 07老	10:10:33	41	41	12.55	12	171
04岿 07老	10:10:34	40	40	12.54	12	171
04岿 07老	10:10:34	41	41	12.59	12	171
04岿 07老	10:10:35	42	42	12.56	12	171
04岿 07老	10:10:35	40	40	12.24	12	171
04岿 07老	10:10:36	38	38	12.3	12	171
04岿 07老	10:10:36	43	43	12.53	12	171
04岿 07老	10:10:37	42	42	12.51	12	171
04岿 07老	10:10:37	43	43	12.5	12	171
04岿 07老	10:10:38	42	42	12.48	12	171
04岿 07老	10:10:38	42	42	12.48	12	171
04岿 07老	10:10:39	41	41	12.46	12	171
04岿 07老	10:10:39	42	42	12.45	12	171
04岿 07老	10:10:40	42	42	12.47	12	171
04岿 07老	10:10:40	42	42	12.49	12	171
04岿 07老	10:10:41	42	42	12.49	12	171
04岿 07老	10:10:41	42	42	12.5	12	171
04岿 07老	10:10:42	43	43	12.5	12	171
04岿 07老	10:10:42	41	41	12.48	12	171
04岿 07老	10:10:43	42	42	12.5	12	171
