SensorID: 5498,
Firmware Version: 1.5.5,

mm-dd,hh:mm:ss,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
3-26,11:33:28,61,61,13.14,2,152,
3-26,11:33:29,62,62,13.17,2,152,
3-26,11:33:29,62,62,13.15,2,152,
3-26,11:33:30,61,61,13.14,2,152,
3-26,11:33:30,61,61,13.16,2,152,
3-26,11:33:31,60,60,13.12,2,152,
3-26,11:33:31,62,62,13.18,2,152,
3-26,11:33:32,61,61,13.15,2,152,
3-26,11:33:32,61,61,13.18,2,152,
3-26,11:33:33,61,61,13.19,2,152,
3-26,11:33:33,59,59,13.12,2,152,
3-26,11:33:34,60,60,13.15,2,152,
3-26,11:33:34,60,60,13.17,2,152,
3-26,11:33:35,61,61,13.19,2,152,
3-26,11:33:35,59,59,13.16,2,152,
3-26,11:33:36,60,60,13.15,2,152,
3-26,11:33:36,59,59,13.14,2,152,
3-26,11:33:37,58,58,13.13,2,152,
3-26,11:33:37,59,59,13.17,2,152,
3-26,11:33:38,59,59,13.16,2,152,
3-26,11:33:38,59,59,13.18,2,152,
3-26,11:33:39,59,59,13.16,2,152,
3-26,11:33:39,58,58,13.16,2,152,
3-26,11:33:40,59,59,13.17,2,152,
3-26,11:33:40,59,59,13.19,2,152,
3-26,11:33:41,58,58,13.16,2,152,
3-26,11:33:41,59,59,13.18,2,152,
3-26,11:33:42,57,57,13.13,2,152,
3-26,11:33:42,58,58,13.15,2,152,
3-26,11:33:43,57,57,13.14,2,152,
3-26,11:33:43,58,58,13.16,2,152,
3-26,11:33:44,57,57,13.14,2,152,
3-26,11:33:44,57,57,13.15,2,152,
3-26,11:33:45,57,57,13.16,2,152,
3-26,11:33:45,57,57,13.16,2,152,
3-26,11:33:46,56,56,13.14,2,152,
3-26,11:33:46,56,56,13.15,2,152,
3-26,11:33:47,57,57,13.17,2,152,
3-26,11:33:47,57,57,13.16,2,152,
3-26,11:33:48,57,57,13.17,2,152,
3-26,11:33:48,56,56,13.15,2,152,
3-26,11:33:49,56,56,13.17,2,152,
3-26,11:33:49,57,57,13.16,2,152,
3-26,11:33:50,56,56,13.16,2,152,
3-26,11:33:50,57,57,13.18,2,152,
3-26,11:33:51,54,54,13.11,2,152,
3-26,11:33:51,57,57,13.19,2,152,
3-26,11:33:52,55,55,13.14,2,152,
3-26,11:33:52,55,55,13.15,2,152,
3-26,11:33:53,55,55,13.16,2,152,
3-26,11:33:53,54,54,13.13,2,152,
3-26,11:33:54,55,55,13.16,2,152,
3-26,11:33:54,54,54,13.1,2,152,
3-26,11:33:55,55,55,13.15,2,152,
3-26,11:33:55,56,56,13.2,2,152,
3-26,11:33:56,54,54,13.17,2,152,
3-26,11:33:56,55,55,13.17,2,152,
3-26,11:33:57,54,54,13.16,2,152,
3-26,11:33:57,53,53,13.15,2,152,
3-26,11:33:58,53,53,13.15,2,152,
3-26,11:33:58,54,54,13.15,2,152,
3-26,11:33:59,54,54,13.16,2,152,
3-26,11:33:59,53,53,13.14,2,152,
3-26,11:34:0,54,54,13.16,2,152,
3-26,11:34:0,56,56,13.21,2,152,
3-26,11:34:1,53,53,13.17,2,152,
3-26,11:34:1,53,53,13.15,2,152,
3-26,11:34:2,54,54,13.18,2,152,
3-26,11:34:2,52,52,13.13,2,152,
3-26,11:34:3,52,52,13.15,2,152,
3-26,11:34:3,53,53,13.16,2,152,
3-26,11:34:4,54,54,13.18,2,152,
3-26,11:34:4,52,52,13.14,2,152,
3-26,11:34:5,52,52,13.14,2,152,
3-26,11:34:5,53,53,13.16,2,152,
3-26,11:34:6,52,52,13.14,2,152,
3-26,11:34:6,53,53,13.18,2,152,
3-26,11:34:7,54,54,13.2,2,152,
3-26,11:34:7,53,53,13.18,2,152,
3-26,11:34:8,52,52,13.16,2,152,
3-26,11:34:8,51,51,13.15,2,152,
3-26,11:34:9,53,53,13.21,2,152,
3-26,11:34:9,52,52,13.17,2,152,
3-26,11:34:10,53,53,13.2,2,152,
3-26,11:34:10,51,51,13.16,2,152,
3-26,11:34:11,53,53,13.18,2,152,
3-26,11:34:11,50,50,13.13,2,152,
3-26,11:34:12,52,52,13.17,2,152,
3-26,11:34:12,51,51,13.15,2,152,
3-26,11:34:13,52,52,13.18,2,152,
3-26,11:34:13,52,52,13.19,2,152,
3-26,11:34:14,52,52,13.18,2,152,
3-26,11:34:14,49,49,13.12,2,152,
3-26,11:34:15,50,50,13.13,2,152,
3-26,11:34:15,51,51,13.16,2,152,
3-26,11:34:16,52,52,13.19,2,152,
3-26,11:34:16,51,51,13.17,2,152,
3-26,11:34:17,50,50,13.16,2,152,
3-26,11:34:17,51,51,13.16,2,152,
3-26,11:34:18,51,51,13.15,2,152,
3-26,11:34:18,51,51,13.18,2,152,
3-26,11:34:19,50,50,13.15,2,152,
3-26,11:34:19,50,50,13.16,2,152,
3-26,11:34:20,50,50,13.18,2,152,
3-26,11:34:20,50,50,13.16,2,152,
3-26,11:34:21,51,51,13.19,2,152,
3-26,11:34:21,50,50,13.17,2,152,
3-26,11:34:22,49,49,13.14,2,152,
3-26,11:34:22,49,49,13.14,2,152,
3-26,11:34:23,51,51,13.19,2,152,
3-26,11:34:23,50,50,13.17,2,152,
3-26,11:34:24,50,50,13.15,2,152,
3-26,11:34:24,49,49,13.15,2,152,
3-26,11:34:25,50,50,13.18,2,152,
3-26,11:34:25,50,50,13.18,2,152,
3-26,11:34:26,50,50,13.18,2,152,
3-26,11:34:26,49,49,13.15,2,152,
3-26,11:34:27,48,48,13.12,2,152,
3-26,11:34:27,49,49,13.16,2,152,
3-26,11:34:28,50,50,13.18,2,152,
3-26,11:34:28,49,49,13.16,2,152,
3-26,11:34:29,50,50,13.18,2,152,
3-26,11:34:29,51,51,13.19,2,152,
3-26,11:34:30,49,49,13.15,2,152,
3-26,11:34:30,48,48,13.16,2,152,
3-26,11:34:31,51,51,13.2,2,152,
3-26,11:34:31,51,51,13.21,2,152,
3-26,11:34:32,51,51,13.2,2,152,
3-26,11:34:32,50,50,13.2,2,152,
3-26,11:34:33,48,48,13.15,2,152,
3-26,11:34:33,49,49,13.17,2,152,
3-26,11:34:34,47,47,13.14,2,152,
3-26,11:34:34,48,48,13.14,2,152,
3-26,11:34:35,48,48,13.17,2,152,
3-26,11:34:35,49,49,13.19,2,152,
3-26,11:34:36,49,49,13.16,2,152,
3-26,11:34:36,46,46,13.14,2,152,
3-26,11:34:37,48,48,13.16,2,152,
3-26,11:34:37,49,49,13.18,2,152,
3-26,11:34:38,51,51,13.21,2,152,
3-26,11:34:38,49,49,13.18,2,152,
3-26,11:34:39,48,48,13.15,2,152,
3-26,11:34:39,49,49,13.2,2,152,
3-26,11:34:40,49,49,13.19,2,152,
3-26,11:34:40,48,48,13.16,2,152,
3-26,11:34:41,49,49,13.19,2,152,
3-26,11:34:41,50,50,13.19,2,152,
3-26,11:34:42,47,47,13.14,2,152,
3-26,11:34:42,48,48,13.17,2,152,
3-26,11:34:43,48,48,13.18,2,152,
3-26,11:34:43,48,48,13.18,2,152,
3-26,11:34:44,48,48,13.16,2,152,
3-26,11:34:44,47,47,13.16,2,152,
3-26,11:34:45,49,49,13.19,2,152,
3-26,11:34:45,48,48,13.16,2,152,
3-26,11:34:46,49,49,13.19,2,152,
3-26,11:34:46,48,48,13.18,2,152,
3-26,11:34:47,47,47,13.16,2,152,
3-26,11:34:47,46,46,13.13,2,152,
3-26,11:34:48,48,48,13.18,2,152,
3-26,11:34:48,48,48,13.17,2,152,
3-26,11:34:49,46,46,13.13,2,152,
3-26,11:34:49,47,47,13.16,2,152,
3-26,11:34:50,47,47,13.16,2,152,
3-26,11:34:50,48,48,13.18,2,152,
3-26,11:34:51,47,47,13.15,2,152,
3-26,11:34:51,47,47,13.16,2,152,
3-26,11:34:52,48,48,13.16,2,152,
3-26,11:34:52,48,48,13.17,2,152,
3-26,11:34:53,47,47,13.13,2,152,
3-26,11:34:53,48,48,13.19,2,152,
3-26,11:34:54,47,47,13.15,2,152,
3-26,11:34:54,47,47,13.13,2,152,
3-26,11:34:55,47,47,13.16,2,152,
3-26,11:34:55,50,50,13.22,2,152,
3-26,11:34:56,48,48,13.17,2,152,
3-26,11:34:56,47,47,13.14,2,152,
3-26,11:34:57,50,50,13.22,2,152,
3-26,11:34:57,49,49,13.18,2,152,
3-26,11:34:58,47,47,13.15,2,152,
3-26,11:34:58,46,46,13.14,2,152,
3-26,11:34:59,48,48,13.17,2,152,
3-26,11:34:59,46,46,13.13,2,152,
3-26,11:35:0,48,48,13.17,2,152,
3-26,11:35:0,47,47,13.15,2,152,
3-26,11:35:1,46,46,13.14,2,152,
3-26,11:35:1,48,48,13.14,2,152,
3-26,11:35:2,48,48,13.15,2,152,
3-26,11:35:2,49,49,13.17,2,152,
3-26,11:35:3,47,47,13.16,2,152,
3-26,11:35:3,47,47,13.13,2,152,
3-26,11:35:4,49,49,13.16,2,152,
3-26,11:35:4,48,48,13.16,2,152,
3-26,11:35:5,48,48,13.14,2,152,
3-26,11:35:5,47,47,13.15,2,152,
3-26,11:35:6,49,49,13.17,2,152,
3-26,11:35:6,48,48,13.15,2,152,
3-26,11:35:7,48,48,13.13,2,152,
3-26,11:35:7,49,49,13.14,2,152,
3-26,11:35:8,48,48,13.16,2,152,
3-26,11:35:8,46,46,13.11,2,152,
3-26,11:35:9,50,50,13.19,2,152,
3-26,11:35:9,49,49,13.13,2,152,
3-26,11:35:10,50,50,13.16,2,152,
3-26,11:35:10,49,49,13.14,2,152,
3-26,11:35:11,49,49,13.14,2,152,
3-26,11:35:11,50,50,13.16,2,152,
3-26,11:35:12,54,54,13.23,2,152,
3-26,11:35:12,50,50,13.13,2,152,
3-26,11:35:13,50,50,13.14,2,152,
3-26,11:35:13,52,52,13.17,2,152,
3-26,11:35:14,52,52,13.11,2,152,
3-26,11:35:14,53,53,13.14,2,152,
3-26,11:35:15,53,53,13.13,2,152,
3-26,11:35:15,53,53,13.15,2,152,
3-26,11:35:16,52,52,13.11,2,152,
3-26,11:35:16,54,54,13.17,2,152,
3-26,11:35:17,56,56,13.21,2,152,
3-26,11:35:17,57,57,13.14,2,152,
3-26,11:35:18,57,57,13.11,2,152,
3-26,11:35:18,56,56,13.09,2,152,
3-26,11:35:19,59,59,13.12,2,152,
3-26,11:35:19,57,57,13.09,2,152,
3-26,11:35:20,57,57,13.1,2,152,
3-26,11:35:20,57,57,13.1,2,152,
3-26,11:35:21,57,57,13.05,2,152,
3-26,11:35:21,60,60,13.1,2,152,
3-26,11:35:22,59,59,13.1,2,152,
3-26,11:35:22,60,60,13.09,2,152,
3-26,11:35:23,61,61,13.12,2,152,
3-26,11:35:23,61,61,13.1,2,152,
3-26,11:35:24,62,62,13.12,2,152,
3-26,11:35:24,63,63,13.16,2,152,
3-26,11:35:25,64,64,13.15,2,152,
3-26,11:35:25,64,64,13.15,2,152,
3-26,11:35:26,65,65,13.16,2,152,
3-26,11:35:26,64,64,13.17,2,152,
3-26,11:35:27,64,64,13.16,2,152,
3-26,11:35:27,63,63,13.13,2,152,
3-26,11:35:28,64,64,13.12,2,152,
3-26,11:35:28,62,62,13.08,2,152,
3-26,11:35:29,63,63,13.1,2,152,
3-26,11:35:29,61,61,13.09,2,152,
3-26,11:35:30,62,62,13.13,2,152,
3-26,11:35:30,62,62,13.1,2,152,
3-26,11:35:31,63,63,13.14,2,152,
3-26,11:35:31,61,61,13.11,2,152,
3-26,11:35:32,62,62,13.13,2,152,
3-26,11:35:32,62,62,13.13,2,152,
3-26,11:35:33,61,61,13.1,2,152,
3-26,11:35:33,62,62,13.14,2,152,
3-26,11:35:34,61,61,13.13,2,152,
3-26,11:35:34,61,61,13.14,2,152,
3-26,11:35:35,60,60,13.11,2,152,
3-26,11:35:35,61,61,13.12,2,152,
3-26,11:35:36,60,60,13.12,2,152,
3-26,11:35:36,59,59,13.09,2,152,
3-26,11:35:37,60,60,13.15,2,152,
3-26,11:35:37,58,58,13.13,2,152,
3-26,11:35:38,60,60,13.12,2,152,
3-26,11:35:38,58,58,13.13,2,152,
3-26,11:35:39,57,57,13.08,2,152,
3-26,11:35:39,60,60,13.15,2,152,
3-26,11:35:40,59,59,13.15,2,152,
3-26,11:35:40,59,59,13.1,2,152,
3-26,11:35:41,58,58,13.13,2,152,
3-26,11:35:41,57,57,13.15,2,152,
3-26,11:35:42,56,56,13.11,2,152,
3-26,11:35:42,55,55,13.1,2,152,
3-26,11:35:43,56,56,13.13,2,152,
3-26,11:35:43,54,54,13.1,2,152,
3-26,11:35:44,54,54,13.12,2,152,
3-26,11:35:44,53,53,13.11,2,152,
3-26,11:35:45,53,53,13.14,2,152,
3-26,11:35:45,52,52,13.18,2,152,
3-26,11:35:46,53,53,13.16,2,152,
3-26,11:35:46,50,50,13.14,2,152,
3-26,11:35:47,49,49,13.14,2,152,
3-26,11:35:47,48,48,13.12,2,152,
3-26,11:35:48,49,49,13.17,2,152,
3-26,11:35:48,48,48,13.1,2,152,
3-26,11:35:49,46,46,13.11,2,152,
3-26,11:35:49,47,47,13.16,2,152,
3-26,11:35:50,51,51,13.19,2,152,
3-26,11:35:50,50,50,13.16,2,152,
3-26,11:35:51,49,49,13.16,2,152,
3-26,11:35:51,52,52,13.16,2,152,
3-26,11:35:52,51,51,13.12,2,152,
3-26,11:35:52,51,51,13.12,2,152,
3-26,11:35:53,52,52,13.13,2,152,
3-26,11:35:53,53,53,13.15,2,152,
3-26,11:35:54,54,54,13.15,2,152,
3-26,11:35:54,52,52,13.13,2,152,
3-26,11:35:55,53,53,13.1,2,152,
3-26,11:35:55,53,53,13.14,2,152,
3-26,11:35:56,54,54,13.16,2,152,
3-26,11:35:56,54,54,13.1,2,152,
3-26,11:35:57,54,54,13.09,2,152,
3-26,11:35:57,53,53,13.09,2,152,
3-26,11:35:58,54,54,13.09,2,152,
3-26,11:35:58,56,56,13.12,2,152,
3-26,11:35:59,55,55,13.12,2,152,
3-26,11:35:59,53,53,13.08,2,152,
3-26,11:36:0,53,53,13.14,2,152,
3-26,11:36:0,52,52,13.13,2,152,
3-26,11:36:1,53,53,13.15,2,152,
3-26,11:36:1,50,50,13.14,2,152,
3-26,11:36:2,53,53,13.15,2,152,
3-26,11:36:2,52,52,13.13,2,152,
3-26,11:36:3,51,51,13.12,2,152,
3-26,11:36:3,50,50,13.1,2,152,
3-26,11:36:4,49,49,13.11,2,152,
3-26,11:36:4,53,53,13.14,2,152,
3-26,11:36:5,55,55,13.11,2,152,
3-26,11:36:5,55,55,13.09,2,152,
3-26,11:36:6,56,56,13.1,2,152,
3-26,11:36:6,55,55,13.08,2,152,
3-26,11:36:7,58,58,13.12,2,152,
3-26,11:36:7,57,57,13.1,2,152,
3-26,11:36:8,56,56,13.09,2,152,
3-26,11:36:8,59,59,13.1,2,152,
3-26,11:36:9,57,57,13.13,2,152,
3-26,11:36:9,57,57,13.11,2,152,
3-26,11:36:10,61,61,13.16,2,152,
3-26,11:36:10,59,59,13.1,2,152,
3-26,11:36:11,59,59,13.08,2,152,
3-26,11:36:11,60,60,13.1,2,152,
3-26,11:36:12,58,58,13.08,2,152,
3-26,11:36:12,59,59,13.1,2,152,
3-26,11:36:13,60,60,13.12,2,152,
3-26,11:36:13,58,58,13.07,2,152,
3-26,11:36:14,58,58,13.07,2,152,
3-26,11:36:14,58,58,13.1,2,152,
3-26,11:36:15,58,58,13.09,2,152,
3-26,11:36:15,57,57,13.12,2,152,
3-26,11:36:16,57,57,13.12,2,152,
3-26,11:36:16,52,52,13.08,2,152,
3-26,11:36:17,50,50,13.09,2,152,
3-26,11:36:17,49,49,13.09,2,152,
3-26,11:36:18,49,49,13.1,2,152,
3-26,11:36:18,48,48,13.1,2,152,
3-26,11:36:19,47,47,13.1,2,152,
3-26,11:36:19,47,47,13.15,2,152,
3-26,11:36:20,49,49,13.13,2,152,
3-26,11:36:20,50,50,13.14,2,152,
3-26,11:36:21,49,49,13.1,2,152,
3-26,11:36:21,51,51,13.15,2,152,
3-26,11:36:22,50,50,13.11,2,152,
3-26,11:36:22,53,53,13.17,2,152,
3-26,11:36:23,53,53,13.08,2,152,
3-26,11:36:23,54,54,13.08,2,152,
3-26,11:36:24,54,54,13.09,2,152,
3-26,11:36:24,55,55,13.1,2,152,
3-26,11:36:25,56,56,13.08,2,152,
3-26,11:36:25,55,55,13.07,2,152,
3-26,11:36:26,56,56,13.1,2,152,
3-26,11:36:26,55,55,13.11,2,152,
3-26,11:36:27,57,57,13.11,2,152,
3-26,11:36:27,53,53,13.09,2,152,
3-26,11:36:28,53,53,13.09,2,152,
3-26,11:36:28,55,55,13.12,2,152,
3-26,11:36:29,55,55,13.1,2,152,
3-26,11:36:29,55,55,13.08,2,152,
3-26,11:36:30,55,55,13.12,2,152,
3-26,11:36:30,56,56,13.13,2,152,
3-26,11:36:31,56,56,13.13,2,152,
3-26,11:36:31,56,56,13.12,2,152,
3-26,11:36:32,55,55,13.13,2,152,
3-26,11:36:32,55,55,13.12,2,152,
3-26,11:36:33,53,53,13.09,2,152,
3-26,11:36:33,54,54,13.14,2,152,
3-26,11:36:34,52,52,13.11,2,152,
3-26,11:36:34,53,53,13.15,2,152,
3-26,11:36:35,51,51,13.14,2,152,
3-26,11:36:35,50,50,13.13,2,152,
3-26,11:36:36,50,50,13.14,2,152,
3-26,11:36:36,48,48,13.13,2,152,
3-26,11:36:37,46,46,13.11,2,152,
3-26,11:36:37,46,46,13.13,2,152,
3-26,11:36:38,46,46,13.16,2,152,
3-26,11:36:38,45,45,13.14,2,152,
3-26,11:36:39,44,44,13.13,2,152,
3-26,11:36:39,43,43,13.13,2,152,
3-26,11:36:40,41,41,13.13,2,152,
3-26,11:36:40,42,42,13.16,2,152,
3-26,11:36:41,41,41,13.16,2,152,
3-26,11:36:41,41,41,13.16,2,152,
3-26,11:36:42,41,41,13.18,2,152,
3-26,11:36:42,37,37,13.12,2,152,
3-26,11:36:43,40,40,13.18,2,152,
3-26,11:36:43,40,40,13.17,2,152,
3-26,11:36:44,38,38,13.17,2,152,
3-26,11:36:44,39,39,13.18,2,152,
3-26,11:36:45,38,38,13.17,2,152,
3-26,11:36:45,38,38,13.17,2,152,
3-26,11:36:46,37,37,13.17,2,152,
3-26,11:36:46,38,38,13.16,2,152,
3-26,11:36:47,37,37,13.16,2,152,
3-26,11:36:47,38,38,13.13,2,152,
3-26,11:36:48,39,39,13.15,2,152,
3-26,11:36:48,39,39,13.12,2,152,
3-26,11:36:49,38,38,13.13,2,152,
3-26,11:36:49,41,41,13.14,2,152,
3-26,11:36:50,42,42,13.16,2,152,
3-26,11:36:50,42,42,13.1,2,152,
3-26,11:36:51,44,44,13.16,2,152,
3-26,11:36:51,45,45,13.12,2,152,
3-26,11:36:52,47,47,13.15,2,152,
3-26,11:36:52,50,50,13.18,2,152,
3-26,11:36:53,49,49,13.14,2,152,
3-26,11:36:53,53,53,13.16,2,152,
3-26,11:36:54,52,52,13.09,2,152,
3-26,11:36:54,54,54,13.1,2,152,
3-26,11:36:55,56,56,13.12,2,152,
3-26,11:36:55,55,55,13.1,2,152,
3-26,11:36:56,54,54,13.09,2,152,
3-26,11:36:56,53,53,13.1,2,152,
3-26,11:36:57,51,51,13.07,2,152,
3-26,11:36:57,53,53,13.11,2,152,
3-26,11:36:58,55,55,13.12,2,152,
3-26,11:36:58,55,55,13.12,2,152,
3-26,11:36:59,55,55,13.1,2,152,
3-26,11:36:59,57,57,13.12,2,152,
3-26,11:37:0,59,59,13.12,2,152,
3-26,11:37:0,56,56,13.07,2,152,
3-26,11:37:1,58,58,13.11,2,152,
3-26,11:37:1,59,59,13.11,2,152,
3-26,11:37:2,59,59,13.14,2,152,
3-26,11:37:2,58,58,13.13,2,152,
3-26,11:37:3,56,56,13.1,2,152,
3-26,11:37:3,57,57,13.13,2,152,
3-26,11:37:4,56,56,13.12,2,152,
3-26,11:37:4,56,56,13.12,2,152,
3-26,11:37:5,55,55,13.09,2,152,
3-26,11:37:5,55,55,13.09,2,152,
3-26,11:37:6,50,50,12.98,2,152,
3-26,11:37:6,55,55,13.11,2,152,
3-26,11:37:7,55,55,13.09,2,152,
3-26,11:37:7,55,55,13.1,2,152,
3-26,11:37:8,56,56,13.11,2,152,
3-26,11:37:8,55,55,13.09,2,152,
3-26,11:37:9,53,53,13.07,2,152,
3-26,11:37:9,55,55,13.1,2,152,
3-26,11:37:10,54,54,13.08,2,152,
3-26,11:37:10,53,53,13.08,2,152,
3-26,11:37:11,54,54,13.1,2,152,
3-26,11:37:11,53,53,13.08,2,152,
3-26,11:37:12,53,53,13.1,2,152,
3-26,11:37:12,52,52,13.08,2,152,
3-26,11:37:13,54,54,13.11,2,152,
3-26,11:37:13,52,52,13.08,2,152,
3-26,11:37:14,52,52,13.08,2,152,
3-26,11:37:14,53,53,13.09,2,152,
3-26,11:37:15,52,52,13.08,2,152,
3-26,11:37:15,52,52,13.09,2,152,
3-26,11:37:16,52,52,13.12,2,152,
3-26,11:37:16,52,52,13.12,2,152,
3-26,11:37:17,51,51,13.1,2,152,
3-26,11:37:17,52,52,13.13,2,152,
3-26,11:37:18,51,51,13.11,2,152,
3-26,11:37:18,50,50,13.1,2,152,
3-26,11:37:19,50,50,13.09,2,152,
3-26,11:37:19,49,49,13.1,2,152,
3-26,11:37:20,50,50,13.09,2,152,
3-26,11:37:20,50,50,13.13,2,152,
3-26,11:37:21,51,51,13.12,2,152,
3-26,11:37:21,50,50,13.11,2,152,
3-26,11:37:22,50,50,13.11,2,152,
3-26,11:37:22,49,49,13.09,2,152,
3-26,11:37:23,50,50,13.1,2,152,
3-26,11:37:23,50,50,13.1,2,152,
3-26,11:37:24,50,50,13.11,2,152,
3-26,11:37:24,49,49,13.1,2,152,
3-26,11:37:25,50,50,13.1,2,152,
3-26,11:37:25,50,50,13.1,2,152,
3-26,11:37:26,50,50,13.09,2,152,
3-26,11:37:26,50,50,13.08,2,152,
3-26,11:37:27,51,51,13.1,2,152,
3-26,11:37:27,52,52,13.1,2,152,
3-26,11:37:28,51,51,13.1,2,152,
3-26,11:37:28,52,52,13.11,2,152,
3-26,11:37:29,52,52,13.13,2,152,
3-26,11:37:29,51,51,13.11,2,152,
3-26,11:37:30,51,51,13.07,2,152,
3-26,11:37:30,52,52,13.11,2,152,
3-26,11:37:31,52,52,13.11,2,152,
3-26,11:37:31,52,52,13.1,2,152,
3-26,11:37:32,52,52,13.09,2,152,
3-26,11:37:32,51,51,13.09,2,152,
3-26,11:37:33,52,52,13.12,2,152,
3-26,11:37:33,53,53,13.08,2,152,
3-26,11:37:34,52,52,13.09,2,152,
3-26,11:37:34,50,50,13.08,2,152,
3-26,11:37:35,51,51,13.12,2,152,
3-26,11:37:35,50,50,13.11,2,152,
3-26,11:37:36,50,50,13.11,2,152,
3-26,11:37:36,49,49,13.13,2,152,
3-26,11:37:37,50,50,13.15,2,152,
3-26,11:37:37,52,52,13.13,2,152,
3-26,11:37:38,52,52,13.12,2,152,
3-26,11:37:38,53,53,13.09,2,152,
3-26,11:37:39,53,53,13.08,2,152,
3-26,11:37:39,55,55,13.11,2,152,
3-26,11:37:40,54,54,13.09,2,152,
3-26,11:37:40,55,55,13.09,2,152,
3-26,11:37:41,56,56,13.1,2,152,
3-26,11:37:41,56,56,13.09,2,152,
3-26,11:37:42,56,56,13.1,2,152,
3-26,11:37:42,55,55,13.07,2,152,
3-26,11:37:43,56,56,13.11,2,152,
3-26,11:37:43,55,55,13.09,2,152,
3-26,11:37:44,55,55,13.1,2,152,
3-26,11:37:44,55,55,13.11,2,152,
3-26,11:37:45,54,54,13.09,2,152,
3-26,11:37:45,55,55,13.09,2,152,
3-26,11:37:46,54,54,13.1,2,152,
3-26,11:37:46,54,54,13.1,2,152,
3-26,11:37:47,53,53,13.08,2,152,
3-26,11:37:47,52,52,13.09,2,152,
3-26,11:37:48,52,52,13.1,2,152,
3-26,11:37:48,50,50,13.09,2,152,
3-26,11:37:49,51,51,13.12,2,152,
3-26,11:37:49,50,50,13.1,2,152,
3-26,11:37:50,49,49,13.09,2,152,
3-26,11:37:50,50,50,13.13,2,152,
3-26,11:37:51,49,49,13.11,2,152,
3-26,11:37:51,48,48,13.1,2,152,
3-26,11:37:52,48,48,13.11,2,152,
3-26,11:37:52,47,47,13.1,2,152,
3-26,11:37:53,47,47,13.12,2,152,
3-26,11:37:53,46,46,13.11,2,152,
3-26,11:37:54,46,46,13.11,2,152,
3-26,11:37:54,48,48,13.16,2,152,
3-26,11:37:55,44,44,13.1,2,152,
3-26,11:37:55,46,46,13.13,2,152,
3-26,11:37:56,46,46,13.15,2,152,
3-26,11:37:56,46,46,13.15,2,152,
3-26,11:37:57,44,44,13.12,2,152,
3-26,11:37:57,43,43,13.11,2,152,
3-26,11:37:58,43,43,13.13,2,152,
3-26,11:37:58,43,43,13.12,2,152,
3-26,11:37:59,43,43,13.15,2,152,
3-26,11:37:59,43,43,13.15,2,152,
3-26,11:38:0,44,44,13.15,2,152,
3-26,11:38:0,42,42,13.14,2,152,
3-26,11:38:1,41,41,13.13,2,152,
3-26,11:38:1,42,42,13.17,2,152,
3-26,11:38:2,41,41,13.16,2,152,
3-26,11:38:2,42,42,13.17,2,152,
3-26,11:38:3,40,40,13.14,2,152,
3-26,11:38:3,40,40,13.14,2,152,
3-26,11:38:4,40,40,13.13,2,152,
3-26,11:38:4,41,41,13.15,2,152,
3-26,11:38:5,43,43,13.19,2,152,
3-26,11:38:5,38,38,13.1,2,152,
3-26,11:38:6,41,41,13.17,2,152,
3-26,11:38:6,40,40,13.16,2,152,
3-26,11:38:7,41,41,13.16,2,152,
3-26,11:38:7,42,42,13.18,2,152,
3-26,11:38:8,41,41,13.16,2,152,
3-26,11:38:8,41,41,13.16,2,152,
3-26,11:38:9,39,39,13.14,2,152,
3-26,11:38:9,39,39,13.14,2,152,
3-26,11:38:10,40,40,13.14,2,152,
3-26,11:38:10,42,42,13.19,2,152,
3-26,11:38:11,41,41,13.16,2,152,
3-26,11:38:11,39,39,13.13,2,152,
3-26,11:38:12,43,43,13.2,2,152,
3-26,11:38:12,42,42,13.18,2,152,
3-26,11:38:13,42,42,13.18,2,152,
3-26,11:38:13,40,40,13.13,2,152,
3-26,11:38:14,40,40,13.15,2,152,
3-26,11:38:14,42,42,13.16,2,152,
3-26,11:38:15,40,40,13.13,2,152,
3-26,11:38:15,41,41,13.15,2,152,
3-26,11:38:16,42,42,13.19,2,152,
3-26,11:38:16,39,39,13.14,2,152,
3-26,11:38:17,39,39,13.13,2,152,
3-26,11:38:17,41,41,13.19,2,152,
3-26,11:38:18,43,43,13.16,2,152,
3-26,11:38:18,44,44,13.18,2,152,
3-26,11:38:19,45,45,13.17,2,152,
3-26,11:38:19,47,47,13.19,2,152,
3-26,11:38:20,48,48,13.21,2,152,
3-26,11:38:20,49,49,13.16,2,152,
3-26,11:38:21,51,51,13.16,2,152,
3-26,11:38:21,51,51,13.16,2,152,
3-26,11:38:22,53,53,13.18,2,152,
3-26,11:38:22,56,56,13.15,2,152,
3-26,11:38:23,57,57,13.1,2,152,
3-26,11:38:23,56,56,13.13,2,152,
3-26,11:38:24,56,56,13.12,2,152,
3-26,11:38:24,58,58,13.15,2,152,
3-26,11:38:25,62,62,13.16,2,152,
3-26,11:38:25,63,63,13.13,2,152,
3-26,11:38:26,62,62,13.09,2,152,
3-26,11:38:26,64,64,13.11,2,152,
3-26,11:38:27,63,63,13.08,2,152,
3-26,11:38:27,65,65,13.11,2,152,
3-26,11:38:28,65,65,13.07,2,152,
3-26,11:38:28,65,65,13.09,2,152,
3-26,11:38:29,64,64,13.06,2,152,
3-26,11:38:29,66,66,13.1,2,152,
3-26,11:38:30,65,65,13.08,2,152,
3-26,11:38:30,65,65,13.1,2,152,
