SensorID: 5498,
Firmware Version: 1.5.5,

mm-dd,hh:mm:ss,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
3-26,11:13:15,46,46,13.15,1,152,
3-26,11:13:15,45,45,13.12,1,152,
3-26,11:13:16,44,44,13.11,1,152,
3-26,11:13:16,45,45,13.14,1,152,
3-26,11:13:17,45,45,13.13,1,152,
3-26,11:13:17,45,45,13.14,1,152,
3-26,11:13:18,45,45,13.13,1,152,
3-26,11:13:18,45,45,13.13,1,152,
3-26,11:13:19,46,46,13.15,1,152,
3-26,11:13:19,45,45,13.13,1,152,
3-26,11:13:20,44,44,13.12,1,152,
3-26,11:13:20,44,44,13.11,1,152,
3-26,11:13:21,44,44,13.12,1,152,
3-26,11:13:15,46,46,13.15,1,152,
3-26,11:13:15,45,45,13.12,1,152,
3-26,11:13:16,44,44,13.11,1,152,
3-26,11:13:16,45,45,13.14,1,152,
3-26,11:13:17,45,45,13.13,1,152,
3-26,11:13:17,45,45,13.14,1,152,
3-26,11:13:18,45,45,13.13,1,152,
3-26,11:13:18,45,45,13.13,1,152,
3-26,11:13:19,46,46,13.15,1,152,
3-26,11:13:19,45,45,13.13,1,152,
3-26,11:13:20,44,44,13.12,1,152,
3-26,11:13:20,44,44,13.11,1,152,
3-26,11:13:21,44,44,13.12,1,152,
3-26,11:13:21,44,44,13.13,1,152,
3-26,11:13:22,45,45,13.14,1,152,
3-26,11:13:22,45,45,13.13,1,152,
3-26,11:13:23,45,45,13.14,1,152,
3-26,11:13:23,45,45,13.14,1,152,
3-26,11:13:24,43,43,13.11,1,152,
3-26,11:13:24,44,44,13.12,1,152,
3-26,11:13:25,44,44,13.12,1,152,
3-26,11:13:25,44,44,13.11,1,152,
3-26,11:13:26,45,45,13.12,1,152,
3-26,11:13:26,44,44,13.11,1,152,
3-26,11:13:27,44,44,13.13,1,152,
3-26,11:13:27,44,44,13.12,1,152,
3-26,11:13:28,44,44,13.13,1,152,
3-26,11:13:28,45,45,13.16,1,152,
3-26,11:13:29,44,44,13.13,1,152,
3-26,11:13:29,43,43,13.11,1,152,
3-26,11:13:30,43,43,13.11,1,152,
3-26,11:13:30,43,43,13.13,1,152,
3-26,11:13:31,42,42,13.1,1,152,
3-26,11:13:31,44,44,13.14,1,152,
3-26,11:13:32,45,45,13.14,1,152,
3-26,11:13:32,42,42,13.1,1,152,
3-26,11:13:33,43,43,13.11,1,152,
3-26,11:13:33,44,44,13.13,1,152,
3-26,11:13:34,43,43,13.12,1,152,
3-26,11:13:34,44,44,13.14,1,152,
3-26,11:13:35,42,42,13.1,1,152,
3-26,11:13:35,43,43,13.12,1,152,
3-26,11:13:36,45,45,13.16,1,152,
3-26,11:13:36,44,44,13.13,1,152,
3-26,11:13:37,44,44,13.14,1,152,
3-26,11:13:37,44,44,13.13,1,152,
3-26,11:13:38,43,43,13.1,1,152,
3-26,11:13:38,45,45,13.14,1,152,
3-26,11:13:39,44,44,13.13,1,152,
3-26,11:13:39,44,44,13.13,1,152,
3-26,11:13:40,44,44,13.13,1,152,
3-26,11:13:40,44,44,13.13,1,152,
3-26,11:13:41,45,45,13.15,1,152,
3-26,11:13:41,45,45,13.15,1,152,
3-26,11:13:42,45,45,13.15,1,152,
3-26,11:13:42,45,45,13.14,1,152,
3-26,11:13:43,44,44,13.13,1,152,
3-26,11:13:43,44,44,13.13,1,152,
3-26,11:13:44,44,44,13.13,1,152,
3-26,11:13:44,44,44,13.13,1,152,
3-26,11:13:45,43,43,13.11,1,152,
3-26,11:13:45,45,45,13.14,1,152,
3-26,11:13:46,44,44,13.13,1,152,
3-26,11:13:46,45,45,13.14,1,152,
3-26,11:13:47,44,44,13.12,1,152,
3-26,11:13:47,44,44,13.14,1,152,
3-26,11:13:48,44,44,13.11,1,152,
3-26,11:13:48,45,45,13.13,1,152,
3-26,11:13:49,44,44,13.13,1,152,
3-26,11:13:49,45,45,13.14,1,152,
3-26,11:13:50,45,45,13.13,1,152,
3-26,11:13:50,45,45,13.12,1,152,
3-26,11:13:51,45,45,13.14,1,152,
3-26,11:13:51,45,45,13.12,1,152,
3-26,11:13:52,45,45,13.13,1,152,
3-26,11:13:52,45,45,13.13,1,152,
3-26,11:13:53,44,44,13.1,1,152,
3-26,11:13:53,45,45,13.11,1,152,
3-26,11:13:54,45,45,13.11,1,152,
3-26,11:13:54,45,45,13.13,1,152,
3-26,11:13:55,45,45,13.13,1,152,
3-26,11:13:55,46,46,13.13,1,152,
3-26,11:13:56,46,46,13.13,1,152,
3-26,11:13:56,45,45,13.1,1,152,
3-26,11:13:57,46,46,13.12,1,152,
3-26,11:13:57,46,46,13.12,1,152,
3-26,11:13:58,46,46,13.13,1,152,
3-26,11:13:58,46,46,13.13,1,152,
3-26,11:13:59,47,47,13.13,1,152,
3-26,11:13:59,46,46,13.12,1,152,
3-26,11:14:0,46,46,13.12,1,152,
3-26,11:14:0,47,47,13.13,1,152,
3-26,11:14:1,47,47,13.12,1,152,
3-26,11:14:1,47,47,13.11,1,152,
3-26,11:14:2,47,47,13.12,1,152,
3-26,11:14:2,47,47,13.12,1,152,
3-26,11:14:3,47,47,13.1,1,152,
3-26,11:14:3,48,48,13.13,1,152,
3-26,11:14:4,48,48,13.11,1,152,
3-26,11:14:4,47,47,13.09,1,152,
3-26,11:14:5,48,48,13.11,1,152,
3-26,11:14:5,47,47,13.1,1,152,
3-26,11:14:6,49,49,13.13,1,152,
3-26,11:14:6,48,48,13.11,1,152,
3-26,11:14:7,48,48,13.1,1,152,
3-26,11:14:7,47,47,13.08,1,152,
3-26,11:14:8,48,48,13.1,1,152,
3-26,11:14:8,48,48,13.1,1,152,
3-26,11:14:9,48,48,13.1,1,152,
3-26,11:14:9,49,49,13.12,1,152,
3-26,11:14:10,48,48,13.1,1,152,
3-26,11:14:10,49,49,13.12,1,152,
3-26,11:14:11,49,49,13.13,1,152,
3-26,11:14:11,49,49,13.1,1,152,
3-26,11:14:12,49,49,13.11,1,152,
3-26,11:14:12,48,48,13.09,1,152,
3-26,11:14:13,48,48,13.09,1,152,
3-26,11:14:13,49,49,13.11,1,152,
3-26,11:14:14,50,50,13.13,1,152,
3-26,11:14:14,49,49,13.1,1,152,
3-26,11:14:15,49,49,13.11,1,152,
3-26,11:14:15,49,49,13.11,1,152,
3-26,11:14:16,49,49,13.1,1,152,
3-26,11:14:16,49,49,13.12,1,152,
3-26,11:14:17,49,49,13.11,1,152,
3-26,11:14:17,49,49,13.11,1,152,
3-26,11:14:18,49,49,13.12,1,152,
3-26,11:14:18,48,48,13.1,1,152,
3-26,11:14:19,48,48,13.09,1,152,
3-26,11:14:19,48,48,13.1,1,152,
3-26,11:14:20,48,48,13.09,1,152,
3-26,11:14:20,48,48,13.1,1,152,
3-26,11:14:21,49,49,13.11,1,152,
3-26,11:14:21,49,49,13.13,1,152,
3-26,11:14:22,48,48,13.08,1,152,
3-26,11:14:22,49,49,13.13,1,152,
3-26,11:14:23,48,48,13.09,1,152,
3-26,11:14:23,48,48,13.11,1,152,
3-26,11:14:24,48,48,13.11,1,152,
3-26,11:14:24,47,47,13.09,1,152,
3-26,11:14:25,49,49,13.13,1,152,
3-26,11:14:25,50,50,13.15,1,152,
3-26,11:14:26,49,49,13.12,1,152,
3-26,11:14:26,49,49,13.13,1,152,
3-26,11:14:27,48,48,13.12,1,152,
3-26,11:14:27,49,49,13.13,1,152,
3-26,11:14:28,48,48,13.14,1,152,
3-26,11:14:28,48,48,13.12,1,152,
3-26,11:14:29,48,48,13.11,1,152,
3-26,11:14:29,49,49,13.13,1,152,
3-26,11:14:30,47,47,13.09,1,152,
3-26,11:14:30,49,49,13.14,1,152,
3-26,11:14:31,49,49,13.12,1,152,
3-26,11:14:31,48,48,13.11,1,152,
3-26,11:14:32,48,48,13.12,1,152,
3-26,11:14:32,47,47,13.1,1,152,
3-26,11:14:33,49,49,13.12,1,152,
3-26,11:14:33,49,49,13.13,1,152,
3-26,11:14:34,48,48,13.1,1,152,
3-26,11:14:34,48,48,13.1,1,152,
3-26,11:14:35,48,48,13.11,1,152,
3-26,11:14:35,48,48,13.12,1,152,
3-26,11:14:36,48,48,13.11,1,152,
3-26,11:14:36,48,48,13.11,1,152,
3-26,11:14:37,48,48,13.09,1,152,
3-26,11:14:37,47,47,13.09,1,152,
3-26,11:14:38,47,47,13.1,1,152,
3-26,11:14:38,47,47,13.09,1,152,
3-26,11:14:39,48,48,13.11,1,152,
3-26,11:14:39,48,48,13.12,1,152,
3-26,11:14:40,47,47,13.11,1,152,
3-26,11:14:40,47,47,13.13,1,152,
3-26,11:14:41,47,47,13.13,1,152,
3-26,11:14:41,47,47,13.11,1,152,
3-26,11:14:42,47,47,13.12,1,152,
3-26,11:14:42,47,47,13.13,1,152,
3-26,11:14:43,47,47,13.13,1,152,
3-26,11:14:43,46,46,13.09,1,152,
3-26,11:14:44,47,47,13.14,1,152,
3-26,11:14:44,47,47,13.13,1,152,
3-26,11:14:45,46,46,13.12,1,152,
3-26,11:14:45,48,48,13.15,1,152,
3-26,11:14:46,47,47,13.14,1,152,
3-26,11:14:46,46,46,13.14,1,152,
3-26,11:14:47,47,47,13.14,1,152,
3-26,11:14:47,45,45,13.12,1,152,
3-26,11:14:48,47,47,13.14,1,152,
3-26,11:14:48,45,45,13.13,1,152,
3-26,11:14:49,46,46,13.13,1,152,
3-26,11:14:49,45,45,13.11,1,152,
3-26,11:14:50,46,46,13.14,1,152,
3-26,11:14:50,46,46,13.15,1,152,
3-26,11:14:51,46,46,13.14,1,152,
3-26,11:14:51,45,45,13.12,1,152,
3-26,11:14:52,46,46,13.16,1,152,
3-26,11:14:52,44,44,13.11,1,152,
3-26,11:14:53,44,44,13.11,1,152,
3-26,11:14:53,44,44,13.11,1,152,
3-26,11:14:54,46,46,13.14,1,152,
3-26,11:14:54,44,44,13.12,1,152,
3-26,11:14:55,46,46,13.17,1,152,
3-26,11:14:55,45,45,13.13,1,152,
3-26,11:14:56,44,44,13.13,1,152,
3-26,11:14:56,44,44,13.12,1,152,
3-26,11:14:57,45,45,13.15,1,152,
3-26,11:14:57,45,45,13.14,1,152,
3-26,11:14:58,45,45,13.14,1,152,
3-26,11:14:58,44,44,13.12,1,152,
3-26,11:14:59,44,44,13.12,1,152,
3-26,11:14:59,45,45,13.14,1,152,
3-26,11:15:0,44,44,13.12,1,152,
3-26,11:15:0,45,45,13.14,1,152,
3-26,11:15:1,44,44,13.13,1,152,
3-26,11:15:1,45,45,13.15,1,152,
3-26,11:15:2,45,45,13.15,1,152,
3-26,11:15:2,46,46,13.15,1,152,
3-26,11:15:3,45,45,13.14,1,152,
3-26,11:15:3,44,44,13.12,1,152,
3-26,11:15:4,45,45,13.14,1,152,
3-26,11:15:4,44,44,13.12,1,152,
3-26,11:15:5,46,46,13.15,1,152,
3-26,11:15:5,45,45,13.12,1,152,
3-26,11:15:6,46,46,13.14,1,152,
3-26,11:15:6,45,45,13.13,1,152,
3-26,11:15:7,45,45,13.13,1,152,
3-26,11:15:7,45,45,13.13,1,152,
3-26,11:15:8,45,45,13.13,1,152,
3-26,11:15:8,45,45,13.14,1,152,
3-26,11:15:9,45,45,13.13,1,152,
3-26,11:15:9,45,45,13.12,1,152,
3-26,11:15:10,45,45,13.12,1,152,
3-26,11:15:10,46,46,13.14,1,152,
3-26,11:15:11,45,45,13.11,1,152,
3-26,11:15:11,46,46,13.14,1,152,
3-26,11:15:12,45,45,13.13,1,152,
3-26,11:15:12,45,45,13.13,1,152,
3-26,11:15:13,46,46,13.15,1,152,
3-26,11:15:13,46,46,13.13,1,152,
3-26,11:15:14,47,47,13.15,1,152,
3-26,11:15:14,45,45,13.12,1,152,
3-26,11:15:15,45,45,13.12,1,152,
3-26,11:15:15,46,46,13.13,1,152,
3-26,11:15:16,46,46,13.13,1,152,
3-26,11:15:16,45,45,13.12,1,152,
3-26,11:15:17,45,45,13.12,1,152,
3-26,11:15:17,46,46,13.12,1,152,
3-26,11:15:18,47,47,13.15,1,152,
3-26,11:15:18,45,45,13.12,1,152,
3-26,11:15:19,46,46,13.12,1,152,
3-26,11:15:19,47,47,13.15,1,152,
3-26,11:15:20,47,47,13.14,1,152,
3-26,11:15:20,46,46,13.14,1,152,
3-26,11:15:21,46,46,13.14,1,152,
3-26,11:15:21,47,47,13.16,1,152,
3-26,11:15:22,47,47,13.16,1,152,
3-26,11:15:22,47,47,13.14,1,152,
3-26,11:15:23,46,46,13.13,1,152,
3-26,11:15:23,47,47,13.14,1,152,
3-26,11:15:24,46,46,13.11,1,152,
3-26,11:15:24,46,46,13.13,1,152,
3-26,11:15:25,46,46,13.12,1,152,
3-26,11:15:25,47,47,13.13,1,152,
3-26,11:15:26,47,47,13.15,1,152,
3-26,11:15:26,47,47,13.15,1,152,
3-26,11:15:27,47,47,13.12,1,152,
3-26,11:15:27,48,48,13.16,1,152,
3-26,11:15:28,47,47,13.12,1,152,
3-26,11:15:28,48,48,13.14,1,152,
3-26,11:15:29,47,47,13.14,1,152,
3-26,11:15:29,46,46,13.12,1,152,
3-26,11:15:30,47,47,13.15,1,152,
3-26,11:15:30,48,48,13.16,1,152,
3-26,11:15:31,47,47,13.13,1,152,
3-26,11:15:31,47,47,13.13,1,152,
3-26,11:15:32,47,47,13.13,1,152,
3-26,11:15:32,48,48,13.15,1,152,
3-26,11:15:33,46,46,13.11,1,152,
3-26,11:15:33,48,48,13.16,1,152,
3-26,11:15:34,47,47,13.13,1,152,
3-26,11:15:34,47,47,13.13,1,152,
3-26,11:15:35,48,48,13.14,1,152,
3-26,11:15:35,48,48,13.15,1,152,
3-26,11:15:36,48,48,13.14,1,152,
3-26,11:15:36,48,48,13.16,1,152,
3-26,11:15:37,47,47,13.12,1,152,
3-26,11:15:37,47,47,13.09,1,152,
3-26,11:15:38,47,47,13.1,1,152,
3-26,11:15:38,47,47,13.1,1,152,
3-26,11:15:39,47,47,13.12,1,152,
3-26,11:15:39,48,48,13.11,1,152,
3-26,11:15:40,49,49,13.17,1,152,
3-26,11:15:40,47,47,13.13,1,152,
3-26,11:15:41,47,47,13.1,1,152,
3-26,11:15:41,48,48,13.14,1,152,
3-26,11:15:42,48,48,13.11,1,152,
3-26,11:15:42,47,47,13.1,1,152,
3-26,11:15:43,47,47,13.11,1,152,
3-26,11:15:43,48,48,13.12,1,152,
3-26,11:15:44,47,47,13.09,1,152,
3-26,11:15:44,49,49,13.12,1,152,
3-26,11:15:45,49,49,13.14,1,152,
3-26,11:15:45,48,48,13.12,1,152,
3-26,11:15:46,49,49,13.13,1,152,
3-26,11:15:46,48,48,13.13,1,152,
3-26,11:15:47,49,49,13.12,1,152,
3-26,11:15:47,48,48,13.1,1,152,
3-26,11:15:48,48,48,13.12,1,152,
3-26,11:15:48,49,49,13.15,1,152,
3-26,11:15:49,48,48,13.12,1,152,
3-26,11:15:49,48,48,13.11,1,152,
3-26,11:15:50,48,48,13.12,1,152,
3-26,11:15:50,48,48,13.1,1,152,
3-26,11:15:51,48,48,13.11,1,152,
3-26,11:15:51,48,48,13.11,1,152,
3-26,11:15:52,49,49,13.13,1,152,
3-26,11:15:52,48,48,13.15,1,152,
3-26,11:15:53,48,48,13.12,1,152,
3-26,11:15:53,48,48,13.13,1,152,
3-26,11:15:54,49,49,13.14,1,152,
3-26,11:15:54,48,48,13.09,1,152,
3-26,11:15:55,48,48,13.11,1,152,
3-26,11:15:55,47,47,13.1,1,152,
3-26,11:15:56,48,48,13.11,1,152,
3-26,11:15:56,49,49,13.16,1,152,
3-26,11:15:57,48,48,13.12,1,152,
3-26,11:15:57,47,47,13.1,1,152,
3-26,11:15:58,47,47,13.09,1,152,
3-26,11:15:58,48,48,13.1,1,152,
3-26,11:15:59,48,48,13.12,1,152,
3-26,11:15:59,49,49,13.16,1,152,
3-26,11:16:0,48,48,13.15,1,152,
3-26,11:16:0,47,47,13.09,1,152,
3-26,11:16:1,47,47,13.1,1,152,
3-26,11:16:1,48,48,13.14,1,152,
3-26,11:16:2,48,48,13.15,1,152,
3-26,11:16:2,48,48,13.14,1,152,
3-26,11:16:3,48,48,13.14,1,152,
3-26,11:16:3,48,48,13.14,1,152,
3-26,11:16:4,47,47,13.1,1,152,
3-26,11:16:4,47,47,13.1,1,152,
3-26,11:16:5,47,47,13.14,1,152,
3-26,11:16:5,47,47,13.13,1,152,
3-26,11:16:6,46,46,13.12,1,152,
3-26,11:16:6,48,48,13.15,1,152,
3-26,11:16:7,48,48,13.15,1,152,
3-26,11:16:7,47,47,13.14,1,152,
3-26,11:16:8,48,48,13.15,1,152,
3-26,11:16:8,48,48,13.15,1,152,
3-26,11:16:9,47,47,13.14,1,152,
3-26,11:16:9,47,47,13.12,1,152,
3-26,11:16:10,48,48,13.15,1,152,
3-26,11:16:10,47,47,13.14,1,152,
3-26,11:16:11,47,47,13.14,1,152,
3-26,11:16:11,47,47,13.14,1,152,
3-26,11:16:12,47,47,13.16,1,152,
3-26,11:16:12,46,46,13.13,1,152,
3-26,11:16:13,45,45,13.11,1,152,
3-26,11:16:13,46,46,13.13,1,152,
3-26,11:16:14,46,46,13.13,1,152,
3-26,11:16:14,47,47,13.14,1,152,
3-26,11:16:15,46,46,13.12,1,152,
3-26,11:16:15,47,47,13.16,1,152,
3-26,11:16:16,46,46,13.13,1,152,
3-26,11:16:16,47,47,13.16,1,152,
3-26,11:16:17,45,45,13.12,1,152,
3-26,11:16:17,47,47,13.17,1,152,
3-26,11:16:18,46,46,13.13,1,152,
3-26,11:16:18,46,46,13.15,1,152,
3-26,11:16:19,46,46,13.14,1,152,
3-26,11:16:19,45,45,13.11,1,152,
3-26,11:16:20,47,47,13.15,1,152,
3-26,11:16:20,46,46,13.15,1,152,
3-26,11:16:21,46,46,13.14,1,152,
3-26,11:16:21,46,46,13.14,1,152,
3-26,11:16:22,45,45,13.13,1,152,
3-26,11:16:22,48,48,13.19,1,152,
3-26,11:16:23,47,47,13.16,1,152,
3-26,11:16:23,46,46,13.14,1,152,
3-26,11:16:24,45,45,13.12,1,152,
3-26,11:16:24,46,46,13.14,1,152,
3-26,11:16:25,47,47,13.17,1,152,
3-26,11:16:25,46,46,13.14,1,152,
3-26,11:16:26,46,46,13.14,1,152,
3-26,11:16:26,44,44,13.11,1,152,
3-26,11:16:27,46,46,13.13,1,152,
3-26,11:16:27,44,44,13.11,1,152,
3-26,11:16:28,45,45,13.13,1,152,
3-26,11:16:28,44,44,13.12,1,152,
3-26,11:16:29,44,44,13.11,1,152,
3-26,11:16:29,46,46,13.16,1,152,
3-26,11:16:30,45,45,13.12,1,152,
3-26,11:16:30,46,46,13.15,1,152,
3-26,11:16:31,47,47,13.17,1,152,
3-26,11:16:31,46,46,13.13,1,152,
3-26,11:16:32,47,47,13.18,1,152,
3-26,11:16:32,45,45,13.14,1,152,
3-26,11:16:33,46,46,13.16,1,152,
3-26,11:16:33,46,46,13.16,1,152,
3-26,11:16:34,46,46,13.15,1,152,
3-26,11:16:34,45,45,13.13,1,152,
3-26,11:16:35,45,45,13.15,1,152,
3-26,11:16:35,44,44,13.12,1,152,
3-26,11:16:36,45,45,13.14,1,152,
3-26,11:16:36,45,45,13.14,1,152,
3-26,11:16:37,46,46,13.16,1,152,
3-26,11:16:37,45,45,13.13,1,152,
3-26,11:16:38,44,44,13.14,1,152,
3-26,11:16:38,44,44,13.11,1,152,
3-26,11:16:39,46,46,13.16,1,152,
3-26,11:16:39,46,46,13.14,1,152,
3-26,11:16:40,46,46,13.15,1,152,
3-26,11:16:40,45,45,13.13,1,152,
3-26,11:16:41,43,43,13.1,1,152,
3-26,11:16:41,45,45,13.15,1,152,
3-26,11:16:42,45,45,13.14,1,152,
3-26,11:16:42,45,45,13.15,1,152,
3-26,11:16:43,46,46,13.15,1,152,
3-26,11:16:43,44,44,13.11,1,152,
3-26,11:16:44,45,45,13.12,1,152,
3-26,11:16:44,44,44,13.11,1,152,
3-26,11:16:45,46,46,13.16,1,152,
3-26,11:16:45,45,45,13.14,1,152,
3-26,11:16:46,46,46,13.16,1,152,
3-26,11:16:46,46,46,13.17,1,152,
3-26,11:16:47,45,45,13.13,1,152,
3-26,11:16:47,46,46,13.15,1,152,
3-26,11:16:48,46,46,13.15,1,152,
3-26,11:16:48,45,45,13.13,1,152,
3-26,11:16:49,45,45,13.14,1,152,
3-26,11:16:49,44,44,13.13,1,152,
3-26,11:16:50,46,46,13.14,1,152,
3-26,11:16:50,44,44,13.12,1,152,
3-26,11:16:51,46,46,13.16,1,152,
3-26,11:16:51,47,47,13.16,1,152,
3-26,11:16:52,44,44,13.11,1,152,
3-26,11:16:52,46,46,13.15,1,152,
3-26,11:16:53,44,44,13.12,1,152,
3-26,11:16:53,47,47,13.16,1,152,
3-26,11:16:54,44,44,13.11,1,152,
3-26,11:16:54,44,44,13.11,1,152,
3-26,11:16:55,46,46,13.15,1,152,
3-26,11:16:55,45,45,13.12,1,152,
3-26,11:16:56,46,46,13.16,1,152,
3-26,11:16:56,48,48,13.18,1,152,
3-26,11:16:57,45,45,13.13,1,152,
3-26,11:16:57,45,45,13.13,1,152,
3-26,11:16:58,45,45,13.14,1,152,
3-26,11:16:58,45,45,13.14,1,152,
3-26,11:16:59,44,44,13.11,1,152,
3-26,11:16:59,46,46,13.14,1,152,
3-26,11:17:0,45,45,13.13,1,152,
3-26,11:17:0,47,47,13.15,1,152,
3-26,11:17:1,47,47,13.17,1,152,
3-26,11:17:1,47,47,13.16,1,152,
3-26,11:17:2,46,46,13.15,1,152,
3-26,11:17:2,46,46,13.14,1,152,
3-26,11:17:3,46,46,13.13,1,152,
3-26,11:17:3,45,45,13.12,1,152,
3-26,11:17:4,46,46,13.13,1,152,
3-26,11:17:4,45,45,13.13,1,152,
3-26,11:17:5,44,44,13.11,1,152,
3-26,11:17:5,45,45,13.12,1,152,
3-26,11:17:6,47,47,13.16,1,152,
3-26,11:17:6,45,45,13.13,1,152,
3-26,11:17:7,46,46,13.14,1,152,
3-26,11:17:7,45,45,13.13,1,152,
3-26,11:17:8,46,46,13.14,1,152,
3-26,11:17:8,45,45,13.11,1,152,
3-26,11:17:9,45,45,13.13,1,152,
3-26,11:17:9,45,45,13.11,1,152,
3-26,11:17:10,46,46,13.15,1,152,
3-26,11:17:10,46,46,13.14,1,152,
3-26,11:17:11,47,47,13.16,1,152,
3-26,11:17:11,44,44,13.09,1,152,
3-26,11:17:12,47,47,13.15,1,152,
3-26,11:17:12,47,47,13.15,1,152,
3-26,11:17:13,45,45,13.12,1,152,
3-26,11:17:13,46,46,13.15,1,152,
3-26,11:17:14,46,46,13.14,1,152,
3-26,11:17:14,46,46,13.15,1,152,
3-26,11:17:15,47,47,13.15,1,152,
3-26,11:17:15,46,46,13.16,1,152,
3-26,11:17:16,47,47,13.15,1,152,
3-26,11:17:16,46,46,13.15,1,152,
3-26,11:17:17,44,44,13.1,1,152,
3-26,11:17:17,48,48,13.18,1,152,
3-26,11:17:18,47,47,13.17,1,152,
3-26,11:17:18,46,46,13.14,1,152,
3-26,11:17:19,47,47,13.15,1,152,
3-26,11:17:19,46,46,13.13,1,152,
3-26,11:17:20,46,46,13.13,1,152,
3-26,11:17:20,45,45,13.11,1,152,
3-26,11:17:21,45,45,13.13,1,152,
3-26,11:17:21,46,46,13.14,1,152,
3-26,11:17:22,46,46,13.14,1,152,
3-26,11:17:22,46,46,13.15,1,152,
3-26,11:17:23,46,46,13.15,1,152,
3-26,11:17:23,46,46,13.13,1,152,
3-26,11:17:24,46,46,13.15,1,152,
3-26,11:17:24,46,46,13.13,1,152,
3-26,11:17:25,45,45,13.13,1,152,
3-26,11:17:25,46,46,13.13,1,152,
3-26,11:17:26,48,48,13.18,1,152,
3-26,11:17:26,44,44,13.1,1,152,
3-26,11:17:27,45,45,13.12,1,152,
3-26,11:17:27,46,46,13.14,1,152,
3-26,11:17:28,46,46,13.15,1,152,
3-26,11:17:28,46,46,13.13,1,152,
3-26,11:17:29,46,46,13.14,1,152,
3-26,11:17:29,47,47,13.17,1,152,
3-26,11:17:30,48,48,13.18,1,152,
3-26,11:17:30,46,46,13.16,1,152,
3-26,11:17:31,45,45,13.12,1,152,
3-26,11:17:31,45,45,13.13,1,152,
3-26,11:17:32,47,47,13.17,1,152,
3-26,11:17:32,45,45,13.13,1,152,
3-26,11:17:33,45,45,13.12,1,152,
3-26,11:17:33,46,46,13.16,1,152,
3-26,11:17:34,46,46,13.15,1,152,
3-26,11:17:34,46,46,13.14,1,152,
3-26,11:17:35,45,45,13.13,1,152,
3-26,11:17:35,45,45,13.12,1,152,
3-26,11:17:36,47,47,13.17,1,152,
3-26,11:17:36,45,45,13.14,1,152,
3-26,11:17:37,46,46,13.13,1,152,
3-26,11:17:37,46,46,13.14,1,152,
3-26,11:17:38,45,45,13.12,1,152,
3-26,11:17:38,45,45,13.12,1,152,
3-26,11:17:39,47,47,13.16,1,152,
3-26,11:17:39,45,45,13.13,1,152,
3-26,11:17:40,46,46,13.15,1,152,
3-26,11:17:40,45,45,13.15,1,152,
3-26,11:17:41,44,44,13.12,1,152,
3-26,11:17:41,45,45,13.13,1,152,
3-26,11:17:42,45,45,13.13,1,152,
3-26,11:17:42,46,46,13.14,1,152,
3-26,11:17:43,45,45,13.13,1,152,
3-26,11:17:43,45,45,13.14,1,152,
3-26,11:17:44,45,45,13.14,1,152,
3-26,11:17:44,46,46,13.14,1,152,
3-26,11:17:45,45,45,13.14,1,152,
3-26,11:17:45,48,48,13.19,1,152,
3-26,11:17:46,45,45,13.15,1,152,
3-26,11:17:46,45,45,13.14,1,152,
3-26,11:17:47,44,44,13.12,1,152,
3-26,11:17:47,45,45,13.14,1,152,
3-26,11:17:48,44,44,13.13,1,152,
3-26,11:17:48,46,46,13.15,1,152,
3-26,11:17:49,45,45,13.15,1,152,
3-26,11:17:49,48,48,13.18,1,152,
3-26,11:17:50,47,47,13.16,1,152,
3-26,11:17:50,46,46,13.15,1,152,
3-26,11:17:51,46,46,13.14,1,152,
3-26,11:17:51,46,46,13.15,1,152,
3-26,11:17:52,48,48,13.18,1,152,
3-26,11:17:52,46,46,13.15,1,152,
3-26,11:17:53,45,45,13.13,1,152,
3-26,11:17:53,45,45,13.14,1,152,
3-26,11:17:54,46,46,13.15,1,152,
3-26,11:17:54,45,45,13.12,1,152,
3-26,11:17:55,48,48,13.18,1,152,
3-26,11:17:55,46,46,13.14,1,152,
3-26,11:17:56,45,45,13.13,1,152,
3-26,11:17:56,45,45,13.13,1,152,
3-26,11:17:57,46,46,13.13,1,152,
3-26,11:17:57,47,47,13.16,1,152,
3-26,11:17:58,47,47,13.17,1,152,
3-26,11:17:58,47,47,13.16,1,152,
3-26,11:17:59,47,47,13.15,1,152,
3-26,11:17:59,45,45,13.13,1,152,
3-26,11:18:0,46,46,13.15,1,152,
3-26,11:18:0,45,45,13.11,1,152,
3-26,11:18:1,46,46,13.15,1,152,
3-26,11:18:1,45,45,13.13,1,152,
3-26,11:18:2,45,45,13.11,1,152,
3-26,11:18:2,46,46,13.14,1,152,
3-26,11:18:3,45,45,13.11,1,152,
3-26,11:18:3,44,44,13.11,1,152,
3-26,11:18:4,47,47,13.15,1,152,
3-26,11:18:4,46,46,13.15,1,152,
3-26,11:18:5,48,48,13.18,1,152,
3-26,11:18:5,46,46,13.13,1,152,
3-26,11:18:6,45,45,13.09,1,152,
3-26,11:18:6,46,46,13.13,1,152,
3-26,11:18:7,46,46,13.13,1,152,
3-26,11:18:7,47,47,13.15,1,152,
3-26,11:18:8,44,44,13.09,1,152,
3-26,11:18:8,47,47,13.14,1,152,
3-26,11:18:9,47,47,13.13,1,152,
3-26,11:18:9,47,47,13.16,1,152,
3-26,11:18:10,45,45,13.12,1,152,
3-26,11:18:10,48,48,13.17,1,152,
